Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/20/2021,12/20/2021,AUTOMATIC PAYMENT - THANK,,Payment,2009.20,
12/19/2021,12/20/2021,SP * GORJANA,Shopping,Sale,-58.64,
12/19/2021,12/20/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-20.24,
12/18/2021,12/19/2021,DD DOORDASH ANCHORTAV,Food & Drink,Sale,-15.24,
12/17/2021,12/19/2021,WALGREENS #19748,Health & Wellness,Sale,-30.64,
12/14/2021,12/15/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-17.48,
12/14/2021,12/15/2021,BJS WHOLESALE #0027,Shopping,Sale,-88.85,
12/13/2021,12/14/2021,MANSCAPED,Shopping,Sale,-15.98,
12/12/2021,12/13/2021,Blizzard Entertainment,Entertainment,Sale,-41.57,
12/12/2021,12/13/2021,Disney PLUS,Bills & Utilities,Sale,-8.52,
12/11/2021,12/13/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
12/12/2021,12/13/2021,DISCORD* NITROCLASSICM,Professional Services,Sale,-4.99,
12/11/2021,12/13/2021,SHELL OIL 57545571309,Gas,Sale,-48.75,
12/13/2021,12/13/2021,TST* Surf Taco - Belmar,Food & Drink,Sale,-21.54,
12/13/2021,12/13/2021,LULULEMONCOM*,Shopping,Sale,-128.00,
12/10/2021,12/12/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-27.65,
12/11/2021,12/12/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-12.26,
12/10/2021,12/12/2021,STAY GOLD CAFE,Food & Drink,Sale,-4.93,
12/11/2021,12/12/2021,UNCOMMONGOODS,Shopping,Sale,-13.86,
12/09/2021,12/10/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-15.96,
12/08/2021,12/09/2021,WF WAYFAIR3683068192,Home,Sale,-198.27,
12/08/2021,12/09/2021,MARK&amp;GRAHAM.COM,Home,Sale,-94.35,
12/06/2021,12/08/2021,MARINA GRILLE,Food & Drink,Sale,-54.99,
12/06/2021,12/07/2021,WALGREENS #19748,Health & Wellness,Sale,-4.29,
12/06/2021,12/07/2021,BJS WHOLESALE #0027,Shopping,Sale,-27.97,
12/04/2021,12/06/2021,SANCTUARY HOTEL,Food & Drink,Sale,-170.81,
12/04/2021,12/06/2021,BERLIN UNDER A,Food & Drink,Sale,-25.86,
12/04/2021,12/06/2021,RCMH FOOD &amp; MERCH,Food & Drink,Sale,-39.50,
12/03/2021,12/06/2021,BERLIN UNDER A,Food & Drink,Sale,-27.44,
12/03/2021,12/06/2021,BERLIN UNDER A,Food & Drink,Sale,-27.44,
12/04/2021,12/06/2021,BERLIN UNDER A,Food & Drink,Sale,-22.22,
12/04/2021,12/06/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-17.82,
12/06/2021,12/06/2021,LYFT   *1 RIDE 12-04,Travel,Sale,-57.99,
12/04/2021,12/06/2021,BERLIN UNDER A,Food & Drink,Sale,-20.42,
12/05/2021,12/06/2021,APPLE.COM/BILL,Shopping,Sale,-0.99,
12/05/2021,12/05/2021,UBER   TRIP,Travel,Sale,-38.04,
12/03/2021,12/05/2021,NOLAGVPN.COM,Shopping,Sale,-7.90,
12/04/2021,12/05/2021,UBER   TRIP,Travel,Sale,-29.14,
12/03/2021,12/03/2021,Offer:ExxonMobil (Pay,Fees & Adjustments,Adjustment,2.13,
12/02/2021,12/03/2021,BEST BUY MHT  00018952,Shopping,Sale,-138.60,
12/02/2021,12/03/2021,TW&amp;M 305 POS,Food & Drink,Sale,-132.78,
12/02/2021,12/03/2021,NJ EZPASS,Travel,Sale,-140.00,
12/01/2021,12/02/2021,SP * HUGSLEEP,Shopping,Sale,-79.96,
11/30/2021,12/02/2021,PRU CNTR LGND CONC CLVR,Food & Drink,Sale,-13.74,
11/30/2021,12/02/2021,PRU CNTR LGND CONC CLVR,Food & Drink,Sale,-59.67,
11/30/2021,12/01/2021,Etsy.com - EngravingsEtc,Shopping,Sale,-58.64,
11/29/2021,12/01/2021,CHICK-FIL-A #03640,Food & Drink,Sale,-9.76,
11/30/2021,12/01/2021,GOOGLE *YouTubePremium,Shopping,Sale,-12.78,
11/29/2021,12/01/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/28/2021,11/30/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/27/2021,11/30/2021,BR FACTORY.COM 2624,Shopping,Sale,-29.79,
11/26/2021,11/30/2021,3CHI.COM,Shopping,Sale,-50.09,
11/27/2021,11/29/2021,FEDERICOS PIZZA,Food & Drink,Sale,-18.66,
11/28/2021,11/29/2021,DD DOORDASH ANCHORTAV,Food & Drink,Sale,-15.99,
11/27/2021,11/29/2021,EXXONMOBIL    47977426,Gas,Sale,-42.55,
11/26/2021,11/28/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-55.08,
11/26/2021,11/28/2021,HELP.HBOMAX.COM,Entertainment,Sale,-14.99,
11/25/2021,11/28/2021,SUNOCO 0768002800,Gas,Sale,-25.83,
11/24/2021,11/26/2021,ARAMARK WELLS FARGO CTR,Food & Drink,Sale,-52.33,
11/24/2021,11/26/2021,ARAMARK WELLS FARGO CTR,Food & Drink,Sale,-9.39,
11/25/2021,11/26/2021,UBER   TRIP,Travel,Sale,-23.90,
11/24/2021,11/25/2021,GOV*NJ Turnpike Authority,Travel,Sale,-2.45,
11/24/2021,11/25/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-10.08,
11/23/2021,11/25/2021,MORRIS ST LAUNDRY&amp;DRY CLE,Personal,Sale,-36.34,
11/24/2021,11/25/2021,UBER   TRIP,Travel,Sale,-23.75,
11/25/2021,11/25/2021,UBER   TRIP,Travel,Sale,-8.37,
11/22/2021,11/23/2021,UBER   TRIP,Travel,Sale,-9.97,
11/21/2021,11/23/2021,METLIFE CLUB LEVEL,Food & Drink,Sale,-36.00,
11/22/2021,11/23/2021,UBER   TRIP,Travel,Sale,-10.99,
11/22/2021,11/23/2021,SUNOCO 0007754511,Gas,Sale,-15.00,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-45.00,
11/23/2021,11/23/2021,UBER* TRIP,Travel,Sale,-12.95,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-13.00,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-16.00,
11/22/2021,11/23/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-8.94,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-20.00,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-18.00,
11/21/2021,11/23/2021,METLIFE CLUB LEVEL,Food & Drink,Sale,-27.60,
11/21/2021,11/23/2021,WICKED WOLF TAVERN,Food & Drink,Sale,-29.00,
11/21/2021,11/23/2021,METLIFE CLUB LEVEL,Food & Drink,Sale,-26.20,
11/20/2021,11/22/2021,THE PIG &amp; PARROT,Food & Drink,Sale,-33.97,
11/20/2021,11/22/2021,EXXONMOBIL    98708332,Gas,Sale,-42.00,
11/21/2021,11/22/2021,UBER   TRIP,Travel,Sale,-23.28,
11/21/2021,11/22/2021,UBER   TRIP,Travel,Sale,-6.61,
11/20/2021,11/22/2021,THE PIG &amp; PARROT,Food & Drink,Sale,-39.82,
11/21/2021,11/22/2021,UBER   TRIP,Travel,Sale,-5.50,
11/21/2021,11/22/2021,UBER* TRIP,Travel,Sale,-17.95,
11/21/2021,11/22/2021,TST* THE SALTY WHALE AND,Food & Drink,Sale,-22.00,
11/22/2021,11/22/2021,UBER   TRIP,Travel,Sale,-22.94,
11/21/2021,11/21/2021,TST* GRINGOS TACOS,Food & Drink,Sale,-68.77,
11/19/2021,11/21/2021,CVS/PHARMACY #01928,Health & Wellness,Sale,-5.29,
11/19/2021,11/21/2021,C L L SUSHI INC.,Food & Drink,Sale,-58.50,
11/19/2021,11/19/2021,AUTOMATIC PAYMENT - THANK,,Payment,2912.56,
11/17/2021,11/19/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-18.56,
11/18/2021,11/19/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-4.25,
11/17/2021,11/18/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-4.25,
11/17/2021,11/18/2021,Steam Purchase,Entertainment,Sale,-10.65,
11/16/2021,11/17/2021,PANERA BREAD #601755 K,Food & Drink,Sale,-12.13,
11/15/2021,11/17/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/15/2021,11/16/2021,SHOPRITE METRO PLZA S1,Groceries,Sale,-17.36,
11/14/2021,11/16/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-15.43,
11/15/2021,11/16/2021,BJS WHOLESALE #0044,Shopping,Sale,-120.76,
11/16/2021,11/16/2021,PERSONALIZATION MALL,Shopping,Sale,-37.16,
11/14/2021,11/15/2021,SCUF GAMING INTERNATIONAL,Shopping,Sale,-19.17,
11/13/2021,11/15/2021,WHITE STAR BAR WARREN ST,Food & Drink,Sale,-33.19,
11/12/2021,11/14/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
11/11/2021,11/14/2021,BRITT SHOP ELQUI 2,Groceries,Sale,-11.72,
11/13/2021,11/14/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
11/12/2021,11/14/2021,Disney PLUS,Bills & Utilities,Sale,-2.12,
11/12/2021,11/14/2021,V'S BARBERSHOP 21,Personal,Sale,-40.00,
11/10/2021,11/12/2021,SERVIVALEN,Home,Sale,-3.77,
11/07/2021,11/08/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-6.93,
11/06/2021,11/07/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-6.93,
11/05/2021,11/07/2021,ASBURY PARK PARKMOBILE,Travel,Sale,-6.30,
11/04/2021,11/07/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/06/2021,11/07/2021,TST* PORTA - PORTA ASBURY,Food & Drink,Sale,-103.43,
11/05/2021,11/07/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-14.68,
11/05/2021,11/07/2021,APPLE.COM/BILL,Entertainment,Sale,-0.99,
11/03/2021,11/05/2021,EXXONMOBIL    47973953,Gas,Sale,-38.82,
11/03/2021,11/05/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/02/2021,11/04/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/03/2021,11/04/2021,SHOPRITE METRO PLZA S1,Groceries,Sale,-46.90,
11/03/2021,11/04/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-4.25,
11/02/2021,11/03/2021,BJS WHOLESALE #0044,Shopping,Sale,-23.98,
11/02/2021,11/03/2021,MICROSOFT YEARLY PLAN,Shopping,Sale,-74.63,
11/01/2021,11/03/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
11/01/2021,11/02/2021,Steam Purchase,Entertainment,Sale,-10.65,
10/31/2021,11/02/2021,METLIFE CONCESSIONS,Food & Drink,Sale,-24.00,
10/31/2021,11/02/2021,METLIFE CLUB LEVEL,Food & Drink,Sale,-25.00,
10/31/2021,11/01/2021,STELLA'S 24 HOUR EATERY,Food & Drink,Sale,-31.45,
10/29/2021,11/01/2021,RED FEAST WINE &amp; LIQUOR,Food & Drink,Sale,-26.65,
10/30/2021,11/01/2021,ONIEAL`S HOBOKEN,Food & Drink,Sale,-79.71,
10/31/2021,10/31/2021,DOORDASH*TWO BOOTS (JE,Food & Drink,Sale,-56.06,
10/30/2021,10/31/2021,GOOGLE *YouTubePremium,Shopping,Sale,-12.78,
10/29/2021,10/31/2021,USPS PO 3338700400,Shopping,Sale,-58.00,
10/28/2021,10/31/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
10/28/2021,10/29/2021,NOLAGVPN.COM,Shopping,Sale,-7.90,
10/27/2021,10/29/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
10/26/2021,10/28/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
10/25/2021,10/27/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-12.23,
10/25/2021,10/26/2021,TST* SURF TACO - BELMAR,Food & Drink,Sale,-11.68,
10/24/2021,10/25/2021,TAYLOR SVSTR HARDWARE,Home,Sale,-7.99,
10/24/2021,10/25/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-6.93,
10/24/2021,10/25/2021,3CHI.COM,Shopping,Sale,-65.02,
10/22/2021,10/24/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-45.17,
10/22/2021,10/24/2021,EXXONMOBIL    47982038,Gas,Sale,-28.74,
10/23/2021,10/24/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-2.76,
10/22/2021,10/24/2021,BJS WHOLESALE #0027,Shopping,Sale,-69.33,
10/21/2021,10/22/2021,Blizzard Entertainment,Entertainment,Sale,-21.31,
10/21/2021,10/22/2021,ASBURY PARK PARKMOBILE,Travel,Sale,-2.30,
10/21/2021,10/22/2021,TST* REYLA,Food & Drink,Sale,-108.10,
10/20/2021,10/21/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
10/20/2021,10/21/2021,BJS WHOLESALE #0044,Shopping,Sale,-97.27,
10/20/2021,10/20/2021,AUTOMATIC PAYMENT - THANK,,Payment,2592.75,
10/19/2021,10/20/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
10/18/2021,10/19/2021,NOURISHED BY NATURE,Groceries,Sale,-16.57,
10/18/2021,10/19/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
10/17/2021,10/18/2021,JOE'S BAGEL &amp; GRILL BLMR,Food & Drink,Sale,-13.86,
10/17/2021,10/18/2021,BAMBOO LEAF,Food & Drink,Sale,-59.71,
10/16/2021,10/18/2021,EXXONMOBIL    47977426,Gas,Sale,-42.18,
10/17/2021,10/18/2021,HANLEYS LIQUORS,Food & Drink,Sale,-12.25,
10/17/2021,10/18/2021,BJS WHOLESALE #0027,Shopping,Sale,-102.51,
10/15/2021,10/18/2021,BCP*HOBOKEN WINES LLC,Food & Drink,Sale,-13.86,
10/16/2021,10/18/2021,FEDERICOS PIZZA,Food & Drink,Sale,-16.29,
10/15/2021,10/18/2021,LOUISE AND JERRYS TAVERN,Food & Drink,Sale,-16.47,
10/15/2021,10/17/2021,VERIZON*DEPOSIT,Bills & Utilities,Sale,-100.00,
10/15/2021,10/17/2021,C L L SUSHI INC.,Food & Drink,Sale,-68.00,
10/13/2021,10/14/2021,NJ EZPASS,Travel,Sale,-140.00,
10/14/2021,10/14/2021,UBER   TRIP,Travel,Sale,-1.00,
10/12/2021,10/13/2021,AT HOME STORE 289,Home,Sale,-207.87,
10/12/2021,10/13/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-24.18,
10/12/2021,10/13/2021,AT HOME STORE 289,Home,Sale,-3.19,
10/13/2021,10/13/2021,UBER   TRIP,Travel,Sale,-17.95,
10/12/2021,10/13/2021,SUNOCO 0571701200,Gas,Sale,-23.80,
10/12/2021,10/13/2021,COSTCO WHSE #0329,Shopping,Sale,-3.20,
10/12/2021,10/13/2021,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-3.99,
10/10/2021,10/12/2021,WESTIN (WESTIN HOTELS),Travel,Sale,-177.67,
10/11/2021,10/12/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
10/11/2021,10/11/2021,DOORDASH*THAI NANA RES,Food & Drink,Sale,-19.57,
10/10/2021,10/11/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
10/09/2021,10/10/2021,UBER   TRIP,Travel,Sale,-23.95,
10/09/2021,10/10/2021,FLORHAM PARK LIQUORS,Food & Drink,Sale,-48.64,
10/08/2021,10/10/2021,SUNOCO 0005021104,Gas,Sale,-39.79,
10/09/2021,10/10/2021,UBER   TRIP,Travel,Sale,-14.27,
10/09/2021,10/10/2021,FLORHAM PARK LIQUORS,Food & Drink,Sale,-61.07,
10/08/2021,10/10/2021,PRO FOOTBALL FOCUS,Professional Services,Sale,-63.96,
10/08/2021,10/10/2021,V'S BARBERSHOP 21,Personal,Sale,-42.90,
10/05/2021,10/06/2021,APPLE.COM/BILL,Entertainment,Sale,-0.99,
10/01/2021,10/04/2021,THE CUBAN,Food & Drink,Sale,-110.70,
10/02/2021,10/04/2021,STOUT NYC PENN STATION,Food & Drink,Sale,-40.75,
10/02/2021,10/04/2021,MSG CONCESSIONS,Food & Drink,Sale,-12.00,
10/01/2021,10/04/2021,LOUISE AND JERRYS TAVERN,Food & Drink,Sale,-30.94,
10/02/2021,10/04/2021,MSG CONCESSIONS,Food & Drink,Sale,-32.00,
10/02/2021,10/03/2021,MORDIS SANDWICH SHOP,Food & Drink,Sale,-14.36,
10/02/2021,10/03/2021,UBER   TRIP,Travel,Sale,-8.82,
10/01/2021,10/03/2021,SPROVE MARKET PLACE,Groceries,Sale,-31.98,
10/02/2021,10/03/2021,YANKEE STDM CONCESSIONS,Food & Drink,Sale,-31.12,
10/02/2021,10/03/2021,YANKEE STDM CONCESSIONS,Food & Drink,Sale,-8.15,
10/02/2021,10/03/2021,YANKEE STDM CONCESSIONS,Food & Drink,Sale,-14.80,
09/30/2021,10/01/2021,GOOGLE *YouTubePremium,Entertainment,Sale,-12.78,
09/29/2021,09/30/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
09/29/2021,09/30/2021,TM *JOE ROGAN,Entertainment,Sale,-146.40,
09/28/2021,09/29/2021,ALLIANZ EVENT INS,Bills & Utilities,Sale,-16.00,
09/28/2021,09/29/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
09/28/2021,09/29/2021,FLEXJOBS.COM,Personal,Sale,-7.50,
09/26/2021,09/28/2021,HOUSE OF QUE,Food & Drink,Sale,-99.17,
09/27/2021,09/28/2021,CHIPOTLE 3950,Food & Drink,Sale,-8.90,
09/27/2021,09/28/2021,BJS WHOLESALE #0044,Shopping,Sale,-11.98,
09/26/2021,09/27/2021,HUDSON HALL,Food & Drink,Sale,-86.51,
09/25/2021,09/27/2021,BUY BEST WINES AND LIQUOR,Food & Drink,Sale,-21.84,
09/27/2021,09/27/2021,UBER   TRIP,Travel,Sale,-11.93,
09/26/2021,09/27/2021,HOMEGOODS #0810,Shopping,Sale,-154.96,
09/26/2021,09/27/2021,CAVA.COM,Food & Drink,Sale,-15.43,
09/25/2021,09/26/2021,SeatGeek_Tickets,Entertainment,Sale,-68.12,
09/25/2021,09/26/2021,TST* DOMODOMO JERSEY CITY,Food & Drink,Sale,-90.91,
09/25/2021,09/26/2021,UBER   TRIP,Travel,Sale,-8.82,
09/24/2021,09/24/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/24/2021,09/24/2021,NOLAGVPN.COM,Shopping,Sale,-7.90,
09/23/2021,09/24/2021,MANSCAPED,Shopping,Sale,-90.62,
09/22/2021,09/24/2021,3CHI.COM,Shopping,Sale,-37.30,
09/23/2021,09/23/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/22/2021,09/23/2021,BP#7081011N &amp; A SERVICE,Gas,Sale,-38.46,
09/22/2021,09/22/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-11.41,
09/21/2021,09/22/2021,Etsy.com - CMpersonalgift,Shopping,Sale,-20.11,
09/21/2021,09/22/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-3.99,
09/19/2021,09/21/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-24.46,
09/20/2021,09/21/2021,eBay O*12-07629-72841,Shopping,Sale,-89.98,
09/20/2021,09/21/2021,Etsy.com - KrakenCreative,Shopping,Sale,-7.25,
09/21/2021,09/21/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/20/2021,09/20/2021,AUTOMATIC PAYMENT - THANK,,Payment,2478.90,
09/17/2021,09/17/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/16/2021,09/17/2021,VIACOMCBS STREAMING,Bills & Utilities,Sale,-4.99,
09/16/2021,09/16/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/14/2021,09/15/2021,BJS WHOLESALE #0044,Shopping,Sale,-35.66,
09/15/2021,09/15/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-8.90,
09/13/2021,09/14/2021,CHIPOTLE ONLINE,Food & Drink,Sale,-3.35,
09/13/2021,09/14/2021,NJ MOTOR VEHICLE PAY,Bills & Utilities,Sale,-73.43,
09/13/2021,09/14/2021,BP#7081011N &amp; A SERVICE,Gas,Sale,-41.40,
09/13/2021,09/14/2021,NJ EZPASS,Travel,Sale,-105.00,
09/13/2021,09/14/2021,CHIPOTLE 1454,Food & Drink,Sale,-10.50,
09/11/2021,09/13/2021,BAKER HILL TAVERN,Food & Drink,Sale,-62.31,
09/12/2021,09/13/2021,ALERT BENEVOLENT ASSOC,Food & Drink,Sale,-96.59,
09/10/2021,09/13/2021,BOHEMIAN HALL &amp; BEER G,Food & Drink,Sale,-10.28,
09/09/2021,09/12/2021,THEPARKINGSPOT-281RC,Travel,Sale,-149.79,
09/11/2021,09/12/2021,UBER   EATS,Food & Drink,Sale,-18.45,
09/11/2021,09/12/2021,UBER   TRIP,Travel,Sale,-68.86,
09/09/2021,09/12/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-24.46,
09/10/2021,09/12/2021,MTA*METROCARD/PATH,Travel,Sale,-20.00,
09/09/2021,09/10/2021,SUNOCO 0287103600,Gas,Sale,-20.21,
09/08/2021,09/10/2021,MARRIOTT POS OCEAN POI,Travel,Sale,-24.61,
09/08/2021,09/10/2021,SAILFISH MARINA RESTAURAN,Food & Drink,Sale,-135.10,
09/08/2021,09/09/2021,PRO FOOTBALL FOCUS,Professional Services,Sale,-106.61,
09/07/2021,09/09/2021,HMF AT THE BREAKERS,Food & Drink,Sale,-97.58,
09/07/2021,09/09/2021,MARRIOTT POS OCEAN POI,Travel,Sale,-5.72,
09/08/2021,09/09/2021,OCEANSIDE BEACH SERVICE,Home,Sale,-64.20,
09/08/2021,09/08/2021,ESPN Plus,Bills & Utilities,Sale,-74.63,
09/06/2021,09/08/2021,JOHNNY LONGBOATS,Food & Drink,Sale,-75.93,
09/06/2021,09/08/2021,Pizza Al Fresco  LLC,Food & Drink,Sale,-145.91,
09/06/2021,09/08/2021,Pizza Al Fresco  LLC,Food & Drink,Sale,-35.82,
09/06/2021,09/07/2021,C1 FOOD HALL - EMV,Food & Drink,Sale,-18.44,
09/05/2021,09/06/2021,APPLE.COM/BILL,Entertainment,Sale,-0.99,
09/05/2021,09/06/2021,Roman Nose,Food & Drink,Sale,-108.50,
09/04/2021,09/05/2021,TST* END OF ELM,Food & Drink,Sale,-95.43,
09/05/2021,09/05/2021,UBER   TRIP,Travel,Sale,-9.76,
09/04/2021,09/05/2021,GOFNDME* HURRICANE IDA,Gifts & Donations,Sale,-101.00,
09/04/2021,09/05/2021,UBER   EATS,Food & Drink,Sale,-19.53,
09/02/2021,09/05/2021,CAVA GRILL JERSEY CITY,Food & Drink,Sale,-24.46,
09/03/2021,09/05/2021,PIZZERIA LAS AMERICAS,Food & Drink,Sale,-2.93,
08/31/2021,09/01/2021,DOWNTOWN PHARMACY,Health & Wellness,Sale,-6.14,
08/31/2021,09/01/2021,NJT LIBRTY ST DLY 0740,Travel,Sale,-57.50,
08/30/2021,08/31/2021,BJS WHOLESALE #0044,Shopping,Sale,-24.79,
08/29/2021,08/31/2021,SHELL OIL 10001030005,Gas,Sale,-43.71,
08/29/2021,08/31/2021,BURGER KING 4DE,Food & Drink,Sale,-10.29,
08/30/2021,08/31/2021,GOOGLE *YouTubePremium,Professional Services,Sale,-12.78,
08/30/2021,08/30/2021,DOORDASH*T THAI,Food & Drink,Sale,-19.51,
08/28/2021,08/30/2021,HARPERS FERRY BREWING,Food & Drink,Sale,-15.90,
08/28/2021,08/29/2021,JERRYS LIQUORS,Food & Drink,Sale,-14.07,
08/28/2021,08/29/2021,JERRYS LIQUORS,Food & Drink,Sale,-112.24,
08/26/2021,08/27/2021,GIFT SHOP 4NJ26,Shopping,Sale,-14.99,
08/25/2021,08/26/2021,Blizzard Entertainment,Entertainment,Sale,-21.31,
08/25/2021,08/26/2021,Steam Purchase,Entertainment,Sale,-4.25,
08/24/2021,08/25/2021,ADAM MAIL,Shopping,Sale,-61.78,
08/24/2021,08/25/2021,V'S BARBERSHOP 21,Personal,Sale,-33.00,
08/24/2021,08/24/2021,NOLAGVPN.COM,Shopping,Sale,-7.90,
08/22/2021,08/23/2021,NJ EZPASS,Travel,Sale,-105.00,
08/22/2021,08/23/2021,BEST BUY MHT  00015354,Shopping,Sale,-30.98,
08/22/2021,08/23/2021,DOORDASH*WONDER BAGELS,Food & Drink,Sale,-21.19,
08/23/2021,08/23/2021,DOORDASH*TWO BOOTS (JE,Food & Drink,Sale,-29.57,
08/21/2021,08/23/2021,SUNOCO 0558352100,Gas,Sale,-41.50,
08/20/2021,08/20/2021,AUTOMATIC PAYMENT - THANK,,Payment,1708.68,
08/19/2021,08/20/2021,DUNKIN #334706 Q35,Food & Drink,Sale,-3.99,
