Transaction Date,Post Date,Description,Category,Type,Amount,Memo
10/31/2023,11/01/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-92.71,
10/30/2023,11/01/2023,TRADER JOE S #608,Groceries,Sale,-38.54,
11/01/2023,11/01/2023,Microsoft*Store,Shopping,Sale,-74.63,
10/30/2023,10/31/2023,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
10/29/2023,10/31/2023,SHELL OIL 57545571309,Gas,Sale,-45.43,
10/29/2023,10/30/2023,MARSHALL'S #514,Shopping,Sale,-18.76,
10/29/2023,10/30/2023,HOMESENSE 0004,Shopping,Sale,-106.61,
10/29/2023,10/30/2023,APPLE.COM/BILL,Shopping,Sale,-10.99,
10/29/2023,10/30/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-25.86,
10/27/2023,10/29/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-106.50,
10/27/2023,10/29/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-4.99,
10/28/2023,10/29/2023,SQ *BRADLEY BREW PROJECT,Groceries,Sale,-33.26,
10/27/2023,10/29/2023,HARRIGANS PUB,Food & Drink,Sale,-101.97,
10/27/2023,10/29/2023,USPS PO 3306450345,Shopping,Sale,-39.60,
10/28/2023,10/29/2023,TST* Maeberrie Market,Food & Drink,Sale,-51.92,
10/27/2023,10/29/2023,PJ'S CARWASH PARK,Automotive,Sale,-39.67,
10/25/2023,10/26/2023,SP DROPPS.COM,Shopping,Sale,-41.58,
10/23/2023,10/24/2023,BJS WHOLESALE #0027,Shopping,Sale,-75.96,
10/21/2023,10/23/2023,SEMOLINA,Food & Drink,Sale,-132.63,
10/22/2023,10/23/2023,THE PERFECT PERK CAFE,Food & Drink,Sale,-8.79,
10/22/2023,10/23/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-39.42,
10/20/2023,10/22/2023,LA MONDINA,Food & Drink,Sale,-105.84,
10/20/2023,10/22/2023,FARMMATCH LLC,Groceries,Sale,-32.46,
10/20/2023,10/22/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-56.47,
10/21/2023,10/22/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
10/20/2023,10/22/2023,APPLE.COM/BILL,Shopping,Sale,-6.99,
10/20/2023,10/22/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-35.83,
10/20/2023,10/20/2023,AUTOMATIC PAYMENT - THANK,,Payment,1988.31,
10/19/2023,10/20/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-19.17,
10/18/2023,10/19/2023,NJ EZPASS,Travel,Sale,-90.00,
10/17/2023,10/18/2023,APPLE.COM/BILL,Shopping,Sale,-15.98,
10/16/2023,10/18/2023,TRADER JOE S #608,Groceries,Sale,-29.97,
10/16/2023,10/17/2023,BJS WHOLESALE #0027,Shopping,Sale,-99.74,
10/16/2023,10/17/2023,NAYAX AIR 2,Automotive,Sale,-2.00,
10/15/2023,10/16/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-78.25,
10/15/2023,10/16/2023,TST* Caffe Di Famiglia Bu,Food & Drink,Sale,-7.57,
10/14/2023,10/16/2023,SHELL OIL 57545571309,Gas,Sale,-58.49,
10/15/2023,10/16/2023,SP HEART AND SOIL,Personal,Sale,-49.57,
10/14/2023,10/16/2023,LANDRYS SEAFOOD CN IAH,Food & Drink,Sale,-38.34,
10/13/2023,10/15/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-64.36,
10/14/2023,10/15/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-64.36,
10/14/2023,10/15/2023,THE PERFECT PERK CAFE,Food & Drink,Sale,-7.73,
10/12/2023,10/15/2023,HERTZ #0160612,Travel,Sale,-433.69,
10/12/2023,10/15/2023,SHELL OIL 57543419402,Gas,Sale,-27.46,
10/12/2023,10/15/2023,HYATT REGENCY HOUSTON,Travel,Sale,-346.19,
10/12/2023,10/15/2023,HYATT REGENCY HOUSTON,Travel,Sale,-29.17,
10/13/2023,10/15/2023,EWR PARKING A,Travel,Sale,-260.00,
10/11/2023,10/13/2023,HYATT REGENCY HOUSTON,Travel,Sale,-29.17,
10/11/2023,10/13/2023,HYATT REGENCY HOUSTON,Travel,Sale,-692.38,
10/11/2023,10/13/2023,UNITED      0164245276610,Travel,Sale,-37.00,
10/11/2023,10/12/2023,UBER   TRIP,Travel,Sale,-21.51,
10/10/2023,10/12/2023,HYATT REG HOUSTON F&amp;B,Food & Drink,Sale,-42.64,
10/11/2023,10/12/2023,APPLE.COM/BILL,Shopping,Sale,-1.99,
10/11/2023,10/11/2023,TST* FLYING SAUCER - HOUS,Food & Drink,Sale,-108.96,
10/11/2023,10/11/2023,UBER   TRIP,Travel,Sale,-15.75,
10/09/2023,10/10/2023,EWR SMOKEHOUSE BBQ 1123,Food & Drink,Sale,-24.41,
10/06/2023,10/09/2023,SIAM BASIL THAI RESTAURAN,Food & Drink,Sale,-57.76,
10/07/2023,10/08/2023,SP DR. SQUATCH,Shopping,Sale,-33.06,
10/06/2023,10/08/2023,HP *INSTANT INK,Shopping,Sale,-1.06,
10/06/2023,10/08/2023,THE HANDSOME DEVIL BAR,Personal,Sale,-36.34,
10/04/2023,10/06/2023,UNITED      0164243330208,Travel,Return,88.00,
10/05/2023,10/06/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
10/05/2023,10/06/2023,HELP.MAX.COM,Entertainment,Sale,-19.99,
10/05/2023,10/06/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-44.44,
10/04/2023,10/06/2023,UNITED      0164243551515,Travel,Sale,-37.00,
10/04/2023,10/06/2023,UNITED      0164243330209,Travel,Return,88.00,
10/04/2023,10/06/2023,UNITED      0164243551514,Travel,Sale,-32.00,
10/04/2023,10/06/2023,UNITED      0162332042769,Travel,Sale,-211.36,
10/04/2023,10/05/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-86.01,
10/03/2023,10/05/2023,UNITED      0164243330209,Travel,Sale,-88.00,
10/04/2023,10/05/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-42.93,
10/03/2023,10/05/2023,UNITED      0164243330208,Travel,Sale,-88.00,
10/03/2023,10/04/2023,MANSCAPED,Shopping,Sale,-22.38,
09/29/2023,10/01/2023,HARRIGANS PUB,Food & Drink,Sale,-84.06,
09/30/2023,10/01/2023,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,
09/30/2023,10/01/2023,ABC*JERSEY STRONG,Health & Wellness,Sale,-53.30,
09/29/2023,10/01/2023,FARMMATCH LLC,Groceries,Sale,-38.45,
09/27/2023,09/29/2023,SHELL OIL 57545571309,Gas,Sale,-56.78,
09/28/2023,09/29/2023,BJS WHOLESALE #0027,Shopping,Sale,-94.94,
09/28/2023,09/29/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-16.07,
09/27/2023,09/28/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-77.06,
09/27/2023,09/28/2023,NJ EZPASS,Travel,Sale,-332.50,
09/27/2023,09/28/2023,PJ'S CARWASH PARK,Automotive,Sale,-41.88,
09/27/2023,09/28/2023,THE PERFECT PERK CAFE,Food & Drink,Sale,-6.40,
09/26/2023,09/27/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-39.31,
09/24/2023,09/25/2023,TAP WIFI PAC EUR,Bills & Utilities,Sale,-32.01,
09/22/2023,09/24/2023,EXPOTEL HF FENIX,Travel,Sale,-12.81,
09/23/2023,09/24/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-71.98,
09/23/2023,09/24/2023,AREAS PORTUGAL SA,Food & Drink,Sale,-16.38,
09/23/2023,09/24/2023,FEITO PORTUGAL SA,Home,Sale,-13.82,
09/23/2023,09/24/2023,RAMOS PINTO,Groceries,Sale,-20.04,
09/23/2023,09/24/2023,TAXI AGOSTINHO E HER,Travel,Sale,-8.01,
09/23/2023,09/24/2023,RADITAXIS,Home,Sale,-8.65,
09/23/2023,09/24/2023,SOUVENIRS,Shopping,Sale,-8.54,
09/21/2023,09/22/2023,WORLD OF WINE,Entertainment,Sale,-29.11,
09/19/2023,09/21/2023,EWR AIRP PIATTINOS B16,Food & Drink,Sale,-32.26,
09/20/2023,09/21/2023,APPLE.COM/BILL,Shopping,Sale,-15.98,
09/21/2023,09/21/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
09/20/2023,09/20/2023,AUTOMATIC PAYMENT - THANK,,Payment,3271.58,
09/18/2023,09/19/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-33.13,
09/15/2023,09/17/2023,SQ *BRADLEY BREW PROJECT,Groceries,Sale,-16.53,
09/15/2023,09/17/2023,FARMMATCH LLC,Groceries,Sale,-27.45,
09/14/2023,09/15/2023,BJS WHOLESALE #0027,Shopping,Sale,-88.95,
09/15/2023,09/15/2023,PLAYA BOWLS - BELMAR,Food & Drink,Sale,-12.80,
09/12/2023,09/14/2023,TST* 10th Ave Burrito Co.,Food & Drink,Sale,-33.23,
09/12/2023,09/13/2023,APPLE.COM/BILL,Shopping,Sale,-1.99,
09/11/2023,09/12/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-24.40,
09/10/2023,09/11/2023,HP *INSTANT INK,Shopping,Sale,-1.06,
09/10/2023,09/11/2023,ANCHOR TAVERN,Food & Drink,Sale,-19.50,
09/09/2023,09/11/2023,TRADER JOE S #608,Groceries,Sale,-78.75,
09/08/2023,09/10/2023,SPIFFYS DRY CLEANING,Personal,Sale,-15.65,
09/08/2023,09/10/2023,PJ'S CARWASH PARK,Automotive,Sale,-39.67,
09/08/2023,09/10/2023,FARMMATCH LLC,Groceries,Sale,-81.00,
09/08/2023,09/10/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-45.00,
09/09/2023,09/10/2023,PRO FOOTBALL FOCUS,Professional Services,Sale,-42.64,
09/07/2023,09/08/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-30.85,
09/07/2023,09/08/2023,BJS WHOLESALE #0027,Shopping,Sale,-96.80,
09/06/2023,09/06/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
09/05/2023,09/06/2023,HELP.MAX.COM,Entertainment,Sale,-19.99,
09/05/2023,09/06/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-77.08,
09/02/2023,09/03/2023,NJ EZPASS,Travel,Sale,-140.00,
09/02/2023,09/03/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-119.80,
09/02/2023,09/03/2023,WALGREENS #19234,Health & Wellness,Sale,-11.99,
09/02/2023,09/03/2023,WALGREENS #19234,Health & Wellness,Sale,-5.60,
09/02/2023,09/03/2023,SP ULT LONGEVITY,Personal,Sale,-107.11,
09/02/2023,09/03/2023,PLAYA BOWLS - BELMAR,Food & Drink,Sale,-15.99,
08/31/2023,09/01/2023,ABC*JERSEY STRONG,Health & Wellness,Sale,-53.30,
08/30/2023,09/01/2023,LAX AIRP BGRILL BY BOA,Food & Drink,Sale,-65.75,
08/30/2023,09/01/2023,COUNTY OF LA BEACHES &amp; H,Health & Wellness,Sale,-9.00,
08/30/2023,09/01/2023,HILTON LONG BEACH,Travel,Sale,-32.00,
08/31/2023,09/01/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-76.21,
08/30/2023,09/01/2023,HERTZ #0110115,Travel,Sale,-128.22,
08/30/2023,08/31/2023,EXXON WESTCHESTER MART,Gas,Sale,-19.83,
08/30/2023,08/31/2023,YARD HOUSE 0108301,Food & Drink,Sale,-81.35,
08/30/2023,08/31/2023,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
08/30/2023,08/31/2023,YARD HOUSE 83000083014,Food & Drink,Sale,-36.10,
08/28/2023,08/29/2023,NJ EZPASS,Travel,Sale,-90.00,
08/28/2023,08/29/2023,BP#1096700SPRING LAKE BP,Gas,Sale,-44.61,
08/27/2023,08/28/2023,TST* Caffe Di Famiglia Bu,Food & Drink,Sale,-5.76,
08/27/2023,08/28/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-29.31,
08/25/2023,08/27/2023,FARMMATCH LLC,Groceries,Sale,-82.57,
08/25/2023,08/27/2023,FINS BRADLEY BEACH,Food & Drink,Sale,-17.04,
08/24/2023,08/25/2023,FEDERICOS PIZZA,Food & Drink,Sale,-14.07,
08/24/2023,08/25/2023,UBER   TRIP,Travel,Sale,-19.90,
08/23/2023,08/24/2023,30-40-60 GARAGE LLC,Travel,Sale,-60.00,
08/19/2023,08/23/2023,SALTED LIME BAR &amp; KITC,Food & Drink,Sale,-100.00,
08/22/2023,08/23/2023,CL *Chase Travel,Travel,Sale,-1029.33,
08/21/2023,08/22/2023,BJS WHOLESALE #0027,Shopping,Sale,-72.96,
08/20/2023,08/21/2023,SQ *CONEY WAFFLE  ICE CRE,Groceries,Sale,-16.81,
08/20/2023,08/21/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-39.77,
08/21/2023,08/21/2023,VIVID SEATS ERIC CHUR,Entertainment,Sale,-122.86,
08/21/2023,08/21/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
08/20/2023,08/20/2023,AUTOMATIC PAYMENT - THANK,,Payment,3188.01,
08/19/2023,08/20/2023,SQ *ROOK COFFEE LITTLE SI,Food & Drink,Sale,-5.00,
08/18/2023,08/20/2023,TST* 10th Ave Burrito Co.,Food & Drink,Sale,-53.31,
08/19/2023,08/20/2023,SUNOCO 0571701200,Gas,Sale,-62.22,
08/18/2023,08/20/2023,FARMMATCH LLC,Groceries,Sale,-67.03,
08/17/2023,08/18/2023,NJ EZPASS,Travel,Sale,-120.00,
08/16/2023,08/17/2023,UBER   TRIP,Travel,Sale,-1.00,
08/14/2023,08/15/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-19.01,
08/11/2023,08/14/2023,F STREET SOCIAL,Food & Drink,Sale,-36.28,
08/13/2023,08/14/2023,ANCHOR TAVERN,Food & Drink,Sale,-73.91,
08/12/2023,08/14/2023,JERSEY MIKES 1108,Food & Drink,Sale,-19.14,
08/12/2023,08/13/2023,ASBURY PARK PARKMOBILE,Travel,Sale,-6.40,
08/12/2023,08/13/2023,UBER   TRIP,Travel,Sale,-15.95,
08/11/2023,08/13/2023,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-47.95,
08/11/2023,08/13/2023,FARMMATCH LLC,Groceries,Sale,-84.48,
08/12/2023,08/13/2023,ASBURY PARK PARKMOBILE,Travel,Sale,-6.40,
08/11/2023,08/13/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-56.28,
08/09/2023,08/11/2023,FINS BRADLEY BEACH,Food & Drink,Sale,-13.32,
08/10/2023,08/11/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-21.76,
08/08/2023,08/09/2023,BJS WHOLESALE #0027,Shopping,Sale,-96.81,
08/08/2023,08/09/2023,WEAR PACT  LLC,Shopping,Return,84.00,
08/07/2023,08/08/2023,SPIFFYS DRY CLEANING,Personal,Sale,-21.65,
08/06/2023,08/07/2023,UBER   TRIP,Travel,Sale,-43.99,
08/06/2023,08/07/2023,HP *INSTANT INK,Shopping,Sale,-1.06,
08/06/2023,08/07/2023,CAPSIZED CAFE,Food & Drink,Sale,-48.16,
08/04/2023,08/06/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-44.48,
08/04/2023,08/06/2023,TST* CAFFE DI FAMIGLIA BU,Food & Drink,Sale,-3.83,
08/05/2023,08/06/2023,TST* CAFFE DI FAMIGLIA BU,Food & Drink,Sale,-7.39,
08/04/2023,08/06/2023,HOMESENSE 0004,Shopping,Sale,-29.82,
08/04/2023,08/06/2023,FARMMATCH LLC,Groceries,Sale,-44.44,
08/05/2023,08/06/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
08/05/2023,08/06/2023,SP HEART AND SOIL,Personal,Sale,-54.57,
08/01/2023,08/02/2023,WEAR PACT  LLC,Shopping,Sale,-87.00,
07/31/2023,08/02/2023,SHELL OIL 57545571309,Gas,Sale,-44.47,
07/31/2023,08/01/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-19.78,
07/31/2023,08/01/2023,YETI 1-833-225-9384,Shopping,Sale,-5.12,
07/31/2023,08/01/2023,ABC*JERSEY STRONG,Health & Wellness,Sale,-53.30,
07/31/2023,08/01/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-6.99,
07/31/2023,08/01/2023,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-26.53,
