player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Jace Feely,146284,K,ARIZONA ST,1,1,1,5.14,37.0,37.0,,0,0,0,1,110,60.0,0,37,0,0,0.0,0,0,1,5.14,37,0,37
Nick Haberer,146532,P,WASH STATE,3,10,10,3.99,42.1,42.9,2.0,0,0,3,2,341,62.6,2,61,1,0,40.0,8,4,10,39.85,421,0,429
James Burnip,146586,P,ALABAMA,3,9,9,4.2,39.33,42.67,3.3,1,0,0,4,103,71.2,4,51,1,0,33.3,10,3,10,37.81,354,1,384
Marshall Nichols,146864,P,UNLV,3,12,12,3.76,41.92,43.25,8.0,0,0,1,6,325,65.0,7,56,3,0,16.7,16,2,12,45.11,503,0,519
Jack Stonehouse,146897,P,MISSOURI,1,2,2,4.94,40.0,50.0,,0,0,0,1,229,62.1,0,53,0,0,0.0,0,0,2,9.87,80,1,100
Walker Bradberry,147136,P,GA SOUTHRN,1,1,1,4.55,30.0,30.0,,0,0,0,0,174,60.0,0,30,1,0,0.0,0,0,1,4.55,30,0,30
CJ Kolodziey,147443,P,UMASS,3,16,16,3.48,27.88,33.25,13.2,0,0,4,4,216,39.7,4,47,2,0,31.3,66,5,16,55.62,446,1,532
Conor Hunt,149321,P,RICE,3,7,7,4.09,36.29,39.71,2.0,0,0,0,3,275,65.3,2,47,1,0,28.6,4,2,7,28.64,254,1,278
Brendan Farrell,151065,K,VIRGINIA,1,3,3,3.21,28.67,29.67,3.0,0,0,0,1,335,57.3,0,36,1,0,33.3,3,1,3,9.62,86,0,89
Daniel Trejo,153060,P,TEXAS,3,10,10,3.72,43.1,44.8,-1.5,0,0,2,4,311,63.8,2,61,1,0,20.0,-3,2,10,37.17,431,1,448
Devyn McCormick,154707,P,LA MONROE,3,21,21,3.77,31.0,43.24,21.5,2,0,2,4,209,73.1,6,57,3,0,52.4,237,11,23,79.24,651,1,908
Carson Bay,155194,P,AIR FORCE,2,7,7,3.47,39.29,43.71,5.5,0,0,1,2,101,59.0,4,53,1,0,28.6,11,2,7,24.32,275,1,306
Archer Trafford,155563,P,MISS STATE,3,5,5,3.11,45.4,49.2,6.3,0,0,2,0,227,56.8,3,60,0,0,60.0,19,3,5,15.55,227,0,246
Sam Candotti,156220,P,BOSTON COL,1,1,1,3.87,33.0,33.0,,0,0,0,0,121,60.0,1,33,1,0,0.0,0,0,1,3.87,33,0,33
Sam Vander Haar,156357,P,PITTSBURGH,3,10,10,3.48,37.6,40.2,6.5,1,0,2,2,268,58.3,2,53,2,0,40.0,26,4,11,34.78,376,0,402
Riley Thompson,156535,P,FAU,4,15,15,3.66,42.2,44.8,4.3,0,0,3,2,165,67.6,6,57,1,0,60.0,39,9,15,54.93,633,0,672
Patrick Rea,156583,P,LA TECH,1,4,4,3.63,34.75,34.75,,0,0,3,1,208,59.0,0,39,0,0,0.0,0,0,4,14.53,139,0,139
Tom Ellard,156641,P,W KENTUCKY,3,12,12,3.81,41.42,44.42,9.0,0,0,4,3,346,53.9,4,61,1,0,33.3,36,4,12,45.77,497,0,533
Evan Crenshaw,156684,P,COAST CAR,3,10,10,3.7,36.0,38.0,0.0,0,0,1,5,141,61.9,5,48,2,0,10.0,0,1,10,37.0,360,1,380
Braxton Guilbeau,156786,P,LA MONROE,2,3,3,3.95,29.33,42.0,19.0,0,0,0,0,209,65.9,1,47,1,0,66.7,38,2,3,11.85,88,0,126
Sami Sir,156907,P,BOWL GREEN,3,22,22,3.81,36.73,38.86,3.9,0,0,3,10,122,53.7,2,49,1,0,31.8,27,7,22,83.89,808,1,855
Jonathon Batzke,156993,P,TOLEDO,3,14,14,3.77,40.07,41.79,12.0,0,0,7,4,316,58.4,5,53,1,0,14.3,24,2,14,52.76,561,0,585
Max Fletcher,157028,P,ARKANSAS,3,12,12,3.89,31.33,37.58,18.3,0,0,0,5,111,70.6,6,50,3,0,25.0,55,3,12,46.72,376,1,451
Brett Thorson,157071,P,GEORGIA,3,6,6,4.12,39.67,43.17,21.0,0,0,0,4,173,70.7,2,56,1,0,16.7,21,1,6,24.73,238,0,259
Fraser Masin,157137,P,OLE MISS,3,10,10,3.74,39.2,41.6,8.0,0,0,1,4,226,62.5,6,51,2,0,30.0,24,3,10,37.38,392,0,416
James Ferguson-Reynolds,157204,P,BOISE ST,3,18,18,3.56,43.0,43.33,2.0,0,0,3,10,120,72.5,7,57,2,0,16.7,6,3,18,64.13,774,0,780
Paddy Turner,157217,P,COLO STATE,3,16,16,3.49,35.56,36.94,11.0,0,0,5,5,144,61.1,2,53,4,0,12.5,22,2,16,55.78,569,0,591
Oliver Straw,157362,P,W VIRGINIA,2,7,7,4.01,39.86,40.29,3.0,0,0,1,4,343,63.7,3,48,1,0,14.3,3,1,7,28.06,279,0,282
Tyler Perkins,157568,P,IOWA STATE,3,9,9,3.78,43.78,44.11,0.8,2,0,2,2,193,62.5,4,53,1,0,44.4,3,4,11,34.04,394,0,397
Ben Garbarini,157571,P,IOWA STATE,2,2,2,4.26,25.5,35.5,,0,0,0,0,193,59.3,0,47,1,0,0.0,0,0,2,8.52,51,1,71
Ashton Logan,157726,P,COLORADO,3,17,17,3.65,34.35,40.59,14.3,0,0,4,6,143,53.9,5,55,0,0,35.3,86,6,17,62.0,584,1,690
Harry Webster,158251,P,NEVADA,1,1,1,4.13,20.0,20.0,,0,0,1,0,239,60.0,0,20,0,0,0.0,0,0,1,4.13,20,0,20
Maximilian Von Marburg,158309,P,SYRACUSE,3,11,11,3.91,37.91,41.36,3.6,0,0,1,4,304,56.4,4,52,0,0,45.5,18,5,11,43.04,417,1,455
Ryan Eckley,158380,P,MICH STATE,1,1,1,3.36,35.0,41.0,6.0,0,0,0,0,223,60.0,0,41,0,0,100.0,6,1,1,3.36,35,0,41
Mitch McCarthy,158448,P,UCF,1,1,1,3.8,43.0,46.0,3.0,0,0,0,0,323,60.0,0,46,0,0,100.0,3,1,1,3.8,43,0,46
George Caratan,158610,P,UCONN,4,24,24,3.8,35.96,39.92,9.5,0,0,4,10,146,60.9,5,55,0,0,41.7,95,10,24,91.09,863,0,958
Chase Barry,162456,P,UCLA,1,1,1,3.03,39.0,39.0,,0,0,1,0,324,60.0,0,39,0,0,0.0,0,0,1,3.03,39,0,39
Jack McCallister,162493,P,WASHINGTON,3,6,6,3.26,31.67,38.67,1.0,0,0,0,0,340,49.2,1,51,2,0,33.3,2,2,6,19.58,190,2,232
Aadyn Sleep-Dalton,163312,P,USC,3,5,5,3.5,34.0,34.0,,0,0,1,3,326,54.4,3,42,1,0,0.0,0,0,5,17.52,170,0,170
