player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Daniel Richardson,97103,QB,C MICHIGAN,3,134,52.9,34,34,13.6,2.36,0,1,2.6,41.2,14,13,22.2,38,28.4,4,11,,69.1,58.9,74.9,59.8,,57.0,0,0,42,23.1,81.5,7.9,3,1,0,0,2,1,2.4,208,6.1,0,134,73.7,63.6,62.1,64.3,68.5,89,92,8.5,2.4,0,3,3.0,63.0,58,20,4.9,96,71.6,3,37,,72.0,65.1,78.5,62.8,,70.8,0,2,104,10.0,94.5,2.1,2,2,0,3,5,2,1.9,681,7.4,68.4,98,99,9.5,2.21,0,4,3.7,60.6,60,0,10.4,101,75.4,7,39,,72.2,69.1,78.7,68.2,,61.7,0,1,110,,97.1,0.0,0,2,0,1,5,1,0.9,758,7.7,0,48.0,25,27,11.3,2.92,0,0,0.0,44.4,12,33,0.0,33,24.6,0,9,,68.7,48.4,74.4,46.4,,64.2,0,1,36,15.2,68.6,15.2,5,1,0,2,2,2,5.6,131,4.9
Matt McDonald,60350,QB,BOWL GREEN,3,134,65.8,38,43,10.2,2.89,1,4,8.3,58.1,25,25,0.0,48,35.8,0,22,,69.8,87.3,75.8,87.8,,59.5,3,0,53,4.0,120.6,2.1,1,4,0,1,8,0,0.0,315,7.3,0,122,74.7,78.9,79.3,61.2,71.6,67,76,7.4,2.72,6,3,3.6,55.3,42,24,12.5,86,64.2,6,16,,71.7,66.6,78.2,68.3,50.6,55.4,1,0,94,12.5,77.5,3.5,3,5,0,2,2,2,2.1,375,4.9,72.0,75,82,8.6,2.45,7,7,8.0,61.0,50,0,7.4,85,63.4,4,25,,71.6,80.1,78.0,82.1,54.3,49.2,0,0,92,,103.6,0.0,0,2,0,0,6,2,2.2,518,6.3,0,63.3,30,37,8.0,3.35,0,0,0.0,45.9,17,49,10.5,49,36.6,2,13,,70.0,67.5,76.0,66.7,59.1,62.8,4,0,55,8.2,95.8,8.2,4,7,0,3,4,0,0.0,172,4.6
Casey Thompson,77677,QB,NEBRASKA,4,133,72.7,22,23,8.3,2.58,0,1,3.8,69.6,16,11,0.0,28,21.1,0,9,,28.3,65.9,74.0,63.4,,64.1,1,2,32,45.5,72.4,17.9,5,0,0,0,1,2,6.3,188,8.2,0,238,59.7,90.3,86.5,77.3,78.9,90,95,11.1,2.67,0,7,7.2,63.2,60,30,15.5,105,78.9,11,39,,72.2,90.9,78.7,90.2,,69.6,1,1,108,16.7,99.8,4.8,5,5,0,4,4,1,0.9,807,8.5,77.0,87,88,10.0,2.38,0,7,7.8,67.0,59,0,11.9,92,69.2,8,41,,71.7,90.9,78.1,90.5,,62.6,0,3,95,,99.1,1.1,1,3,0,1,5,2,2.1,770,8.8,2,80.0,25,30,12.2,3.27,0,1,3.0,56.7,17,41,15.0,41,30.8,3,7,,34.3,69.7,75.2,64.2,,75.0,2,0,45,22.0,80.6,22.0,9,2,0,3,0,1,2.2,225,7.5
Gunnar Watson,83570,QB,TROY,3,132,81.5,27,28,10.0,2.52,1,3,10.0,64.3,18,14,18.2,33,25.0,4,12,,29.4,90.0,74.4,92.3,,34.8,0,2,36,21.4,94.8,9.1,3,2,0,0,3,1,2.8,223,8.0,0,318,29.1,83.5,84.8,56.0,76.2,84,89,7.8,2.66,2,1,1.1,69.7,62,32,3.1,99,75.0,2,34,,32.1,74.6,78.4,73.0,,65.7,1,2,101,21.9,91.4,7.1,7,3,0,2,2,5,5.0,708,8.0,79.5,78,83,8.5,2.33,3,3,3.6,68.7,57,0,8.1,86,65.2,5,34,,49.3,82.1,77.8,81.0,,61.7,0,4,87,,90.5,1.2,1,2,0,2,4,4,4.6,702,8.5,1,72.7,33,34,8.1,3.16,0,1,2.7,67.6,23,46,4.2,46,34.8,1,12,,23.3,75.4,75.6,81.7,,40.9,1,0,50,19.6,96.3,19.6,9,3,0,0,1,2,4.0,229,6.7
Layne Hatcher,82068,QB,TEXAS ST,3,131,64.3,28,29,12.9,2.51,0,2,6.9,51.7,15,12,16.7,35,26.7,3,7,,68.6,66.0,74.3,66.9,,57.3,0,0,35,41.7,101.4,14.3,5,1,0,1,3,0,0.0,151,5.2,0,314,42.1,52.8,53.5,52.7,73.5,83,89,8.0,2.57,2,4,4.3,65.2,58,26,4.9,96,73.3,3,22,,32.0,46.7,78.3,48.3,,50.1,0,3,100,11.5,79.9,3.1,3,2,0,4,3,7,7.0,562,6.3,74.2,89,90,8.9,2.28,1,4,4.3,70.0,63,0,4.5,93,71.0,3,26,,71.8,64.9,78.2,65.6,,52.8,0,1,97,,106.6,0.0,0,1,0,0,6,3,3.1,618,6.9,2,59.1,22,28,10.5,3.22,1,2,7.1,35.7,10,38,23.1,38,29.0,3,3,,20.3,29.1,74.6,29.6,,52.9,0,2,38,21.1,16.2,21.1,8,2,0,5,0,4,10.5,95,3.4
Jack Plummer,83543,QB,CAL,3,131,65.2,23,28,9.9,2.41,1,1,3.1,42.9,12,15,20.0,33,25.2,3,9,,68.8,49.9,74.5,45.2,,71.1,2,1,37,20.0,68.0,9.1,3,2,0,2,2,1,2.7,143,5.1,0,130,58.1,61.3,55.2,79.8,74.0,77,83,9.5,2.79,0,3,3.4,66.3,55,33,3.5,98,74.8,2,33,,52.5,65.0,78.5,60.6,,76.5,0,1,104,27.3,93.8,9.2,9,6,0,6,3,3,2.9,587,7.1,73.2,82,83,8.1,2.1,1,3,3.4,67.5,56,0,6.7,83,63.4,4,30,,71.4,61.0,77.8,60.6,,,0,2,87,,97.0,0.0,0,0,0,0,5,3,3.4,570,6.9,0,66.7,18,28,16.2,3.73,0,1,2.9,39.3,11,48,8.3,48,36.6,1,12,,39.0,59.2,75.9,47.3,,80.6,2,0,54,25.0,58.6,25.0,12,8,0,8,0,1,1.9,160,5.7
Donovan Smith,73929,QB,TEXAS TECH,3,128,54.2,24,25,15.0,2.55,0,1,4.0,40.0,10,13,23.1,28,21.9,3,9,,68.0,54.0,73.6,55.4,60.0,57.0,0,2,28,15.4,53.9,7.1,2,1,0,1,2,1,3.6,151,6.0,0,315,61.5,63.3,64.1,59.0,77.5,80,86,7.2,2.86,0,1,1.1,70.9,61,33,1.6,100,78.1,1,30,,71.9,66.9,36.2,67.3,,61.3,2,3,102,21.2,96.8,7.0,7,7,0,4,5,3,2.9,635,7.4,76.6,77,77,8.1,2.53,0,1,1.3,74.0,57,0,3.4,82,64.1,2,31,,71.3,73.6,77.6,73.3,,60.0,0,2,84,,116.0,0.0,0,5,0,0,6,2,2.4,686,8.9,2,59.3,27,34,11.3,3.26,0,1,2.9,41.2,14,46,12.5,46,35.9,2,8,,69.4,45.0,11.6,46.6,60.0,58.4,2,3,46,19.6,21.9,19.6,9,3,0,5,1,2,4.3,100,2.9
John Paddock,77689,QB,BALL ST,3,128,68.6,51,57,8.1,1.91,3,4,6.8,56.1,32,26,8.6,58,45.3,3,20,,70.2,79.6,76.3,78.7,,,1,1,60,3.8,94.3,1.7,1,0,0,2,4,0,0.0,401,7.0,0,117,73.1,79.1,77.9,60.0,68.7,67,70,5.8,1.92,3,4,5.6,65.7,46,14,0.0,70,54.7,0,20,,70.8,72.9,77.0,72.2,,,0,2,72,0.0,78.7,0.0,0,0,0,0,2,3,4.2,407,5.8,67.5,83,88,7.5,1.8,5,6,6.6,62.5,55,0,1.8,88,68.8,1,28,,71.6,78.0,77.9,77.0,,,0,1,91,,88.1,0.0,0,0,0,0,3,2,2.2,577,6.6,0,71.4,35,39,5.2,2.17,1,2,5.0,59.0,23,40,8.0,40,31.3,2,12,,69.1,72.9,74.9,72.3,,,1,2,41,2.5,80.2,2.5,1,0,0,2,3,1,2.4,231,5.9
Clayton Tune,77652,QB,HOUSTON,3,127,65.5,29,34,7.8,2.89,1,0,0.0,44.1,15,19,21.1,38,29.9,4,9,,69.1,65.4,74.9,61.1,,72.0,0,2,41,15.8,43.1,7.9,3,1,0,4,1,2,4.9,155,4.6,0,182,60.9,71.3,63.5,75.1,80.6,62,68,5.9,3.27,2,2,2.7,72.1,49,31,2.0,89,70.1,1,29,,50.7,66.7,78.1,64.2,,65.5,0,0,95,29.0,117.5,10.1,9,12,0,4,4,2,2.1,583,8.6,81.9,72,72,4.7,2.59,0,1,1.3,76.4,55,0,6.8,77,60.6,4,30,,71.2,76.7,77.5,73.0,,73.1,0,0,82,,124.3,0.0,0,5,0,0,5,1,1.2,612,8.5,0,52.6,19,30,13.1,4.03,3,1,3.1,30.0,9,50,10.0,50,39.4,1,8,,38.6,50.9,75.9,46.4,,63.6,0,2,54,24.0,16.8,24.0,12,8,0,8,0,3,5.6,126,4.2
Phil Jurkovec,83533,QB,BOSTON COL,3,127,68.4,38,44,11.3,2.83,1,1,2.1,54.5,24,29,7.7,50,39.4,2,17,,69.8,62.3,75.8,62.9,,57.3,2,0,53,17.2,118.6,10.0,5,1,0,3,5,0,0.0,350,8.0,0,121,74.2,58.7,56.9,61.9,70.5,61,63,9.0,2.94,0,1,1.5,61.9,39,22,9.3,77,60.6,4,16,,71.2,52.7,77.4,53.1,,56.7,0,3,80,31.8,64.8,9.1,7,6,0,2,1,4,5.0,388,6.2,75.4,69,70,8.7,2.6,1,1,1.4,67.1,47,0,9.6,76,59.8,5,24,,71.0,59.8,77.2,58.9,,61.7,0,3,76,,89.4,1.3,1,4,0,0,4,4,5.3,507,7.2,1,56.7,30,37,12.7,3.35,0,1,2.3,43.2,16,51,5.9,51,40.2,1,9,,70.0,52.8,76.1,55.3,,50.5,2,0,57,21.6,82.2,21.6,11,3,0,5,2,0,0.0,231,6.2
Tanner Mordecai,77656,QB,SMU,3,125,60.7,28,30,5.4,2.1,0,2,5.9,46.7,14,11,17.6,32,25.6,3,11,,68.7,72.1,74.4,70.6,,61.7,1,0,36,9.1,109.0,3.1,1,1,0,1,4,0,0.0,205,6.8,0,287,57.5,79.4,80.9,49.2,72.0,82,86,11.2,2.56,0,9,10.0,64.0,55,13,6.8,93,74.4,4,36,,51.3,79.0,78.2,81.6,,41.9,0,3,97,23.1,102.8,3.2,3,3,0,4,6,2,2.1,798,9.3,71.6,95,97,9.3,2.33,0,9,8.7,63.9,62,0,8.8,101,80.8,6,41,,53.2,80.2,78.7,82.7,,39.4,0,2,108,,111.2,0.0,0,3,0,2,8,1,0.9,860,8.9,0,53.3,15,19,12.7,2.91,0,2,10.0,36.8,7,24,12.5,24,19.2,1,6,,67.7,67.5,73.1,64.7,,64.2,1,1,25,16.7,77.3,16.7,4,1,0,3,2,1,4.0,143,7.5
