team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TCU,305,2,61,2,6,61,93.4,8,0
MICH STATE,223,3,109,2,9,109,93.1,13,2
BROWN,123,1,51,2,3,51,93.1,6,1
STHLSK,1470,2,64,0,9,64,93.0,9,0
SACRAMENTO,279,2,79,0,7,79,93.0,9,2
BUTLER,127,3,106,1,14,107,92.9,15,0
AIR FORCE,101,3,28,0,4,28,92.9,4,0
KANSAS,198,3,76,3,8,76,92.8,11,0
UC DAVIS,322,3,127,3,14,127,92.5,18,1
WASHINGTON,340,3,120,1,15,120,92.5,17,1
UMASS,216,3,59,0,9,59,92.4,9,0
HAMPTON,178,2,66,3,5,66,92.4,9,1
TARLETON,401,3,111,4,9,111,92.3,15,2
CAMPBELL,131,3,111,0,13,111,92.3,15,2
TXAMCO,1139,3,96,4,11,96,92.2,15,0
OKLAHOMA,261,3,90,3,9,90,92.2,13,1
JACKSON ST,194,2,90,1,11,90,92.2,13,1
CLEMSON,140,3,115,1,15,115,92.2,17,1
S DIEGO ST,284,3,76,2,8,76,92.1,11,1
BAYLOR,118,3,93,5,6,93,91.9,13,2
KYCRST,1474,1,55,2,3,56,91.8,7,2
ARKANSAS,111,3,91,2,11,93,91.8,14,1
UVAWIS,1320,1,48,1,7,48,91.7,8,0
ELON,162,3,102,2,9,102,91.7,14,3
UTEP,330,4,191,5,15,191,91.6,26,6
NOTRE DAME,258,3,95,6,8,95,91.6,15,1
SAN DIEGO,283,3,100,4,13,100,91.5,17,0
TEXAS,311,3,99,1,12,99,91.4,15,2
JVILLE ST,196,4,103,7,5,104,91.3,15,3
TULSA,320,3,142,5,12,142,91.2,21,4
LOUISVILLE,210,3,108,2,9,108,91.2,15,4
C MICHIGAN,134,3,135,7,9,135,91.1,20,4
LSU,211,3,134,0,14,134,91.0,19,5
OREGON ST,265,3,89,3,11,89,91.0,15,1
LA LAFAYET,207,3,100,7,9,100,91.0,17,1
MONMOUTH,231,2,78,1,9,78,91.0,12,2
NICHOLLS,243,3,121,4,16,121,90.9,21,1
ILLINOIS,187,3,115,2,9,115,90.9,16,5
MARIST,213,1,33,1,3,33,90.9,5,1
VA TECH,337,3,109,5,11,109,90.8,18,2
APP STATE,108,3,114,5,12,114,90.8,19,2
VANDERBILT,333,4,125,0,21,125,90.8,22,1
MERCER,219,3,87,2,12,87,90.8,15,1
INWSLY,1451,1,49,0,5,49,90.8,7,2
NC A&T,246,3,108,0,12,108,90.7,16,4
HOWARD,184,3,118,0,14,118,90.7,18,4
UTAH,328,3,102,1,16,102,90.7,18,1
KANSAS ST,199,3,86,2,12,86,90.7,15,1
STTHOM,1129,2,69,2,11,70,90.6,13,0
MISSOURI,229,3,109,4,17,109,90.4,21,0
FAU,165,4,139,3,20,139,90.3,25,2
IOWA STATE,193,3,117,4,19,117,90.2,23,0
N DAKOTA,249,3,110,1,17,111,90.0,20,2
LA TECH,208,3,125,10,9,125,90.0,22,3
BOISE ST,120,3,105,2,15,105,90.0,19,2
TAYLOR,402,1,20,2,2,20,90.0,4,0
PRVIEW A&M,270,2,55,1,8,55,90.0,10,1
OLE MISS,226,3,89,7,11,89,89.9,18,0
STANFORD,300,2,74,3,6,74,89.9,12,3
SE MO ST,293,3,133,3,20,133,89.8,25,2
USC,326,3,107,0,20,107,89.7,21,1
N CAROLINA,245,3,115,4,16,115,89.6,22,2
MO S&T,387,1,24,1,4,24,89.6,5,0
E KENTUCKY,159,3,149,0,21,149,89.6,26,5
DUQUESNE,155,4,138,1,22,138,89.5,26,3
LNDNWD,949,1,47,0,6,47,89.4,8,2
E CAROLINA,156,3,123,3,17,123,89.4,23,3
W VIRGINIA,343,3,127,3,20,127,89.4,25,2
CAL POLY,129,3,157,5,21,157,89.2,30,4
OKLA STATE,262,3,129,8,18,129,89.1,27,1
NC CENT,247,3,100,1,17,100,89.0,20,2
JAMES MAD,197,2,63,5,5,63,88.9,12,2
INDIANA,190,3,144,10,18,144,88.9,30,2
HAWAII,180,4,169,3,27,169,88.8,34,4
E TENN ST,157,2,58,5,4,58,88.8,11,2
PRESBYTERN,271,2,67,4,9,67,88.8,14,1
MIAMI FL,220,3,105,7,13,105,88.6,22,2
DELAWARE,151,3,123,0,22,123,88.6,25,3
CHARLOTTE,136,4,177,4,25,177,88.4,35,6
LIBERTY,206,3,129,4,22,129,88.4,28,2
CENT CT ST,133,2,69,1,13,69,88.4,15,1
CHARLES SO,135,3,150,7,22,150,88.3,32,3
ARK STATE,113,3,111,6,18,111,88.3,25,1
ARKAPB,112,3,106,3,16,106,88.2,22,3
OHIO,259,3,127,6,16,127,88.2,26,4
MISS STATE,227,3,152,7,19,152,88.2,31,5
W CAROLINA,344,2,89,1,16,89,88.2,19,2
RICHMOND,276,3,131,4,21,131,88.2,28,3
FORDHAM,168,3,136,7,21,136,88.2,30,2
RHODE ISLD,274,3,102,6,8,102,88.2,19,5
GA STATE,175,3,102,8,10,102,88.2,21,3
LEHIGH,205,3,101,5,13,101,88.1,21,3
TENN MARTN,310,3,108,3,21,108,88.0,25,1
CONCMI,1472,1,46,1,6,46,88.0,9,2
KENTUCKY,202,3,108,3,11,108,88.0,20,6
UAB,321,3,71,2,7,71,88.0,13,4
LOUCHR,958,1,33,0,6,33,87.9,7,1
CORNELL,147,1,29,2,3,29,87.9,6,1
NEW HAMP,240,3,116,0,22,116,87.9,25,3
UCF,323,3,116,3,15,116,87.9,23,5
N ARIZONA,252,3,131,5,23,131,87.8,30,2
ST FRANCIS,299,2,82,5,13,82,87.8,19,1
UNLV,325,3,122,5,19,122,87.7,27,3
PITTSBURGH,268,3,97,4,14,97,87.6,21,3
PRINCETON,272,1,44,1,10,44,87.5,11,0
MORGAN ST,235,3,96,3,17,96,87.5,22,2
GARD-WEBB,171,3,128,3,21,128,87.5,28,4
ARMY,114,3,32,4,2,32,87.5,7,1
HARVARD,179,1,44,4,3,44,87.5,9,2
BUCKNELL,125,3,111,3,21,111,87.4,26,2
RICE,275,3,111,5,17,111,87.4,25,3
TEXAS ST,314,3,131,4,19,131,87.4,28,5
DAYTON,150,2,71,2,4,71,87.3,12,6
ABILENE CH,100,3,118,4,20,118,87.3,27,3
SE LA,294,2,74,2,11,74,87.2,16,3
YNGTOWN ST,353,3,82,3,14,82,87.2,19,2
YALE,352,1,31,2,6,31,87.1,8,0
MARSHALL,214,3,112,2,17,112,87.1,24,5
VA LYNCHBU,406,1,46,3,7,47,87.0,11,1
PSTEAG,1476,1,38,0,8,38,86.8,9,1
MEMPHIS,218,3,110,2,17,110,86.8,24,5
MOREHEAD,234,3,117,5,14,117,86.8,25,6
BLMSBG,766,1,15,0,2,15,86.7,3,1
STETSON,302,3,143,8,20,144,86.7,33,5
COAST CAR,141,3,83,0,18,83,86.7,20,2
CINCINNATI,138,3,116,7,10,116,86.6,24,7
NEW MEX ST,242,4,119,9,19,119,86.6,30,2
CITADEL,139,3,41,0,7,42,86.6,9,2
N ALABAMA,389,3,100,4,15,100,86.5,23,4
CHADST,809,1,37,0,10,37,86.5,10,0
IDAHO,185,3,110,3,21,110,86.4,27,3
HOLY CROSS,181,3,88,1,17,88,86.4,21,3
WASH STATE,341,3,117,4,18,117,86.3,27,5
PENN STATE,266,3,120,1,22,120,86.2,28,5
SYRACUSE,304,3,108,4,22,108,86.1,28,2
E MICHIGAN,160,3,118,4,19,118,86.0,28,5
MIDDLE TN,224,3,111,4,13,111,86.0,24,7
DRAKE,153,3,110,2,21,110,85.9,27,4
SOUTHERN U,297,3,92,3,15,92,85.9,22,4
BOWL GREEN,122,3,138,8,27,138,85.9,37,2
TROY,318,3,145,5,26,145,85.9,36,5
FRESNO ST,169,3,135,2,24,135,85.9,32,6
N IOWA,255,3,106,4,22,106,85.8,28,2
ALAB A&M,104,2,95,3,16,95,85.8,23,4
E WASHGTON,161,2,84,2,20,84,85.7,23,1
TEXAS A&M,312,3,87,7,16,87,85.6,24,1
TOWSON,317,3,111,4,16,111,85.6,26,6
LIUSHAR,1298,3,108,8,19,108,85.6,29,2
AUBURN,115,3,107,2,23,107,85.5,28,3
BUFFALO,126,3,137,8,18,137,85.4,33,7
DELWARE ST,152,2,48,3,11,48,85.4,14,0
FLORIDA ST,167,3,92,8,19,92,85.3,27,0
KENT STATE,201,3,75,2,18,75,85.3,21,1
PORTLAND,269,2,68,2,16,68,85.3,19,1
MARS HILL,383,1,54,1,15,54,85.2,16,0
N GREENVLE,390,1,37,5,4,37,85.1,10,1
ILL STATE,188,2,57,4,3,57,85.1,12,5
HOUSTON,182,3,127,3,21,127,85.0,31,7
MICHIGAN,222,3,80,8,8,80,85.0,20,4
SAMFORD,282,2,56,4,9,56,84.8,15,2
MITECH,980,1,33,1,7,33,84.8,9,1
STNY BROOK,303,2,69,3,12,70,84.8,18,3
LINCOLN,380,1,36,1,8,36,84.7,10,1
RUTGERS,278,3,72,3,13,72,84.7,19,3
LINCOK,1452,1,26,1,7,26,84.6,8,0
MAINE,212,3,126,11,18,126,84.5,34,5
BRYANT,124,3,145,10,19,145,84.5,37,8
ARIZONA,109,3,128,6,30,128,84.4,38,2
S ILLINOIS,295,3,134,3,27,134,84.3,36,6
AKRON,102,3,143,5,22,143,84.3,36,9
TENN TECH,309,2,72,2,15,72,84.0,20,3
E ILLINOIS,158,2,78,2,9,78,84.0,18,7
AUSTINPEAY,116,3,124,3,21,124,83.9,32,8
NAVY,237,2,28,2,5,28,83.9,8,1
GA TECH,176,3,105,6,10,105,83.8,25,9
LIMEST,1283,1,40,0,9,40,83.7,11,2
TEMPLE,306,3,92,4,22,92,83.7,28,2
NEVADA,239,4,134,6,22,134,83.6,36,8
NORFOLK,244,3,79,3,13,79,83.5,21,5
S JOSE ST,285,2,94,1,22,94,83.5,27,4
MILES,386,1,42,3,11,42,83.3,14,0
NEBRASKA,238,4,147,1,32,147,83.3,41,8
SM HOUSTON,281,3,105,3,26,105,83.3,32,3
TEXAS TECH,315,3,160,2,36,160,83.1,46,8
LVLEOP,937,1,38,0,7,38,82.9,10,3
VILLANOVA,334,3,67,3,12,67,82.8,19,4
S DAK ST,292,3,90,3,20,90,82.8,27,4
SO MISS,296,3,84,5,20,84,82.7,27,2
STF AUSTIN,301,3,107,0,23,107,82.7,30,7
HOU BAPT,183,2,86,4,16,86,82.6,25,5
LA MONROE,209,3,95,5,22,95,82.6,30,3
S CAROLINA,289,3,128,6,31,128,82.4,41,4
COLORADO,143,3,105,1,30,105,82.4,34,3
NAUSTA,1453,1,28,1,9,28,82.1,10,0
UTSA,331,3,151,2,44,151,82.1,50,4
N COLORADO,253,2,111,4,26,111,82.0,35,5
BOSTON COL,121,3,133,16,16,133,82.0,40,8
ARIZONA ST,110,3,86,6,17,86,82.0,27,4
IDAHO ST,186,2,75,7,12,75,82.0,23,4
VIRGINIA,335,3,127,7,34,127,81.5,44,3
SACR HEART,280,3,110,3,26,110,81.4,35,6
GRAMBLING,177,2,51,2,13,51,81.4,17,2
W ILLINOIS,345,3,128,11,31,128,81.2,45,3
UTAHTC,1285,3,191,13,43,191,81.2,64,8
VA MILT IN,336,3,114,3,22,114,81.1,34,9
EANMGH,858,1,37,2,12,37,81.1,14,0
LAMAR,204,2,71,3,22,71,81.0,26,1
ALCORN ST,107,2,47,3,9,47,80.9,15,3
W MICHIGAN,347,3,117,3,32,117,80.8,40,5
WSRAMS,1206,1,13,0,3,13,80.8,4,1
MO STATE,230,3,127,1,26,127,80.7,38,11
S DAKOTA,291,3,100,1,20,100,80.5,30,9
TOLEDO,316,3,101,3,31,101,80.2,37,3
VALPO,332,2,78,3,22,78,80.1,28,3
TENN STATE,308,3,102,4,19,102,79.9,32,9
IOWA,192,3,87,8,19,87,79.9,31,4
MERRIMACK,385,3,122,4,29,122,79.9,41,8
ALBANY,106,3,126,6,31,126,79.8,44,7
MURRAY ST,236,3,77,4,17,77,78.6,27,6
INDIANA ST,191,2,58,2,13,58,78.4,20,5
FIU,166,2,122,8,41,122,78.3,51,2
SCAR STATE,290,2,46,3,13,46,78.3,18,2
DOMINION,263,3,113,7,28,113,78.3,42,7
ALABAMA ST,105,3,94,5,32,94,78.2,39,2
MS VLY ST,228,2,55,2,12,55,78.2,19,5
NWSTATE,257,3,153,15,34,153,78.1,58,9
CAL,130,3,131,5,29,131,77.9,46,12
LAFAYETTE,203,3,88,3,14,88,77.8,28,11
WAGNER,338,2,66,8,16,66,77.3,27,3
FL A&M,164,2,86,4,25,86,77.3,34,5
BETH COOK,119,2,83,2,22,83,77.1,31,7
CENT ARK,132,2,78,3,17,78,76.9,28,8
TEXAS STHN,313,3,84,4,23,84,76.8,33,6
NEW MEXICO,241,3,84,1,22,84,76.8,31,8
WOFFORD,350,3,73,3,21,73,76.7,29,5
MCNEESE,217,2,62,6,9,62,76.6,22,7
FLMMRL,1471,1,37,0,12,37,75.7,15,3
KENNESAW,200,2,33,4,8,33,72.7,15,3
LANECOL,942,1,31,2,7,31,72.6,13,4
COLO STATE,144,3,121,6,24,121,71.9,49,19
ASSMPT,1257,1,38,2,12,38,71.1,18,4
THMORE,1296,1,33,4,9,33,68.2,17,4
BARCOL,1473,1,31,3,16,31,66.1,20,1
COLGATE,142,2,43,5,15,43,65.1,25,5
