player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kirk Cousins,7102,QB,MIN,2,2.63,2.57,2.63,4.9,83,18,65.7,35,36,3.2,1.98,0,0,0.0,55.6,20,12,13.0,37,44.6,3,11,,78.7,53.2,77.0,53.5,,,1,1,38,8.3,69.2,2.7,1,0,0,0,2,2,5.3,120,3.3,83.8,37,42,8.0,3.15,0,3,7.0,71.4,30,18,3.2,46,55.4,1,18,,30.1,77.4,77.8,74.9,,66.4,1,2,48,11.1,87.2,4.3,2,2,0,4,1,2,4.2,378,9.0
Davis Mills,52269,QB,HST,2,2.34,2.3,2.87,,81,13,72.9,48,50,7.3,1.95,1,0,0.0,62.0,31,6,11.4,51,63.0,4,14,,80.4,74.0,78.0,72.7,,,0,0,51,16.7,90.1,2.0,1,0,0,1,2,0,0.0,276,5.5,57.1,21,25,10.9,3.0,1,0,0.0,44.0,11,17,8.3,30,37.0,1,4,,26.7,46.3,76.6,44.2,,65.6,2,0,34,29.4,62.2,16.7,5,0,0,1,0,1,2.9,141,5.6
Russell Wilson,7077,QB,DEN,2,2.84,2.74,3.9,3.7,80,10,70.6,34,34,8.1,1.95,0,1,2.7,64.7,22,7,8.3,35,43.8,2,12,,78.7,57.6,77.0,57.6,,,0,1,38,14.3,101.3,2.9,1,0,0,0,2,1,2.6,310,9.1,64.7,34,39,9.9,3.52,2,1,2.3,53.8,21,19,4.5,45,56.3,1,12,,80.4,60.8,78.0,61.8,,54.5,0,0,50,21.1,73.6,8.9,4,2,0,3,0,1,2.0,249,6.4
Jalen Hurts,40291,QB,PHI,2,3.03,2.58,3.47,4.95,80,24,84.8,33,37,3.6,1.98,3,0,0.0,73.0,27,6,3.6,38,47.5,1,14,,79.0,81.3,77.2,79.5,,,1,1,40,16.7,83.1,2.6,1,0,0,0,0,0,0.0,279,7.5,86.4,22,26,13.0,3.98,0,3,9.7,65.4,17,20,10.5,42,52.5,2,17,,80.0,90.8,77.7,91.3,,67.4,0,0,47,10.0,117.0,4.8,2,14,0,4,1,0,0.0,297,11.4
Josh Allen,46601,QB,BUF,2,2.48,2.34,2.8,4.0,78,4,90.2,41,44,3.9,1.83,2,0,0.0,79.5,35,4,5.4,44,56.4,2,17,,79.8,87.7,77.6,85.4,,,0,1,45,0.0,115.4,0.0,0,0,0,1,4,0,0.0,295,6.7,77.3,22,25,16.0,3.33,1,4,14.8,68.0,17,11,0.0,34,43.6,0,16,,78.4,87.5,76.8,80.0,,81.2,1,1,36,27.3,133.8,8.8,3,6,0,1,3,2,5.6,319,12.8
Patrick Mahomes,11765,QB,KC,2,2.5,2.38,2.9,6.5,77,16,79.5,44,45,4.6,1.77,0,0,0.0,73.3,33,13,5.7,45,58.4,2,17,,79.8,55.6,77.6,55.7,,,1,0,45,0.0,117.4,0.0,0,0,0,0,4,3,6.7,265,5.9,77.8,27,29,13.1,3.52,0,4,11.4,72.4,21,17,0.0,32,41.6,0,17,,78.7,82.2,77.0,83.0,,51.5,0,0,38,5.9,144.3,3.1,1,2,0,2,3,1,2.6,330,11.4
Mitchell Trubisky,11757,QB,PIT,2,2.6,2.4,4.85,4.3,77,25,65.9,44,47,7.1,1.96,1,1,2.0,59.6,28,9,3.4,47,61.0,1,12,,80.3,72.7,77.9,71.6,,,1,1,49,0.0,76.0,0.0,0,0,0,1,2,1,2.0,214,4.6,63.6,22,23,10.0,3.61,0,2,8.7,60.9,14,13,0.0,30,39.0,0,8,,77.6,48.7,76.3,47.6,,61.4,1,0,31,30.8,79.6,13.3,4,3,0,0,0,1,3.2,148,6.4
Trevor Lawrence,77632,QB,JAX,2,2.54,2.53,2.75,5.3,76,15,89.2,37,39,4.0,1.9,1,0,0.0,79.5,31,9,6.1,39,51.3,2,14,,79.0,64.7,77.2,64.2,,,0,0,40,0.0,103.0,0.0,0,0,0,1,1,0,0.0,260,6.7,65.5,29,33,14.7,3.3,1,2,5.3,54.5,18,16,5.3,36,47.4,1,14,,79.3,63.7,77.3,63.9,,58.3,1,1,42,12.5,86.7,5.6,2,1,0,2,2,2,4.8,250,7.6
Jared Goff,10635,QB,DET,2,2.53,2.44,3.28,5.7,76,11,67.4,43,43,6.1,2.07,0,2,4.7,58.1,25,10,13.8,44,57.9,4,13,,79.6,56.7,77.5,56.8,,,0,1,44,10.0,88.2,2.3,1,0,0,0,3,1,2.3,249,5.8,67.9,28,28,11.9,3.16,0,1,3.3,57.1,16,14,15.8,32,42.1,3,12,,77.9,52.2,76.6,50.9,,63.9,0,0,34,21.4,118.5,9.4,3,1,0,0,3,2,5.9,222,7.9
Daniel Jones,39395,QB,NYG,2,3.18,2.92,3.47,4.49,71,21,86.7,15,16,2.8,1.91,1,0,0.0,81.3,13,4,0.0,17,23.9,0,5,,74.5,60.2,74.5,60.0,,,0,0,19,25.0,103.9,5.9,1,0,0,0,1,0,0.0,63,3.9,79.4,34,39,8.2,3.57,1,0,0.0,66.7,26,31,3.7,54,76.1,1,15,,81.2,54.3,78.5,54.3,,58.2,1,1,57,19.4,96.2,11.1,6,9,0,3,2,2,3.5,301,7.7
Mac Jones,60323,QB,NE,2,2.59,2.48,2.0,4.73,71,19,68.0,25,27,4.2,1.8,1,0,0.0,59.3,16,3,5.9,29,40.8,1,3,,77.2,49.1,0.0,52.3,,,0,1,30,66.7,63.0,6.9,2,0,0,1,1,0,0.0,95,3.5,70.3,37,38,12.8,3.13,0,1,2.4,68.4,26,14,0.0,42,59.2,0,18,,79.8,60.8,77.6,61.7,,56.0,0,1,45,0.0,97.5,0.0,0,4,0,1,1,2,4.4,370,9.7
Baker Mayfield,46518,QB,CAR,2,2.89,2.56,3.3,5.62,69,5,80.8,26,29,3.1,1.7,3,0,0.0,69.0,20,4,4.8,31,44.9,1,7,,26.7,52.2,76.5,52.5,,,0,1,33,50.0,70.6,6.5,2,0,0,0,0,2,6.1,177,6.1,47.6,21,28,12.4,3.86,2,1,3.1,35.7,10,24,0.0,38,55.1,0,9,,79.0,50.0,77.3,49.7,,59.1,1,0,42,16.7,85.9,10.5,4,6,0,4,2,1,2.4,203,7.3
Jacoby Brissett,10725,QB,CLV,2,2.98,2.69,3.0,5.43,68,8,75.9,29,29,5.2,1.89,0,0,0.0,72.4,21,2,4.5,29,42.6,1,9,,77.4,72.7,76.1,71.5,,,0,0,30,0.0,107.1,0.0,0,0,0,0,2,0,0.0,151,5.2,75.0,28,30,9.2,3.79,0,1,2.9,63.3,19,19,9.5,39,57.4,2,15,,79.6,55.8,77.5,54.8,,61.6,0,1,44,10.5,72.2,5.1,2,7,0,2,0,3,6.8,225,7.5
Marcus Mariota,9435,QB,ATL,2,3.09,2.8,4.3,4.93,68,2,72.0,25,26,3.2,1.83,1,0,0.0,65.4,17,1,5.6,27,39.7,1,4,,76.8,56.9,75.8,57.0,,,0,1,27,100.0,71.2,3.7,1,0,0,0,1,1,3.7,111,4.3,64.5,31,32,12.8,3.91,0,1,2.7,62.5,20,15,0.0,41,60.3,0,16,,22.2,59.5,77.7,62.9,,48.6,0,1,46,13.3,90.6,4.9,2,7,0,1,1,3,6.5,300,9.4
Aaron Rodgers,2241,QB,GB,2,2.6,2.38,3.84,7.3,67,12,86.1,36,37,2.9,1.67,0,0,0.0,83.8,31,2,0.0,37,55.2,0,13,,78.6,81.1,76.9,79.4,,,0,0,37,0.0,115.3,0.0,0,0,0,1,2,0,0.0,272,7.4,70.6,17,22,11.8,3.76,1,3,13.0,45.5,10,17,16.7,30,44.8,2,6,,26.2,59.8,76.3,60.6,,58.3,0,1,31,41.2,50.8,23.3,7,1,0,4,0,2,6.5,157,7.1
Lamar Jackson,46416,QB,BLT,2,2.99,2.67,4.8,6.85,65,3,76.9,26,27,6.5,1.76,1,1,3.6,63.0,17,2,15.0,27,41.5,3,8,,77.0,52.5,75.9,52.9,,,0,1,28,0.0,110.7,0.0,0,0,0,0,3,2,7.1,224,8.3,73.3,30,32,16.9,3.87,1,3,8.6,65.6,21,17,4.5,38,58.5,1,16,,79.2,87.9,77.3,82.7,,76.3,0,0,41,11.8,128.0,5.3,2,4,0,1,3,0,0.0,307,9.6
Tom Brady,698,QB,TB,2,2.26,2.24,2.63,,64,30,75.7,37,37,5.9,1.75,0,1,2.7,70.3,26,5,7.1,39,60.9,2,10,,78.9,61.8,77.1,61.5,,,0,1,39,40.0,85.8,5.1,2,0,0,0,1,1,2.6,243,6.6,50.0,22,24,18.0,3.06,1,3,11.5,41.7,10,8,9.1,25,39.1,1,7,,76.8,88.8,75.8,86.3,,,0,0,27,12.5,78.3,4.0,1,0,0,1,1,0,0.0,159,6.6
Geno Smith,7820,QB,SEA,2,2.7,2.63,3.13,5.0,63,29,93.3,30,30,4.4,1.98,0,1,3.2,93.3,28,7,0.0,30,47.6,0,10,,77.6,83.3,76.3,81.4,,,0,0,31,0.0,103.9,0.0,0,0,0,0,1,0,0.0,188,6.3,76.0,25,28,6.2,3.35,1,1,3.0,67.9,19,18,0.0,33,52.4,0,9,,78.6,62.1,77.0,59.2,,65.9,0,1,38,22.2,86.0,12.1,4,1,0,2,1,2,5.3,204,7.3
Ryan Tannehill,7014,QB,TEN,2,2.65,2.52,3.43,7.4,56,31,72.7,22,23,6.5,1.93,0,0,0.0,56.5,13,9,18.8,23,41.1,3,6,,76.3,51.1,75.5,51.6,,,1,1,25,0.0,82.0,0.0,0,0,0,0,2,1,4.0,121,5.3,73.1,26,29,11.4,3.15,1,1,3.0,62.1,18,10,5.3,33,58.9,1,14,,78.6,77.4,76.9,74.7,,63.9,1,1,37,30.0,77.1,9.1,3,1,0,1,0,1,2.7,262,9.0
Cooper Rush,12324,QB,DAL,2,2.36,2.3,3.13,5.2,48,9,66.7,21,22,3.2,1.88,1,0,0.0,63.6,14,5,0.0,22,45.8,0,5,,76.1,53.2,75.3,53.6,,,0,0,24,0.0,81.1,0.0,0,0,0,0,0,0,0.0,137,6.2,70.0,20,21,14.3,2.88,0,0,0.0,57.1,12,10,14.3,25,52.1,2,8,,76.6,56.1,75.6,57.1,,58.3,0,0,26,30.0,97.7,12.0,3,1,0,1,1,2,7.7,162,7.7
Justin Fields,82118,QB,CHI,2,3.54,3.06,3.6,5.39,40,6,63.6,11,11,3.3,1.83,0,0,0.0,54.5,6,1,14.3,11,27.5,1,0,,71.9,50.9,72.6,51.5,,,0,0,11,0.0,60.0,0.0,0,0,0,0,0,0,0.0,28,2.5,52.9,17,17,15.1,4.19,0,0,0.0,52.9,9,18,0.0,29,72.5,0,8,,77.2,38.3,0.0,35.7,,64.1,0,2,30,27.8,85.8,17.2,5,7,0,0,2,4,13.3,163,9.6
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,72.4,28.6,72.9,29.4,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,76.6,64.5,75.6,68.3,,50.8,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
Dak Prescott,10769,QB,DAL,1,2.49,2.5,2.35,,31,9,61.5,13,14,4.1,1.93,0,0,0.0,50.0,7,4,12.5,15,48.4,1,2,,73.5,35.0,73.7,36.7,,,1,0,15,25.0,61.6,6.7,1,0,0,0,0,1,6.7,60,4.3,50.0,14,15,10.5,3.03,0,0,0.0,46.7,7,8,0.0,16,51.6,0,4,,74.8,42.2,74.5,43.6,,,0,1,19,12.5,33.8,6.3,1,0,0,1,0,1,5.3,74,4.9
Jimmy Garoppolo,8697,QB,SF,1,2.25,2.19,3.5,,22,28,84.6,13,14,4.3,1.79,1,0,0.0,78.6,11,4,0.0,14,63.6,0,5,,74.2,65.0,74.1,64.4,,,0,0,17,0.0,96.7,0.0,0,0,0,0,0,0,0.0,101,7.2,50.0,6,7,16.5,3.05,1,1,12.5,28.6,2,1,33.3,8,36.4,1,2,,70.9,64.7,71.9,64.2,,,0,0,9,100.0,98.2,12.5,1,0,0,0,1,0,0.0,53,7.6
Trace McSorley,32819,QB,ARZ,1,3.56,2.53,4.7,5.05,7,1,100.0,1,1,6.0,2.2,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,60.4,72.7,64.6,71.3,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,50.0,2,3,3.5,3.78,0,0,0.0,33.3,1,3,0.0,6,85.7,0,1,,68.9,54.9,70.6,50.2,,62.9,1,0,6,33.3,42.4,16.7,1,2,0,0,0,0,0.0,2,0.7
Malik Willis,60341,QB,TEN,1,3.7,3.18,,4.75,6,31,50.0,2,2,5.0,2.3,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,63.6,62.4,66.9,62.1,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0.0,1,2,13.0,4.4,0,0,0.0,0.0,0,2,,4,66.7,0,1,,66.9,62.3,69.2,44.1,,74.1,0,0,4,0.0,39.6,0.0,0,2,0,1,0,0,0.0,0,0.0
Jordan Love,40306,QB,GB,1,2.23,2.23,,,4,12,100.0,2,2,5.5,1.75,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,63.6,62.0,66.9,61.8,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,100.0,2,2,7.5,2.7,0,0,0.0,100.0,2,1,0.0,2,50.0,0,2,,63.6,54.7,66.9,55.1,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,13.5
Case Keenum,7323,QB,BUF,1,1.85,1.85,,,2,4,0.0,2,2,13.0,1.85,0,0,0.0,0.0,0,0,,2,100.0,0,0,,63.6,42.3,66.9,43.9,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jeff Driskel,10841,QB,HST,1,4.9,,,4.9,1,13,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,60.4,65.2,64.6,,,62.6,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Davante Adams,8688,WR,LV,1,3.7,,3.7,,1,23,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,60.4,55.6,64.9,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
DeeJay Dallas,55632,HB,SEA,1,3.0,3.0,,,1,29,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,11.4,63.5,22.2,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
DeAndre Carter,9859,WR,LAC,1,0.0,,,,1,27,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Kadarius Toney,61245,WR,NYG,1,7.6,,,7.6,1,21,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,,60.4,53.3,64.9,,,58.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Braden Mann,44664,P,NYJ,1,2.1,2.1,,,1,22,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,70.7,65.7,67.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
