datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Bennett, Sam","Sam Bennett",150,28368823,7000,27.907,2:00 pm,0,47.2,1,0,48.2,-0.35,100,4.17687931040896,
"Bramlett, Joseph","Joseph Bramlett",150,28368828,7000,31.043,12:00 pm,0,56.4,2,0,58.4,0.24,100,0.925825913051558,
"Svensson, Adam","Adam Svensson",150,28368826,7000,30.904,7:35 am,1,55.5,1.8,0,57.3,0.17,100,1.3077442748737,
"Pan, C.T.","C.T. Pan",150,28368825,7000,31.108,12:10 pm,0,56.5,1.9,0,58.5,0.25,100,6.67106082455625,
"Herbert, Lucas","Lucas Herbert",150,28368822,7000,31.391,1:00 pm,0,56.4,2,0,58.3,0.24,100,0.961375191665482,
"Poston, J.T.","J.T. Poston",150,28368821,7000,31.067,7:55 am,1,55.8,1.9,0,57.7,0.2,100,3.03484368012291,
"Kim, Seonghyeon","Seonghyeon Kim",150,28368835,6900,30.228,6:55 am,1,54,1.6,0,55.6,0.12,100,0.407077198266791,
"Hodges, Lee","Lee Hodges",150,28368833,6900,31.844,8:25 am,1,58.2,2.1,0,60.3,0.42,100,4.21665156879522,
"Ghim, Doug","Doug Ghim",150,28368834,6900,30.593,1:30 pm,0,54.3,1.7,0,56,0.14,100,1.83485721988824,
"Kim, Michael","Michael Kim",150,28368836,6900,29.477,8:35 am,1,52,1.4,0,53.4,-0.02,100,0.407371362412929,
"Spaun, J.J.","J.J. Spaun",150,28368832,6900,32.029,12:50 pm,0,59.3,2.4,0,61.6,0.5,100,3.14108062250681,
"Riley, Davis","Davis Riley",150,28368829,6900,29.476,8:05 am,1,51.4,1.3,0,52.8,-0.06,100,0.92294332348627,
"Hubbard, Mark","Mark Hubbard",150,28368831,6900,31.619,12:10 pm,0,58,2.2,0,60.2,0.41,100,10.5083032671639,
"Smalley, Alex","Alex Smalley",150,28368830,6900,31.694,8:15 am,1,57.9,2.2,0,60.1,0.4,100,1.47923920840221,
"NeSmith, Matthew","Matthew NeSmith",150,28368844,6800,30.959,8:25 am,1,55.4,1.8,0,57.2,0.27,100,1.35441702909783,
"Simpson, Webb","Webb Simpson",150,28368841,6800,28.366,1:10 pm,0,48.6,1.1,0,49.6,-0.18,100,1.11043722812246,
"Hughes, Mackenzie","Mackenzie Hughes",150,28368838,6800,30.370,8:05 am,1,53.2,1.6,0,54.8,0.12,100,1.82562705576465,
"Thorbjornsen, Michael","Michael Thorbjornsen",150,28368842,6800,26.323,8:45 am,1,44.7,0.8,0,45.5,-0.41,100,3.3067614948761,
"Buckley, Hayden","Hayden Buckley",150,28368843,6800,31.332,1:30 pm,0,56.7,2,0,58.7,0.36,100,1.85251172226119,
"Stevens, Samuel","Sam Stevens",150,28368837,6800,30.705,6:55 am,1,56.2,1.8,0,58.1,0.32,100,1.18174118865388,
"Higgo, Garrick","Garrick Higgo",150,28368839,6800,30.448,1:20 pm,0,53.4,1.6,0,55,0.13,100,0,
"Streelman, Kevin","Kevin Streelman",150,28368840,6800,31.071,6:55 am,1,56,1.9,0,57.9,0.31,100,4.38934772827823,
"Reavie, Chez","Chez Reavie",150,28368850,6700,30.263,8:15 am,1,53.3,1.6,0,54.8,0.17,100,7.53823884370723,
"Pendrith, Taylor","Taylor Pendrith",150,28368848,6700,27.620,6:45 am,1,47.2,1,0,48.2,-0.22,100,0.187623819077172,
"Palmer, Ryan","Ryan Palmer",150,28368846,6700,30.475,6:45 am,1,53.8,1.6,0,55.4,0.2,100,0,
"Hardy, Nick","Nick Hardy",150,28368845,6700,29.759,1:00 pm,0,53.2,1.5,0,54.7,0.16,100,2.52601104933762,
"Hall, Harry","Harry Hall",150,28368849,6700,28.360,12:20 pm,0,48.9,1.1,0,50,-0.12,100,1.33670565565046,
"Kizzire, Patton","Patton Kizzire",150,28368852,6700,28.613,1:40 pm,0,49.8,1.2,0,50.9,-0.07,100,0,
"Martin, Ben","Ben Martin",150,28368847,6700,29.874,8:15 am,1,52.7,1.5,0,54.1,0.12,100,1.17823000286544,
"Norrman, Vincent","Vincent Norrman",150,28368851,6700,29.555,8:45 am,1,51.8,1.4,0,53.2,0.06,100,0.153094730835378,
"List, Luke","Luke List",150,28368853,6600,29.938,1:10 pm,0,53.1,1.5,0,54.6,0.2,100,0.298739311187672,
"Novak, Andrew","Andrew Novak",150,28368859,6600,28.537,8:35 am,1,48.7,1.1,0,49.8,-0.09,100,1.20013188552147,
"Hoffman, Charley","Charley Hoffman",150,28368860,6600,28.707,12:20 pm,0,50,1.2,0,51.2,-0.01,100,0.80700740635826,
"Dahmen, Joel","Joel Dahmen",150,28368858,6600,28.412,7:45 am,1,49.7,1.2,0,50.9,-0.03,100,0.498683493674429,
"Champ, Cameron","Cameron Champ",150,28368855,6600,26.932,7:45 am,1,46,0.8,0,46.9,-0.25,100,0,
"Wallace, Matt","Matt Wallace",150,28368857,6600,28.698,7:55 am,1,49.1,1.2,0,50.3,-0.07,100,0,
"Wu, Dylan","Dylan Wu",150,28368856,6600,30.195,7:05 am,1,54.1,1.7,0,55.8,0.28,100,3.1821541508597,
"Yu, Kevin","Kevin Yu",150,28368854,6600,29.644,12:20 pm,0,51.6,1.4,0,52.9,0.09,100,2.34185312624039,
"Lipsky, David","David Lipsky",150,28368863,6500,29.488,6:55 am,1,52,1.4,0,53.4,0.18,100,0.764091020632998,
"Willett, Danny","Danny Willett",150,28368866,6500,28.873,12:10 pm,0,50.2,1.3,0,51.5,0.05,100,0,
"Ryder, Sam","Sam Ryder",150,28368862,6500,28.635,8:15 am,1,50,1.2,0,51.2,0.03,100,0.845309535171202,
"Walker, Jimmy","Jimmy Walker",150,28368865,6500,27.489,7:05 am,1,46.4,0.9,0,47.4,-0.18,100,0,
"Cink, Stewart","Stewart Cink",150,28368868,6500,27.141,1:20 pm,0,45.7,0.8,0,46.5,-0.23,100,0,
"Young, Carson","Carson Young",150,28368864,6500,28.000,12:00 pm,0,47.8,1,0,48.8,-0.1,100,2.51815199615506,
"Thompson, Davis","Davis Thompson",150,28368867,6500,28.403,8:35 am,1,49.5,1.1,0,50.7,0,100,0,
"Griffin, Ben","Ben Griffin",150,28368861,6500,29.570,8:25 am,1,51.8,1.4,0,53.2,0.16,100,1.21787762139137,
"Smotherman, Austin","Austin Smotherman",150,28368869,6500,27.576,6:45 am,1,47.5,0.9,0,48.4,-0.12,100,0,
"Yuan, Yechun","Carl Yuan",150,28378664,6500,26.697,8:45 am,1,45.4,0.7,0,46.1,-0.25,100,0,
"Hadley, Chesson","Chesson Hadley",150,28368876,6400,26.794,12:10 pm,0,45.6,0.8,0,46.4,-0.19,100,0.259814947715202,
"Stallings, Scott","Scott Stallings",150,28368871,6400,29.913,8:05 am,1,52.3,1.4,0,53.8,0.25,100,0.995763317622245,
"Tarren, Callum","Callum Tarren",150,28368872,6400,26.001,1:30 pm,0,44,0.7,0,44.7,-0.28,100,0,
"Shelton, Robby","Robby Shelton",150,28368870,6400,28.125,1:40 pm,0,48.9,1.1,0,50,0.01,100,0,
"Zecheng, Marty Dou","Zecheng Dou",150,28368878,6400,26.582,2:00 pm,0,44.9,0.8,0,45.7,-0.23,100,0,
"Piercy, Scott","Scott Piercy",150,28368877,6400,27.701,12:20 pm,0,47,1,0,48,-0.1,100,0,
"Molinari, Francesco","Francesco Molinari",150,28368875,6400,27.153,1:20 pm,0,46,0.8,0,46.8,-0.17,100,0,
"Glover, Lucas","Lucas Glover",150,28368874,6400,29.058,12:30 pm,0,50.2,1.3,0,51.5,0.1,100,0.783620665749823,
"Mullinax, Trey","Trey Mullinax",150,28368873,6400,27.031,1:10 pm,0,45.6,0.8,0,46.4,-0.19,100,0,
"Sigg, Greyson","Greyson Sigg",150,28368881,6300,28.206,12:10 pm,0,48.5,1.1,0,49.7,0.03,100,0,
"Redman, Doc","Doc Redman",150,28368885,6300,28.013,8:25 am,1,48,1,0,49,0,100,0,
"Hahn, James","James Hahn",150,28368886,6300,26.761,1:30 pm,0,45.2,0.8,0,46,-0.17,100,0,
"Duncan, Tyler","Tyler Duncan",150,28368879,6300,29.473,7:15 am,1,50.8,1.3,0,52.1,0.19,100,0.322952921769296,
"Hickok, Kramer","Kramer Hickok",150,28368883,6300,28.392,7:05 am,1,49.4,1.2,0,50.5,0.09,100,0.509867955697384,
"Lower, Justin","Justin Lower",150,28368884,6300,25.929,1:50 pm,0,44.4,0.8,0,45.2,-0.22,100,0,
"Van Rooyen, Erik","Erik Van Rooyen",150,28368882,6300,22.963,12:30 pm,0,38.5,0.4,0,38.9,-0.57,100,0,
"Blair, Zac","Zac Blair",150,28368887,6300,26.235,12:00 pm,0,44.1,0.7,0,44.9,-0.23,100,0,
"Griffin, Lanto","Lanto Griffin",150,28368880,6300,27.348,1:20 pm,0,45.7,0.9,0,46.6,-0.14,100,0,
"Schwab, Matthias","Matthias Schwab",150,28368896,6200,24.398,1:40 pm,0,41.1,0.5,0,41.7,-0.37,100,0,
"Ramey, Chad","Chad Ramey",150,28368891,6200,26.816,7:25 am,1,45.3,0.8,0,46.1,-0.12,100,0,
"Taylor, Ben","Ben Taylor",150,28368894,6200,25.359,1:30 pm,0,43.2,0.6,0,43.8,-0.25,100,0,
"Long, Adam","Adam Long",150,28368893,6200,26.422,1:40 pm,0,45.1,0.8,0,45.9,-0.14,100,0.334380682988872,
"Malnati, Peter","Peter Malnati",150,28368888,6200,25.073,12:00 pm,0,41.8,0.6,0,42.4,-0.33,100,0,
"Tway, Kevin","Kevin Tway",150,28368889,6200,26.363,8:35 am,1,45.1,0.8,0,45.9,-0.13,100,0,
"Moore, Ryan","Ryan Moore",150,28368890,6200,28.487,6:55 am,1,49.2,1.2,0,50.4,0.13,100,3.61820408181195,
"Werenski, Richy","Richy Werenski",150,28368895,6200,23.719,7:45 am,1,40,0.5,0,40.4,-0.44,100,0,
"Kisner, Kevin","Kevin Kisner",150,28368892,6200,20.709,1:00 pm,0,35,0.2,0,35.2,-0.72,100,2.01961929716933,
"Laird, Martin","Martin Laird",150,28368902,6100,25.683,7:55 am,1,43.4,0.7,0,44.1,-0.19,100,0.11481517906474,
"Brehm, Ryan","Ryan Brehm",150,28368906,6100,18.923,12:40 pm,0,32.9,0.1,0,33.1,-0.8,100,0,
"Watney, Nick","Nick Watney",150,28368904,6100,16.975,12:00 pm,0,30.4,0.1,0,30.5,-0.94,100,0,
"Kraft, Kelly","Kelly Kraft",150,28368905,6100,23.278,7:05 am,1,38.7,0.4,0,39.2,-0.46,100,0,
"Echavarria, Nicolas","Nicolas Echavarria",150,28368900,6100,25.680,7:35 am,1,43.1,0.6,0,43.7,-0.21,100,0,
"Merritt, Troy","Troy Merritt",150,28368897,6100,26.106,8:25 am,1,44,0.7,0,44.7,-0.16,100,0,
"Johnson, Zach","Zach Johnson",150,28368898,6100,26.817,1:10 pm,0,45.5,0.9,0,46.4,-0.07,100,0.71371061939187,
"James, Benjamin","Benjamin James",150,28368901,6100,28.614,2:00 pm,0,49,1.2,0,50.1,0.16,100,1.48012342419378,
"Blaum, Ryan","Ryan Blaum",150,28378661,6100,22.903,8:45 am,1,39,0.3,0,39.3,-0.45,100,0,
"Lingmerth, David","David Lingmerth",150,28368899,6100,26.125,8:35 am,1,44.2,0.7,0,44.9,-0.14,100,0.479327963705083,
"Streb, Robert","Robert Streb",150,28368903,6100,26.048,12:50 pm,0,43.8,0.7,0,44.5,-0.17,100,0,
"Gay, Brian","Brian Gay",150,28368909,6000,15.834,8:15 am,1,28.6,0.1,0,28.7,-1,100,0,
"Dufner, Jason","Jason Dufner",150,28368911,6000,22.525,12:20 pm,0,38,0.4,0,38.3,-0.47,100,0,
"Haley II, Paul","Paul Haley",150,28368908,6000,25.042,8:45 am,1,42.7,0.6,0,43.2,-0.2,100,0,
"Holmes, J.B.","J.B. Holmes",150,28368912,6000,19.067,7:55 am,1,32.8,0.2,0,32.9,-0.77,100,0,
"McGreevy, Max","Max McGreevy",150,28368916,6000,18.975,1:50 pm,0,32.9,0.2,0,33.1,-0.75,100,0,
"Svoboda, Andrew","Andrew Svoboda",150,28368914,6000,18.556,2:00 pm,0,32,0.2,0,32.1,-0.81,100,0,
"Stegmaier, Brett","Brett Stegmaier",150,28378663,6000,21.748,8:45 am,1,37.4,0.3,0,37.6,-0.51,100,0,
"Herman, Jim","Jim Herman",150,28368915,6000,23.658,7:15 am,1,39.3,0.4,0,39.7,-0.39,100,0,
"Reifers, Kyle","Kyle Reifers",150,28378662,6000,22.547,2:00 pm,0,38.5,0.3,0,38.8,-0.44,100,0,
"Landry, Andrew","Andrew Landry",150,28368910,6000,22.064,1:20 pm,0,36.9,0.3,0,37.2,-0.53,100,0,
"Alexander, Tyson","Tyson Alexander",150,28368913,6000,21.105,8:25 am,1,35.9,0.3,0,36.2,-0.59,100,0,
"Knox, Russell","Russell Knox",150,28368907,6000,23.528,1:40 pm,0,39.7,0.4,0,40.1,-0.37,100,1.36731233916492,
