player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jalen Hurts,40291,QB,PHI,10,382,72.3,119,132,9.5,2.91,2,9,6.5,62.9,83,66,3.5,155,40.6,3,57,,,,88.4,77.9,82.4,73.8,,,77.8,1,6,162,18.2,85.8,7.7,12,11,0,10,7,5,3.1,1031,7.8,0,24,61.4,82.2,80.7,71.0,82.2,180,195,8.4,3.26,1,12,5.9,72.3,141,78,4.7,227,59.4,7,65,,,,75.3,82.0,83.9,80.4,,,65.3,3,3,239,19.2,100.9,6.6,15,17,0,11,8,7,2.9,1466,7.5,79.7,222,226,7.5,2.53,2,15,6.4,74.8,169,0,4.5,238,62.3,8,81,,,,90.4,86.1,84.1,85.2,,,58.1,0,6,250,,98.6,0.0,0,12,0,2,9,7,2.8,1733,7.7,3,74.0,77,101,12.5,4.07,1,6,5.6,54.5,55,144,3.5,144,37.7,2,41,,,,64.9,71.3,82.1,65.3,,,82.4,4,3,151,18.8,86.4,18.8,27,16,0,19,6,5,3.3,764,7.6
Zach Wilson,82096,QB,NYJ,10,382,71.1,90,98,7.6,2.74,1,1,1.0,61.2,60,57,6.3,112,29.3,4,34,,,,67.7,56.9,81.2,56.8,,,59.8,2,2,119,19.3,76.4,9.8,11,3,0,5,1,2,1.7,668,6.8,0,22,46.1,56.4,54.3,65.7,72.5,200,223,8.1,2.99,5,7,3.0,58.3,130,105,10.3,270,70.7,15,59,,,,50.4,57.0,84.6,54.2,58.4,,73.3,3,5,284,25.7,72.6,10.0,27,20,3,12,5,8,2.8,1276,5.7,75.4,203,213,7.5,2.39,2,5,2.2,66.7,142,0,7.2,220,57.6,11,66,,,,90.2,72.9,83.8,70.4,58.4,,75.0,0,5,231,,84.8,0.0,0,7,3,5,6,4,1.7,1411,6.6,1,64.4,87,108,9.0,3.64,4,3,2.6,44.4,48,162,14.3,162,42.4,8,27,,,,26.9,35.7,82.6,33.3,,,65.8,5,2,172,23.5,52.0,23.5,38,16,0,12,0,6,3.5,533,4.9
Jordan Love,40306,QB,GB,10,382,72.6,113,121,7.5,2.43,3,6,4.7,60.3,73,44,11.0,132,34.6,9,46,,,,28.6,74.7,81.8,72.7,,,68.1,2,0,140,13.6,89.7,4.5,6,3,0,3,4,5,3.6,764,6.3,0,12,58.2,70.7,69.1,67.7,68.1,204,219,10.6,2.89,3,10,4.3,59.4,130,69,6.5,250,65.4,9,74,,,,90.4,65.4,84.3,64.7,,,61.6,2,10,264,21.7,80.6,6.0,15,15,2,8,12,6,2.3,1567,7.2,72.5,251,258,8.6,2.43,5,11,4.0,64.3,166,0,8.8,269,70.4,16,93,,,,90.6,79.2,84.6,77.1,,,67.4,0,6,285,,90.6,0.0,0,10,2,0,12,4,1.4,1800,7.0,6,59.1,66,82,13.0,3.45,1,5,5.7,45.1,37,113,5.1,113,29.6,2,27,,,,27.0,48.3,81.2,48.3,,,59.8,4,4,119,18.6,62.6,18.6,21,8,0,11,4,7,5.9,531,6.5
Dak Prescott,10769,QB,DAL,10,381,79.2,101,108,7.7,2.44,3,6,5.3,71.3,77,43,3.8,121,31.8,3,48,,,,86.7,86.1,81.5,83.0,,,71.5,4,3,128,14.0,103.7,5.0,6,6,0,0,7,1,0.8,833,7.7,0,9,86.1,89.4,86.0,79.6,76.5,226,230,8.5,2.75,0,16,6.6,69.6,160,76,7.5,260,68.2,13,87,,,,78.2,84.7,84.4,82.0,,,70.6,1,3,275,21.1,104.1,6.2,16,12,0,3,12,6,2.2,1771,7.7,80.4,245,248,7.8,2.35,2,15,5.9,73.0,181,0,8.1,262,68.8,16,101,,,,90.5,89.9,84.3,88.2,,,60.8,0,4,268,,107.9,0.0,0,11,0,1,15,5,1.9,1879,7.6,3,68.3,82,90,9.8,3.31,1,7,6.9,62.2,56,119,0.0,119,31.2,0,34,,,,62.5,76.7,81.7,71.8,,,82.6,5,2,135,18.5,93.1,18.5,22,7,0,2,4,2,1.5,725,8.1
Bryce Young,123943,QB,CAR,9,376,67.6,68,83,8.9,2.63,2,2,2.2,54.2,45,49,2.2,100,26.6,1,31,,,,56.6,54.0,80.8,55.0,,,52.8,2,1,108,26.5,77.6,13.0,13,3,0,11,2,3,2.8,544,6.6,1,5,29.7,47.8,47.3,63.2,75.8,211,236,5.9,2.89,3,6,2.4,64.8,153,100,4.4,276,73.4,7,66,,,,34.7,48.4,84.7,46.0,,,74.2,3,7,292,23.0,73.7,8.3,23,16,0,19,7,11,3.8,1139,4.8,77.4,212,218,5.7,2.39,2,4,1.8,72.0,157,0,4.3,227,60.4,7,77,,,,90.3,64.3,83.8,63.0,,,66.8,0,6,237,,89.5,0.0,0,8,0,4,9,7,3.0,1312,6.0,5,62.7,67,101,9.6,3.48,3,4,3.6,40.6,41,149,2.4,149,39.6,1,20,,,,22.5,29.9,82.4,29.0,,,68.1,5,2,163,24.2,43.0,24.2,36,11,0,26,0,7,4.3,371,3.7
Lamar Jackson,46416,QB,BLT,11,373,75.7,103,111,7.2,2.68,3,4,3.4,64.0,71,50,9.0,130,34.9,7,38,,,,63.1,73.3,81.8,69.0,,,81.3,1,2,139,22.0,89.2,8.5,11,8,0,4,3,3,2.2,862,7.8,1,3,29.9,87.6,84.1,78.5,79.7,182,191,9.8,3.29,1,13,6.2,72.8,139,79,4.1,243,65.1,6,80,,,,29.9,90.1,84.3,87.8,,,72.4,3,3,266,20.3,106.3,6.6,16,35,1,4,9,8,3.0,1579,8.3,81.2,218,222,7.6,2.56,3,6,2.6,75.7,168,0,5.1,244,65.4,9,84,,,,42.8,89.3,84.1,88.6,,,59.8,0,4,256,,99.7,0.4,1,20,1,0,7,7,2.7,1680,7.6,4,68.7,67,80,13.1,4.06,1,11,11.7,52.5,42,129,8.7,129,34.6,4,34,,,,41.3,75.6,82.0,66.9,,,87.1,4,1,149,20.2,101.1,20.2,26,23,0,8,5,4,2.7,761,9.5
Tua Tagovailoa,60326,QB,MIA,10,371,82.7,98,106,6.8,2.11,2,6,5.4,70.8,75,28,7.4,113,30.5,6,48,,,,86.0,92.1,81.2,91.3,,,57.9,2,0,118,21.4,123.2,5.3,6,1,1,3,10,0,0.0,780,7.4,0,17,52.6,86.4,89.6,27.7,77.9,226,240,9.1,2.4,6,16,6.4,69.2,166,55,5.7,258,69.5,10,96,,,,77.9,81.4,84.4,81.2,60.0,,49.0,0,8,271,16.4,99.2,3.5,9,8,0,8,11,12,4.4,2192,9.1,82.9,275,283,7.9,2.11,5,16,5.4,76.3,216,0,5.3,288,77.6,12,127,,,,90.7,93.6,84.8,92.4,,,65.3,0,6,300,,117.8,0.0,0,4,1,2,19,8,2.7,2619,9.3,3,59.2,49,63,10.9,3.03,3,6,9.0,39.7,25,83,13.8,83,22.4,4,17,,,,50.6,50.3,80.1,54.7,60.0,,39.9,2,2,89,18.1,55.9,18.1,15,5,0,9,2,4,4.5,353,5.6
Geno Smith,7820,QB,SEA,10,368,78.4,88,106,6.4,2.46,5,6,5.1,64.2,68,57,1.4,115,31.3,1,37,,,,86.6,75.6,11.9,75.9,,,55.3,4,1,127,7.0,88.3,3.5,4,3,0,9,3,2,1.6,693,6.5,0,29,75.0,76.6,76.6,58.8,77.2,206,228,8.9,3.0,4,11,4.6,65.8,150,86,5.7,253,68.8,9,80,,,,77.5,76.4,84.3,73.3,,,77.4,2,6,267,19.8,90.4,6.7,17,8,3,13,9,12,4.5,1711,7.5,80.8,208,219,8.2,2.41,7,14,6.1,73.1,160,0,4.8,225,61.1,8,84,,,,90.3,86.1,83.8,84.1,,,61.8,0,5,237,,98.7,0.0,0,4,3,1,7,7,3.0,1819,8.3,6,69.8,86,115,8.1,3.48,2,3,2.4,50.4,58,143,3.3,143,38.9,2,33,,,,66.0,60.8,23.7,58.8,,,75.0,6,2,157,14.7,72.6,14.7,21,7,0,21,5,7,4.5,585,5.1
Derek Carr,8671,QB,NO,10,362,69.9,93,100,9.8,2.44,1,7,6.7,63.0,63,46,3.1,115,31.8,2,33,,,,32.7,61.9,8.1,62.7,,,58.0,2,2,120,26.1,85.1,10.4,12,3,0,4,3,6,5.0,693,6.9,0,20,51.4,68.1,67.5,57.0,76.1,218,234,8.2,2.62,2,7,2.9,67.1,157,75,5.4,247,68.2,9,70,,,,61.8,68.5,84.1,68.6,,,48.3,3,2,256,12.0,91.8,3.6,9,4,0,11,7,4,1.6,1538,6.6,77.4,234,240,7.4,2.25,2,10,4.1,71.7,172,0,5.0,241,66.6,9,76,,,,90.3,77.1,43.7,76.3,,,58.3,0,2,247,,99.0,0.0,0,1,0,4,9,6,2.4,1620,6.8,2,64.9,77,94,12.6,3.19,1,4,4.0,51.1,48,121,4.0,121,33.4,2,27,,,,23.4,47.3,81.5,49.0,,,50.6,5,2,129,17.4,66.4,17.4,21,6,0,11,1,4,3.1,611,6.5
Mac Jones,60323,QB,NE,10,357,71.9,64,69,7.2,2.19,3,2,2.8,63.8,44,25,4.3,78,21.8,2,23,,,,83.5,52.6,79.7,50.3,,,75.2,0,1,81,28.0,79.4,9.0,7,2,0,2,1,3,3.7,421,6.1,0,19,62.7,59.0,58.7,61.3,73.3,243,255,7.6,2.51,2,9,3.4,65.9,168,89,5.6,279,78.2,10,76,,,,65.4,63.5,84.7,62.1,,,68.4,4,9,292,15.7,80.4,5.0,14,10,0,6,9,16,5.5,1610,6.3,78.8,226,235,6.6,2.17,5,8,3.3,72.3,170,0,4.5,243,68.1,8,72,,,,90.4,72.5,84.1,71.0,,,64.6,0,5,251,,91.1,0.0,0,8,0,4,7,9,3.6,1559,6.6,3,56.8,81,89,10.1,3.01,0,3,3.2,47.2,42,114,8.7,114,31.9,4,27,,,,33.5,39.6,81.3,36.9,,,77.8,4,5,122,18.4,51.3,18.4,21,4,0,4,3,10,8.2,472,5.3
