player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Austin Hopp,65055,T,HAWAII,10,99.9,2,180,60.5,55.4,64.6,9,23,407,99.8,99.8,95.6,5,34,2,701,0,0,0,702,420,421,0,698,281,4
Gabe Blair,145323,G,N TEXAS,10,100.0,1,251,74.6,79.8,71.9,0,0,312,100.0,100.0,99.4,6,2,2,701,0,698,0,701,332,332,3,0,369,0
Mike Katic,101575,G,INDIANA,9,100.0,0,190,58.8,68.1,50.6,3,4,446,100.0,100.0,98.3,1,11,4,699,293,406,0,699,475,475,0,0,224,0
Gus Hartwig,129814,C,PURDUE,9,100.0,0,273,73.4,76.8,69.4,2,7,419,100.0,100.0,98.9,0,9,0,699,699,0,0,699,445,445,0,0,254,0
Charlie Schmidt,81772,C,NWESTERN,9,100.0,0,256,65.1,67.2,61.9,1,7,374,100.0,100.0,98.9,1,8,0,699,699,0,0,699,387,387,0,0,312,0
Nate Williams,130322,T,AKRON,10,100.0,0,102,69.4,70.8,67.5,2,17,471,100.0,100.0,96.7,7,25,6,698,0,0,0,698,489,489,0,698,209,0
Luke Haggard,129442,T,INDIANA,9,99.9,1,190,65.5,71.2,57.3,7,9,445,99.8,99.8,97.5,2,19,3,698,0,0,694,699,474,475,0,0,224,5
Jaden Muskrat,123256,T,TULSA,10,100.0,1,320,60.2,60.9,60.0,3,17,391,100.0,100.0,96.4,5,24,4,698,0,0,2,698,417,417,0,696,281,0
Peter Skoronski,129737,T,NWESTERN,9,100.0,0,256,86.1,93.1,77.0,2,2,370,100.0,100.0,99.2,3,5,1,694,0,0,692,694,383,383,0,0,311,2
Ethan Wiederkehr,59969,T,NWESTERN,9,100.0,0,256,61.5,69.4,57.3,3,10,370,100.0,100.0,97.7,2,15,2,694,0,0,0,694,383,383,296,397,311,1
Ricky Stromberg,99066,C,ARKANSAS,9,100.0,0,111,78.4,74.3,79.6,0,9,306,99.4,99.4,98.5,5,9,0,694,694,0,0,694,319,321,0,0,375,0
Beaux Limmer,99067,G,ARKANSAS,9,100.0,1,111,81.4,79.5,83.0,1,6,305,99.3,99.4,97.9,4,10,3,694,6,3,0,694,318,320,685,0,376,0
Ilm Manning,75852,T,HAWAII,10,99.9,1,180,67.9,70.1,73.7,3,12,404,99.8,99.8,97.2,12,19,4,694,0,0,694,695,417,418,0,1,277,0
Brady Latham,99068,G,ARKANSAS,9,100.0,1,111,74.3,82.0,72.6,1,7,306,99.4,99.4,98.4,3,9,1,694,0,691,3,694,319,321,0,0,375,0
Logan Zschernitz,100262,G,N ILLINOIS,10,100.0,0,254,59.8,56.4,60.0,4,7,288,100.0,100.0,98.1,3,11,0,693,0,0,0,693,303,303,693,0,390,0
Marcellus Johnson,77529,T,E MICHIGAN,10,100.0,1,160,69.0,64.9,68.0,3,18,334,99.7,99.7,96.0,3,24,3,692,0,0,692,692,363,364,0,0,329,0
Sidy Sow,59675,G,E MICHIGAN,10,100.0,0,160,74.5,68.1,75.8,3,12,334,99.7,99.7,97.2,1,17,2,692,0,692,0,692,363,364,0,0,329,0
Caleb Etienne,144643,T,OKLA STATE,9,100.0,0,262,51.4,63.6,41.4,6,13,392,100.0,100.0,97.3,1,20,1,692,0,0,692,692,419,419,0,0,273,0
Luke Jones,81780,T,ARKANSAS,9,100.0,0,111,73.6,75.3,69.3,3,13,305,99.3,99.4,96.7,1,18,2,691,0,0,691,691,318,320,0,0,373,0
Jalen Grant,130364,G,BOWL GREEN,10,100.0,1,122,59.8,55.5,68.6,1,13,391,100.0,100.0,97.2,14,18,4,691,154,537,0,691,419,419,0,0,272,0
Nick Rosi,77511,T,TOLEDO,10,100.0,0,316,77.9,73.7,77.1,0,9,350,100.0,100.0,97.9,2,12,3,690,0,2,0,690,368,368,131,557,322,0
Dylan Deatherage,60242,T,W MICHIGAN,10,100.0,0,347,58.8,53.1,61.6,2,14,354,100.0,100.0,95.2,4,25,9,687,0,0,465,687,379,379,220,0,308,0
Brian Dooley,77531,T,E MICHIGAN,10,100.0,0,160,71.5,75.7,67.1,3,10,332,99.7,99.7,97.1,3,16,3,686,0,0,0,686,360,361,2,684,326,0
AJ Gillie,98043,G,LA LAFAYET,10,100.0,0,207,72.4,70.2,72.6,1,6,370,100.0,100.0,98.5,1,9,2,686,0,684,0,686,386,386,1,0,300,0
Dalton Wagner,58493,T,ARKANSAS,9,100.0,0,111,80.2,79.4,76.0,3,11,306,99.4,99.4,97.1,2,16,2,685,0,0,0,685,319,321,0,685,366,0
Addison West,98272,G,W MICHIGAN,10,100.0,1,347,66.8,69.4,67.2,2,13,353,100.0,100.0,97.6,6,16,1,684,0,293,0,684,377,377,389,0,307,0
Bronson Warner,151181,G,BOWL GREEN,10,100.0,0,122,52.6,53.2,52.8,5,9,387,100.0,100.0,97.2,6,18,4,683,0,0,0,683,415,415,682,0,268,0
Roger Rosengarten,131912,T,WASHINGTON,9,100.0,0,340,76.8,79.0,72.3,1,12,406,100.0,100.0,98.4,5,13,0,682,0,0,0,682,436,436,3,679,246,0
Micah Vanterpool,52075,G,HAWAII,10,100.0,0,180,71.0,69.9,70.3,2,10,394,100.0,100.0,98.5,0,12,0,680,0,2,0,680,407,407,678,0,273,0
Cole Smith,99094,G,MISS STATE,9,100.0,0,227,65.3,72.1,61.2,2,11,469,100.0,100.0,98.6,1,13,0,678,0,0,0,678,497,497,677,0,181,0
Troy Fautanu,100521,T,WASHINGTON,9,100.0,0,340,78.1,78.6,75.9,1,10,405,100.0,100.0,98.6,6,11,0,677,0,52,621,677,434,434,0,2,243,1
Jacob Gideon,72705,C,W MICHIGAN,10,100.0,1,347,66.0,63.2,66.3,4,4,347,100.0,100.0,98.0,5,11,3,676,674,0,0,676,372,372,0,0,304,0
Nick Jones,146837,T,MISS STATE,9,100.0,0,227,62.8,71.5,55.8,4,3,467,100.0,100.0,98.2,2,12,5,674,0,255,419,674,495,495,0,0,179,0
Logan Osburn,53851,C,MARSHALL,9,100.0,0,214,65.5,71.9,62.1,1,7,322,100.3,100.3,97.8,1,11,3,673,673,0,0,673,340,339,0,0,333,0
Parker Titsworth,97656,C,OHIO,10,100.0,1,259,64.6,63.5,64.4,2,13,372,100.0,100.0,97.7,3,16,1,673,673,0,0,673,390,390,0,0,283,0
Andrew Meyer,81910,C,UTEP,10,100.0,0,330,68.0,73.4,66.3,2,6,360,100.0,100.0,98.6,4,9,1,672,672,0,0,672,382,382,0,0,290,0
Samuel Jackson,55403,G,UCF,9,100.0,0,323,68.0,77.1,66.8,0,7,309,100.0,100.0,97.9,3,10,3,671,0,671,0,671,330,330,0,0,341,0
Micah Mazzccua,122273,G,BAYLOR,9,100.0,0,118,76.2,68.3,79.1,2,6,304,100.0,100.0,98.4,5,9,1,671,0,671,0,671,317,317,0,0,354,0
Hagen Meservy,59986,G,OHIO,10,100.0,0,259,77.7,79.8,79.1,2,9,372,100.0,100.0,98.5,4,11,0,670,0,0,0,670,390,390,593,75,280,2
Pat Bartlett,55191,G,GA STATE,9,100.0,0,175,70.2,63.7,70.6,1,6,273,100.0,100.0,98.7,2,7,0,670,0,0,0,670,296,296,667,2,374,0
Dillon Wade,123265,T,TULSA,10,100.0,0,320,62.2,66.8,60.6,5,10,373,100.0,100.0,96.6,6,20,5,668,0,0,668,668,395,395,0,0,273,0
Nick Broeker,99084,G,OLE MISS,9,100.0,1,226,66.7,67.1,65.4,4,7,262,100.0,100.0,97.9,3,11,0,668,0,650,17,668,283,283,0,0,385,1
Pichon Wimbley,158371,G,GA SOUTHRN,10,100.0,0,174,56.8,68.2,52.4,5,12,419,100.0,100.0,97.7,3,18,1,667,0,667,0,667,442,442,0,0,225,0
Jacob Gall,55024,C,BAYLOR,9,100.0,0,118,81.8,80.4,79.6,3,5,302,100.0,100.0,98.7,1,8,0,667,667,0,0,667,315,315,0,0,352,0
Connor Galvin,77450,T,BAYLOR,9,100.0,0,118,72.7,70.3,71.2,2,8,302,100.0,100.0,96.7,2,15,5,667,0,0,666,667,315,315,0,0,352,1
Lokahi Pauole,98548,G,UCF,9,100.0,0,323,68.6,87.8,63.5,2,4,307,100.0,100.0,99.0,1,6,0,667,7,0,0,667,328,328,660,0,339,0
Davion Carter,158004,G,MEMPHIS,9,100.0,0,218,62.2,85.1,54.3,0,5,380,100.0,100.0,99.1,2,6,1,666,0,0,0,666,406,406,666,0,260,0
Blake Freeland,102844,T,BYU,10,100.0,0,128,89.2,89.5,84.0,3,5,367,100.0,100.0,98.9,2,8,0,665,0,0,665,665,392,392,0,0,273,0
Anthony Whigan,101555,G,AKRON,10,100.0,0,102,56.5,56.8,58.7,4,16,440,100.0,100.0,96.8,7,24,4,665,0,0,0,665,455,455,665,0,210,0
Matthew Lee,98544,C,UCF,9,100.0,0,323,73.4,89.2,67.0,0,2,307,100.0,100.0,99.7,1,2,0,664,664,0,0,664,327,327,0,0,337,0
Tylan Grable,109425,T,UCF,9,98.8,1,323,76.6,83.4,71.1,1,10,301,97.4,97.6,97.2,1,14,3,663,0,0,622,671,322,330,0,0,341,46
Clark Barrington,81598,G,BYU,10,100.0,0,128,71.0,84.0,66.6,1,6,367,100.0,100.0,98.8,1,8,1,661,0,661,0,661,392,392,0,0,269,0
Malik Sumter,55194,C,GA STATE,9,100.0,1,175,59.4,60.6,58.0,1,7,266,100.0,100.0,98.5,2,8,0,660,660,0,0,660,288,288,0,0,372,0
Jack Freeman,77435,C,HOUSTON,9,100.0,1,182,65.3,77.8,64.8,0,12,396,100.0,100.0,98.2,7,13,1,660,660,0,0,660,420,420,0,0,240,0
Reggie Smith,81828,G,S ALABAMA,9,100.0,0,288,61.0,63.1,60.2,2,6,330,100.0,100.0,97.9,2,11,3,659,2,0,0,659,347,347,657,0,312,0
Nathan Thomas,98390,T,LA LAFAYET,10,99.5,0,207,67.5,62.5,68.9,5,8,356,99.2,99.2,98.2,2,13,0,659,0,0,653,662,371,374,0,0,288,8
Ryan Swoboda,77576,T,UCF,9,99.8,0,323,78.6,78.0,77.1,1,13,303,99.7,99.7,96.7,3,17,3,659,0,0,0,660,324,325,0,656,335,4
X'Zauvea Gadlin,77580,T,LIBERTY,9,100.0,0,206,78.5,86.5,74.5,0,8,338,100.0,100.0,98.5,2,9,1,657,0,239,52,657,357,357,0,360,300,6
Ethan Driskell,98530,T,MARSHALL,9,100.0,0,214,51.6,56.1,53.3,2,13,314,100.3,100.3,96.3,7,19,4,656,0,0,655,656,331,330,0,0,325,1
Zach Frazier,123419,C,W VIRGINIA,9,100.0,1,343,78.5,75.8,78.9,1,7,349,100.0,100.0,98.3,5,10,2,655,655,0,0,655,371,371,0,0,284,0
Trevor Downing,77472,C,IOWA STATE,9,100.0,0,193,58.0,57.0,58.1,2,16,392,100.0,100.0,97.4,2,19,1,655,654,0,0,655,408,408,0,0,247,0
Josh Baker,131560,C,ARIZONA,9,100.0,0,109,54.7,65.3,46.6,1,11,410,100.0,100.0,98.5,1,12,0,655,655,0,0,655,435,435,0,0,220,0
Febechi Nwaiwu,145324,G,N TEXAS,10,100.0,0,251,66.5,70.8,64.7,1,6,294,100.0,100.0,98.8,3,7,0,654,0,0,0,654,312,312,654,0,342,0
Tyler Miller,122526,T,IOWA STATE,9,100.0,0,193,56.5,57.2,58.1,4,19,392,100.0,100.0,96.3,4,26,3,654,0,0,654,654,408,408,0,0,246,0
Ed Montilus,77353,G,N CAROLINA,9,100.0,0,245,47.7,45.7,47.1,5,14,390,100.0,100.0,96.5,6,23,4,654,0,654,0,654,409,409,0,0,245,0
Asim Richards,99674,T,N CAROLINA,9,100.0,0,245,65.2,77.4,55.4,1,5,390,100.0,100.0,99.0,3,7,1,654,0,0,653,654,409,409,0,0,245,1
Jordan Morgan,98652,T,ARIZONA,9,100.0,0,109,83.1,81.7,78.8,2,14,409,100.0,100.0,97.8,2,17,1,653,0,0,650,653,434,434,0,0,219,1
Kevin Davis,60199,G,UTSA,9,100.0,1,331,68.5,79.0,64.8,1,5,361,100.0,100.0,98.6,2,8,2,652,0,0,0,652,383,383,651,0,269,0
John Champe,130545,G,N ILLINOIS,10,100.0,0,254,65.7,59.1,65.7,2,4,263,100.0,100.0,98.5,1,7,1,652,0,651,1,652,278,278,0,0,374,0
Taylor Miterko,99428,G,OKLA STATE,9,100.0,1,262,47.7,40.3,46.9,7,19,372,100.0,100.0,96.5,2,26,0,651,0,651,0,651,398,398,0,0,253,0
Corey Gaynor,59844,C,N CAROLINA,9,100.0,1,245,61.6,75.2,56.5,1,4,389,100.0,100.0,98.8,4,7,2,650,650,0,0,650,408,408,0,0,242,0
Jake Hornibrook,100519,G,STANFORD,9,100.0,0,300,63.4,56.9,63.3,2,9,379,100.0,100.0,98.0,1,13,2,649,0,649,0,649,403,403,0,0,246,0
Kameron Jones,81739,T,MISS STATE,9,100.0,2,227,62.3,63.5,63.6,4,18,450,100.0,100.0,96.9,8,25,3,649,0,0,0,649,478,478,0,648,171,0
Jarrod Hufford,99440,G,IOWA STATE,9,100.0,0,193,66.6,70.3,64.5,2,11,389,100.0,100.0,98.1,1,14,1,649,0,648,0,649,404,404,0,0,245,0
David Hudson,59802,C,LA LAFAYET,10,100.0,2,207,61.4,60.9,63.3,2,9,357,100.0,100.0,97.9,7,13,2,648,552,1,0,648,371,371,95,0,277,0
Marcus Bryant,121917,T,SMU,8,100.0,0,287,78.6,86.3,68.3,1,5,357,100.0,100.0,98.6,0,8,2,647,0,0,637,647,383,383,0,0,264,10
Andrew Raym,122940,C,OKLAHOMA,9,100.0,2,261,68.7,62.5,69.8,3,9,311,100.0,100.0,97.7,4,13,1,646,645,0,0,646,328,328,0,0,318,0
DJ Scaife Jr.,77378,T,MIAMI FL,9,100.0,0,220,68.9,82.0,62.8,2,8,356,100.0,100.0,98.3,7,11,1,645,0,0,0,645,381,381,5,637,264,2
Chester Baah,98089,G,TULSA,9,100.0,2,320,51.8,41.1,53.2,7,11,358,100.0,100.0,96.1,5,23,5,645,0,598,47,645,383,383,0,0,262,0
Weston Wright,77494,G,TEXAS TECH,8,100.0,0,315,54.5,48.5,54.2,2,13,399,100.0,100.0,97.1,3,19,4,644,0,644,0,644,414,414,0,0,230,0
Brian Driscoll,100534,C,CAL,9,100.0,0,130,53.6,60.1,48.6,1,11,396,100.0,100.0,97.5,4,16,4,644,430,214,0,644,422,422,0,0,222,0
Chris Murray,81885,G,OKLAHOMA,9,100.0,0,261,63.0,81.3,59.6,1,5,309,100.0,100.0,99.0,4,6,0,642,0,0,0,642,326,326,639,0,316,0
Logan Taylor,151098,T,VIRGINIA,9,100.0,0,335,54.9,34.0,72.8,3,26,374,100.0,100.0,95.3,6,32,3,642,0,1,534,642,396,396,1,106,246,0
Chandler Dolphin,60187,C,UTAH ST,9,100.0,0,329,64.4,70.1,64.6,1,6,304,100.0,100.0,98.8,6,7,0,642,642,0,0,642,331,331,0,0,311,0
Justin Osborne,99071,G,SMU,9,100.0,0,287,71.9,79.7,68.3,1,5,361,100.0,100.0,99.2,0,6,0,641,0,0,0,641,385,385,641,0,256,0
Joshua Pena,121864,G,NAVY,9,100.0,0,237,59.7,55.8,59.0,0,2,117,100.0,100.0,99.1,1,2,0,641,0,0,0,641,126,126,641,0,515,0
DeVonte Gordon,98391,T,WAKE,9,100.0,0,339,73.3,79.9,66.9,1,8,358,100.0,100.0,97.9,3,12,3,640,0,0,3,640,383,383,0,637,257,0
Kendall Major,100243,G,TOLEDO,10,100.0,1,316,52.6,55.9,53.4,1,15,321,100.0,100.0,97.2,6,17,1,639,181,0,0,639,337,337,458,0,302,0
Kyle Hergel,87427,G,TEXAS ST,9,100.0,0,314,73.4,84.3,71.0,0,6,373,100.0,100.0,99.2,4,6,0,639,0,1,0,639,387,387,635,0,252,2
Avery Jones,77352,C,E CAROLINA,9,100.0,0,156,60.7,77.4,56.7,3,2,353,100.0,100.0,99.0,4,6,1,639,639,0,0,639,372,372,0,0,267,0
Bryan Hudson,98241,C,LOUISVILLE,9,100.0,0,210,75.2,74.3,73.4,2,7,303,100.0,100.0,97.9,1,11,2,638,638,0,0,638,322,322,0,0,316,0
John Campbell Jr.,77383,T,MIAMI FL,9,100.0,0,220,62.6,73.2,54.3,4,8,363,100.0,100.0,97.2,2,16,4,637,0,0,634,637,387,387,0,0,250,2
Derek Devine,99664,G,VIRGINIA,9,100.0,0,335,56.9,61.1,54.6,1,9,371,100.0,100.0,97.8,6,13,3,637,0,0,0,637,392,392,635,1,245,1
Josh Lugg,59982,G,NOTRE DAME,9,100.0,0,258,73.5,78.0,71.9,0,7,268,100.0,100.0,98.7,2,7,0,636,0,0,0,636,281,281,636,0,355,0
Joe Alt,147481,T,NOTRE DAME,9,100.0,0,258,91.5,84.6,90.7,1,2,268,100.0,100.0,99.4,1,3,0,636,0,0,635,636,281,281,0,0,355,1
Zeke Correll,53431,C,NOTRE DAME,9,100.0,0,258,66.6,70.3,64.1,4,5,268,100.0,100.0,98.3,1,9,0,636,636,0,0,636,281,281,0,0,355,0
Adrein Strickland,147205,T,S ALABAMA,9,100.0,0,288,55.3,54.3,57.1,3,12,321,100.0,100.0,97.0,4,17,2,636,0,0,0,636,338,338,2,624,298,9
Travis Glover,81658,T,GA STATE,9,100.0,2,175,56.6,65.5,52.8,2,7,255,100.0,100.0,98.2,3,9,0,635,0,307,3,635,278,278,0,323,357,1
Will Putnam,99655,C,CLEMSON,9,100.0,0,140,65.8,69.6,63.0,1,5,319,100.0,100.0,98.7,1,7,1,634,634,0,0,634,336,336,0,0,298,0
Ashton Gist,122182,C,CHARLOTTE,10,100.0,0,136,69.2,69.4,68.3,3,7,371,100.0,100.0,98.4,1,11,1,633,633,0,0,633,403,403,0,0,230,0
Jayden Williams,146815,T,OLE MISS,9,100.0,0,226,48.9,70.9,42.3,5,10,248,100.0,100.0,96.2,3,17,2,633,0,0,633,633,268,268,0,0,365,0
Brendan Bordner,56812,T,FAU,9,99.7,0,165,63.1,80.2,55.6,3,3,300,99.3,99.4,98.7,4,7,1,631,0,0,621,633,314,316,0,0,317,10
Jonah Monheim,86461,T,USC,9,100.0,1,326,81.0,83.8,80.5,0,16,360,100.0,100.0,97.8,7,16,0,631,0,0,0,631,384,384,81,549,247,0
Jalen Rivers,122221,G,MIAMI FL,9,100.0,0,220,60.6,73.3,53.6,2,9,356,100.0,100.0,97.9,0,13,2,631,0,631,0,631,382,382,0,0,249,0
Spencer Holstege,101600,G,PURDUE,9,100.0,0,273,67.9,85.4,60.9,0,7,373,100.0,100.0,99.1,1,7,0,631,0,631,0,631,399,399,0,0,232,0
Cam'Ron Johnson,101018,G,HOUSTON,9,100.0,0,182,64.2,78.5,61.4,1,7,373,100.0,100.0,98.7,5,9,1,630,0,630,0,630,396,396,0,0,234,0
Brett Neilon,55555,C,USC,9,100.0,1,326,83.9,87.1,81.0,0,6,360,100.0,100.0,99.2,1,6,0,630,630,0,0,630,384,384,0,0,246,0
Marcus Minor,59831,G,PITTSBURGH,9,100.0,0,268,72.5,64.7,74.4,4,8,288,100.0,100.0,96.5,3,16,4,630,0,630,0,630,299,299,0,0,331,0
Nishad Strother,98057,G,E CAROLINA,9,100.0,0,156,67.2,51.2,72.7,0,10,346,100.0,100.0,98.6,3,10,0,630,0,629,0,630,365,365,0,0,265,0
Jacob Peace,78371,G,FIU,9,100.0,0,166,42.3,38.6,42.6,5,21,384,100.0,100.0,95.8,4,29,3,629,0,0,0,629,403,403,523,106,226,0
Chaz Neal,77325,T,FAU,9,100.0,0,165,49.4,54.0,49.2,4,14,302,100.0,100.0,96.7,3,19,1,628,0,0,0,628,315,315,0,625,313,3
Willie Lampkin,122344,C,COAST CAR,9,100.0,0,141,82.3,78.3,82.1,0,4,296,100.0,100.0,99.0,4,5,1,628,628,0,0,628,312,312,0,0,316,0
Nick Weber,59684,C,FAU,9,100.0,0,165,63.8,81.1,59.1,1,6,302,100.0,100.0,98.5,3,8,1,628,628,0,0,628,315,315,0,0,313,0
Marcus Tate,144140,G,CLEMSON,9,100.0,0,140,63.6,72.5,62.3,1,2,319,100.0,100.0,98.6,3,6,3,628,0,628,0,628,336,336,0,0,292,0
