player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jacoby Brissett,10725,QB,CLV,8,2.92,2.71,3.66,5.72,282,8,80.9,115,119,6.6,1.97,3,4,3.3,70.6,84,16,9.7,121,42.9,9,42,,,,86.5,85.8,81.4,83.5,,,,,1,1,125,12.5,100.4,1.7,2,0,0,0,6,1,0.8,748,6.3,70.7,116,133,12.0,3.63,1,8,5.5,59.4,79,67,3.7,161,57.1,3,54,,,,26.2,61.7,82.7,58.0,,,76.6,,2,4,175,20.9,76.5,8.7,14,14,0,14,1,12,6.9,1114,8.4
Kirk Cousins,7102,QB,MIN,7,2.66,2.58,2.89,5.32,282,18,76.6,111,117,4.1,1.96,2,3,2.4,67.5,79,32,7.1,120,42.6,6,36,,,,86.7,65.0,81.5,64.4,,,,,2,2,128,9.4,88.8,2.5,3,0,0,2,5,3,2.3,654,5.6,80.5,123,145,8.7,3.17,1,5,3.2,66.2,96,64,3.0,162,57.4,3,60,,,,49.4,77.6,82.7,75.2,,,70.1,,3,3,175,17.2,93.5,6.8,11,6,0,18,6,6,3.4,1080,7.4
Geno Smith,7820,QB,SEA,8,2.73,2.55,3.64,5.2,280,29,83.1,130,133,6.7,1.98,2,5,3.5,78.9,105,29,2.8,137,48.9,3,46,,,,87.6,81.1,82.0,79.2,,,,,0,1,146,13.8,102.9,2.9,4,0,0,1,4,4,2.7,937,7.0,73.6,106,116,11.0,3.46,2,12,9.2,65.5,76,61,2.6,143,51.1,2,50,,,,88.2,88.5,27.4,82.8,,,89.0,,0,2,158,24.6,110.8,10.5,15,12,0,8,9,6,3.8,987,8.5
Daniel Jones,39395,QB,NYG,8,3.18,2.87,3.59,4.98,276,21,81.3,75,77,3.4,1.87,2,0,0.0,74.0,57,18,6.6,80,29.0,4,22,,,,84.0,53.1,80.1,53.4,,,,,0,0,89,16.7,95.0,3.8,3,0,0,0,2,1,1.1,417,5.4,75.8,124,143,8.5,3.71,4,3,1.9,60.1,86,107,8.5,196,71.0,8,66,,,,28.2,71.8,83.4,66.0,,,79.8,,2,2,212,19.6,84.3,10.7,21,32,0,13,4,9,4.2,982,6.9
Lamar Jackson,46416,QB,BLT,8,3.12,2.8,4.34,5.91,271,3,82.9,105,112,5.1,1.86,6,4,3.4,72.3,81,7,6.9,112,41.3,6,40,,,,86.0,72.6,81.1,71.4,,,,,0,2,117,0.0,111.0,0.0,0,0,0,1,9,2,1.7,788,7.0,65.7,108,122,13.4,4.01,2,8,6.3,54.9,67,83,5.6,159,58.7,4,47,,,,46.8,64.2,82.5,60.1,,,74.8,,1,4,168,20.5,79.5,10.7,17,20,0,11,6,7,4.2,847,6.9
Jared Goff,10635,QB,DET,7,2.71,2.61,3.35,5.05,269,11,79.2,125,127,5.5,1.99,2,5,3.8,72.4,92,22,7.1,128,47.6,7,42,,,,86.8,78.6,81.6,76.9,,,,,0,1,131,4.5,108.3,0.8,1,0,0,0,8,2,1.5,859,6.8,69.7,109,121,12.1,3.37,0,5,3.8,55.4,67,65,11.8,141,52.4,9,48,,,,28.3,53.7,82.2,55.6,,,48.1,,0,5,155,18.5,78.0,8.5,12,8,0,12,4,11,7.1,1045,8.6
Carson Wentz,10636,QB,WAS,6,2.61,2.43,3.38,4.68,266,32,75.4,130,135,4.7,1.94,2,2,1.4,68.1,92,30,6.1,139,52.3,6,44,,,,87.5,55.4,81.9,55.5,,,,,2,4,144,13.3,83.4,2.9,4,0,0,1,6,4,2.8,714,5.3,72.0,82,97,13.6,3.33,5,10,8.9,53.6,52,59,11.9,127,47.7,7,27,,,,63.4,70.6,81.9,66.8,,,76.5,,1,2,143,32.2,85.2,15.0,19,11,0,9,4,6,4.2,775,8.0
Russell Wilson,7077,QB,DEN,7,2.78,2.66,3.02,4.36,264,10,73.7,114,116,6.8,1.9,2,3,2.5,66.4,77,19,8.3,124,47.0,7,34,,,,86.8,59.7,81.5,59.4,,,,,0,2,130,42.1,88.6,6.5,8,0,0,0,4,3,2.3,748,6.4,68.8,93,111,13.6,3.57,5,6,4.9,51.4,57,63,10.9,140,53.0,7,39,,,,65.7,64.4,82.2,63.5,,,62.6,,1,2,154,23.8,78.9,10.7,15,14,0,12,2,5,3.2,947,8.5
Derek Carr,8671,QB,LV,7,2.73,2.6,3.56,5.14,259,23,77.2,114,123,5.4,1.95,2,1,0.8,67.5,83,19,5.7,124,47.9,5,40,,,,86.9,57.7,81.6,57.6,,,,,1,1,132,5.3,91.4,0.8,1,0,0,6,5,4,3.0,678,5.5,70.1,97,114,13.3,3.44,0,7,5.8,57.9,66,68,2.9,135,52.1,2,45,,,,41.0,72.2,19.1,68.9,,,81.7,,5,4,144,20.6,81.8,10.4,14,7,0,12,4,7,4.9,941,8.3
Davis Mills,52269,QB,HST,7,2.44,2.39,2.89,4.95,254,13,72.9,133,138,5.9,1.94,3,2,1.4,65.9,91,34,6.2,143,56.3,6,34,,,,87.4,70.0,81.9,68.9,,,,,1,4,144,14.7,77.2,3.5,5,0,0,1,4,2,1.4,749,5.4,72.7,88,98,9.4,3.09,2,5,4.6,59.2,58,62,9.4,111,43.7,6,27,,,,59.9,67.8,81.3,66.7,,,63.1,,4,2,123,17.7,88.5,9.9,11,2,0,4,4,2,1.6,753,7.7
Jalen Hurts,40291,QB,PHI,7,2.83,2.53,3.81,4.9,254,24,88.2,119,127,3.6,1.91,6,1,0.8,75.6,96,27,8.6,130,51.2,9,49,,,,87.0,84.9,81.6,82.8,,,,,1,1,133,11.1,105.3,2.3,3,0,0,1,5,1,0.8,926,7.3,68.5,73,85,14.2,3.82,0,8,8.3,54.1,46,53,8.0,123,48.4,4,42,,,,87.1,81.5,81.7,79.9,,,68.4,,1,1,135,24.5,104.7,10.6,13,25,0,11,5,3,2.2,873,10.3
Justin Fields,82118,QB,CHI,8,3.43,2.83,3.98,5.5,228,6,72.6,62,68,2.6,1.76,5,0,0.0,61.8,42,14,6.7,71,31.1,3,13,,,,83.2,36.1,79.6,37.5,,,,,0,2,78,21.4,71.5,4.2,3,0,0,1,2,2,2.6,333,4.9,65.5,84,91,15.7,4.18,1,5,5.1,56.0,51,102,7.3,157,68.9,4,56,,,,25.0,74.2,30.0,61.3,,,91.0,,2,4,167,27.5,88.4,17.8,28,38,0,4,5,11,6.6,866,9.5
Jimmy Garoppolo,8697,QB,SF,7,2.46,2.39,3.19,3.8,226,28,80.2,116,126,4.8,1.88,8,2,1.5,71.4,90,26,3.2,128,56.6,3,49,,,,87.0,72.4,81.6,71.2,,,,,1,1,133,7.7,108.4,1.6,2,0,0,1,6,2,1.5,1035,8.2,65.0,80,83,11.9,3.21,3,9,9.9,59.0,49,36,5.8,98,43.4,3,28,,,,37.5,60.6,80.9,58.0,,,75.0,,0,3,110,36.1,89.2,13.3,13,2,0,0,5,6,5.5,655,7.9
Marcus Mariota,9435,QB,ATL,8,3.08,2.84,3.68,4.81,215,2,77.9,77,80,4.5,1.83,3,0,0.0,72.5,58,13,3.3,85,39.5,2,26,,,,83.9,63.3,80.0,62.8,,,,,0,1,86,38.5,104.9,5.9,5,0,0,0,6,2,2.3,434,5.4,61.1,90,98,14.8,3.89,0,5,4.5,55.1,54,64,1.8,130,60.5,1,48,,,,24.2,64.9,81.9,67.6,,,48.3,,0,5,143,21.9,82.8,10.8,14,18,0,8,4,8,5.6,998,10.2
Tua Tagovailoa,60326,QB,MIA,6,2.5,2.42,3.09,4.94,200,17,78.3,106,108,7.9,1.83,1,2,1.8,70.4,76,10,8.4,109,54.5,7,45,,,,85.8,88.6,81.0,86.1,,,,,0,0,114,10.0,114.9,0.9,1,0,0,1,6,2,1.8,923,8.5,80.8,73,78,12.4,3.33,1,5,6.1,69.2,54,34,8.5,90,45.0,5,34,,,,53.7,78.3,80.3,79.7,,,48.6,,1,3,95,20.6,109.7,7.8,7,5,0,3,6,8,8.4,755,9.7
Kenny Pickett,60515,QB,PIT,5,2.78,2.54,3.68,4.89,190,25,79.5,83,84,6.3,1.97,1,2,2.2,76.2,64,8,3.0,85,44.7,2,30,,,,84.2,61.3,80.1,61.0,,,,,0,3,90,12.5,83.5,1.2,1,0,0,0,2,3,3.3,501,6.0,71.6,74,80,8.9,3.44,1,1,1.1,60.0,48,46,9.4,105,55.3,5,28,,,,58.3,60.7,6.2,58.3,,,70.6,,0,5,116,23.9,50.1,10.5,11,14,0,5,0,5,4.3,461,5.8
Baker Mayfield,46518,QB,CAR,5,2.71,2.51,4.07,5.62,177,5,73.6,72,77,4.9,1.79,5,2,2.5,66.2,51,7,3.8,80,45.2,2,18,,,,48.7,61.7,79.8,61.3,,,,,0,2,83,42.9,83.9,3.8,3,0,0,0,2,3,3.6,532,6.9,58.1,62,76,9.3,3.57,4,1,1.2,43.4,33,46,8.3,94,53.1,3,18,,,,84.9,48.8,80.6,49.0,,,59.1,,2,2,102,26.1,59.6,12.8,12,6,0,8,2,2,2.0,430,5.7
Andy Dalton,6187,QB,NO,5,2.56,2.48,3.8,4.45,169,20,82.9,82,88,6.5,1.93,2,3,3.4,75.0,66,11,2.9,88,52.1,2,39,,,,84.1,87.2,80.1,84.9,,,,,1,2,89,0.0,119.6,0.0,0,0,0,3,8,3,3.4,723,8.2,70.5,61,73,11.5,3.24,0,4,5.1,53.4,39,30,9.3,81,47.9,4,19,,,,50.2,75.3,80.0,73.2,,,67.1,,4,2,87,13.3,65.8,4.9,4,4,0,8,1,2,2.3,456,6.2
Joe Flacco,4332,QB,NYJ,3,2.63,2.59,3.04,4.8,165,22,82.9,70,76,5.4,1.91,3,0,0.0,67.1,51,18,12.1,78,47.3,7,25,,,,83.5,66.7,79.8,66.0,,,,,2,2,83,11.1,86.6,2.6,2,0,0,1,4,0,0.0,401,5.3,65.6,64,79,11.5,3.27,1,3,3.7,50.6,40,43,4.8,87,52.7,2,24,,,,23.5,45.0,80.1,45.0,,,63.3,,5,1,90,16.3,69.6,8.0,7,1,0,9,1,6,6.7,500,6.3
Cooper Rush,12324,QB,DAL,6,2.44,2.4,2.81,5.3,165,9,69.4,72,78,5.5,1.89,4,0,0.0,61.5,48,21,4.0,80,48.5,2,20,,,,48.9,57.9,79.8,57.8,,,,,2,0,82,9.5,85.6,2.5,2,0,0,0,2,1,1.2,443,5.7,68.7,67,77,12.9,2.99,2,3,3.5,54.5,42,31,8.7,84,50.9,4,30,,,,84.3,56.1,80.2,56.9,,,54.2,,1,3,92,16.1,75.5,6.0,5,2,0,7,3,7,7.6,577,7.5
Mac Jones,60323,QB,NE,5,2.78,2.52,3.2,4.81,164,19,73.2,56,59,3.5,1.75,1,0,0.0,67.8,40,8,2.4,61,37.2,1,7,,,,81.8,36.9,0.0,39.7,,,,,0,2,64,25.0,70.4,3.3,2,0,0,2,2,2,3.1,208,3.5,71.6,74,79,13.3,3.38,1,7,8.3,64.6,51,40,3.8,103,62.8,2,41,,,,56.8,61.7,80.9,59.6,,,66.5,,0,5,109,22.5,75.1,8.7,9,15,0,4,1,7,6.4,785,9.9
Ryan Tannehill,7014,QB,TEN,6,2.7,2.59,3.23,5.5,164,31,82.8,64,67,5.3,2.0,2,2,2.8,71.6,48,23,9.4,69,42.1,5,23,,,,45.5,63.9,79.4,63.4,,,,,1,1,73,8.7,100.8,2.9,2,0,0,0,4,2,2.7,408,6.1,77.9,68,78,10.0,3.24,1,3,3.4,60.3,47,47,11.3,94,57.3,6,32,,,,85.1,71.0,80.6,70.6,,,58.4,,4,2,103,25.5,87.0,12.8,12,4,0,5,2,3,2.9,689,8.8
Zach Wilson,82096,QB,NYJ,5,3.19,3.07,3.89,5.09,160,22,80.3,61,64,4.3,1.92,2,0,0.0,71.9,46,9,6.1,65,40.6,3,23,,,,82.4,73.6,79.2,72.4,,,,,1,2,69,11.1,88.4,1.5,1,0,0,0,2,1,1.4,446,7.0,59.3,59,78,13.1,4.1,3,3,3.7,41.0,32,51,8.6,94,58.8,3,23,,,,84.8,39.5,80.5,38.4,,,66.1,,2,3,98,17.6,56.7,9.6,9,7,0,14,1,9,9.2,602,7.7
Mitchell Trubisky,11757,QB,PIT,5,2.74,2.58,4.29,4.23,140,25,66.2,65,69,7.3,1.97,2,2,2.7,59.4,41,13,4.7,69,49.3,2,16,,,,82.8,73.1,79.4,71.9,,,,,1,2,73,0.0,73.4,0.0,0,0,0,1,3,1,1.4,321,4.7,68.4,57,58,13.5,3.49,0,5,7.9,63.8,37,30,5.1,71,50.7,2,25,,,,83.2,67.7,79.6,68.0,,,55.9,,1,0,77,30.0,89.4,12.7,9,4,0,0,0,3,3.9,476,8.2
Jameis Winston,9434,QB,NO,3,2.68,2.53,3.45,5.6,127,20,79.3,58,60,7.2,1.94,2,2,3.2,73.3,44,12,4.3,63,49.6,2,17,,,,82.0,76.2,78.9,74.7,,,,,0,1,65,25.0,100.9,4.8,3,0,0,0,3,2,3.1,403,6.7,62.5,48,53,17.9,3.41,0,5,8.5,54.7,29,28,3.3,64,50.4,1,18,,,,43.1,57.9,79.2,58.1,,,58.1,,1,4,70,28.6,58.3,12.5,8,3,0,4,1,5,7.1,455,8.6
Bailey Zappe,60396,QB,NE,4,2.77,2.69,3.27,6.9,99,19,87.5,40,43,3.0,1.94,2,0,0.0,76.7,33,6,5.7,43,43.4,2,13,,,,80.0,76.8,77.7,75.3,,,,,0,1,47,0.0,92.5,0.0,0,0,0,1,1,0,0.0,293,6.8,73.3,45,49,11.3,3.41,1,1,1.9,65.3,32,20,3.0,56,56.6,1,24,,,,39.3,69.6,0.0,69.0,,,66.4,,0,2,62,30.0,108.2,10.7,6,1,0,3,4,2,3.2,488,10.0
P.J. Walker,12134,QB,CAR,4,2.31,2.25,2.82,4.7,88,5,75.0,52,54,3.8,1.74,2,2,3.6,70.4,38,6,2.6,56,63.6,1,16,,,,81.2,57.3,78.5,57.3,,,,,0,1,57,33.3,79.9,3.6,2,0,0,0,0,1,1.8,348,6.4,52.0,25,26,20.3,3.41,0,7,25.0,46.2,12,10,7.7,31,35.2,1,11,,,,78.1,91.8,76.6,91.5,,,59.5,,0,0,34,30.0,121.6,9.7,3,2,0,1,3,0,0.0,266,10.2
Dak Prescott,10769,QB,DAL,3,2.52,2.5,2.5,4.5,87,9,83.3,36,37,4.8,1.89,0,0,0.0,75.7,28,7,6.7,39,44.8,2,15,,,,78.9,67.4,77.1,66.7,,,,,1,0,39,28.6,103.9,5.1,2,0,0,0,1,1,2.6,264,7.1,63.4,41,44,12.4,3.03,0,2,4.1,59.1,26,19,0.0,48,55.2,0,16,,,,80.9,59.5,78.3,59.9,,,58.3,,1,2,54,15.8,78.5,6.3,3,1,0,2,2,3,5.6,327,7.4
Taylor Heinicke,9896,QB,WAS,2,2.9,2.68,3.2,5.65,74,32,80.8,26,27,5.2,2.1,1,1,3.7,77.8,21,8,0.0,28,37.8,0,9,,,,77.0,66.4,75.9,65.7,,,,,0,0,28,12.5,121.3,3.6,1,0,0,0,2,0,0.0,194,7.2,64.7,34,37,7.7,3.47,1,1,2.7,59.5,22,27,0.0,45,60.8,0,16,,,,29.4,28.8,77.7,29.4,,,51.5,,0,2,46,7.4,70.3,4.4,2,6,0,2,1,7,15.2,286,7.7
Teddy Bridgewater,8667,QB,MIA,4,3.06,2.9,3.22,7.55,68,17,80.0,25,27,7.4,1.95,1,0,0.0,70.4,19,9,5.0,28,41.2,1,14,,,,77.4,77.4,76.1,75.9,,,,,0,2,30,11.1,96.2,3.6,1,0,0,1,2,2,6.7,270,10.0,65.5,29,33,11.5,3.84,0,0,0.0,54.5,18,26,5.3,40,58.8,1,11,,,,79.0,64.0,0.0,61.5,,,75.6,,2,1,40,19.2,76.8,12.5,5,2,0,2,1,2,5.0,252,7.6
Skylar Thompson,60417,QB,MIA,2,2.67,2.62,2.93,4.2,50,17,87.0,23,25,6.0,1.89,1,1,3.7,68.0,17,10,15.0,25,50.0,3,6,,,,76.8,78.9,75.8,77.3,,,,,1,0,27,0.0,86.3,0.0,0,0,0,0,0,1,3.7,165,6.6,57.9,19,21,10.6,3.45,0,1,4.0,42.9,9,17,18.2,25,50.0,2,6,,,,26.0,63.5,76.1,58.5,,,74.4,,0,1,30,17.6,35.8,12.0,3,1,0,2,0,1,3.3,90,4.3
Brett Rypien,46487,QB,DEN,1,2.74,2.7,4.2,3.1,48,10,70.0,20,20,5.7,2.0,0,0,0.0,60.0,12,2,14.3,20,41.7,2,3,,,,75.4,63.7,74.9,63.3,,,,,0,0,21,0.0,70.2,0.0,0,0,0,0,0,0,0.0,87,4.4,50.0,24,26,15.3,3.27,0,0,0.0,46.2,12,14,0.0,28,58.3,0,7,,,,25.7,31.7,76.0,35.0,,,55.7,,0,1,29,7.1,46.6,3.6,1,1,0,2,0,3,10.3,138,5.3
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,,,72.4,28.6,72.9,29.4,,,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,,,76.6,64.5,75.6,68.3,,,50.8,,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
Sam Ehlinger,60555,QB,IND,1,2.94,2.79,2.6,4.3,28,14,75.0,8,8,6.1,1.81,0,0,0.0,75.0,6,2,0.0,9,32.1,0,2,,,,71.4,50.5,72.3,51.1,,,,,0,0,10,50.0,94.3,11.1,1,0,0,0,0,0,0.0,57,7.1,80.0,15,15,9.9,3.47,0,1,6.7,73.3,11,10,8.3,19,67.9,1,6,,,,23.4,63.8,74.9,62.6,,,62.3,,0,0,21,10.0,103.2,5.3,1,3,0,0,0,2,9.5,144,9.6
Malik Willis,60341,QB,TEN,2,3.56,3.25,3.83,4.7,20,31,75.0,4,4,3.0,2.1,0,0,0.0,75.0,3,2,0.0,4,20.0,0,2,,,,66.9,64.7,69.2,64.2,,,,,0,0,4,0.0,93.8,0.0,0,0,0,0,0,0,0.0,28,7.0,50.0,8,10,8.3,3.92,0,0,0.0,40.0,4,10,0.0,16,80.0,0,2,,,,73.9,35.3,73.9,28.8,,,70.7,,0,1,16,30.0,9.6,18.8,3,3,0,2,0,1,6.3,33,3.3
Jarrett Stidham,13725,QB,LV,1,2.33,2.27,3.1,,14,23,60.0,10,10,6.9,2.01,0,0,0.0,60.0,6,2,0.0,10,71.4,0,4,,,,71.4,66.9,72.3,66.2,,,,,0,0,10,0.0,73.3,0.0,0,0,0,0,0,0,0.0,51,5.1,66.7,3,3,12.0,3.13,0,0,0.0,66.7,2,2,0.0,4,28.6,0,0,,,,66.9,52.9,69.2,53.5,,,,,0,0,4,50.0,86.8,25.0,1,0,0,0,0,0,0.0,21,7.0
Brock Purdy,77672,QB,SF,1,3.25,2.83,,7.0,10,28,100.0,2,2,4.0,2.05,0,0,0.0,50.0,1,0,50.0,2,20.0,1,1,,,,63.6,62.4,66.9,62.0,,,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,42.9,7,7,11.9,3.55,0,0,0.0,42.9,3,3,0.0,8,80.0,0,3,,,,70.3,48.1,71.5,50.1,,,58.3,,0,1,8,0.0,32.1,0.0,0,1,0,0,0,1,12.5,57,8.1
