team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
RICE,275,11,398,15,73,398,85.2,103,15
FIU,166,11,455,21,95,455,85.1,126,10
N GREENVLE,390,1,37,5,4,37,85.1,10,1
ALBANY,106,11,468,12,90,468,85.0,121,19
BOWL GREEN,122,12,479,15,89,479,85.0,124,20
GRAMBLING,177,10,339,3,75,339,85.0,90,12
LIUSHAR,1298,10,347,16,69,347,84.9,95,10
MITECH,980,1,33,1,7,33,84.8,9,1
MIDDLE TN,224,11,475,14,96,476,84.8,127,17
LINCOLN,380,1,36,1,8,36,84.7,10,1
TOLEDO,316,11,412,8,96,412,84.7,115,11
LINCOK,1452,5,127,3,32,127,84.6,37,2
TROY,318,11,394,15,61,394,84.5,99,23
E MICHIGAN,160,11,377,15,64,377,84.5,98,19
MERRIMACK,385,11,301,10,56,301,84.4,80,14
HAMPTON,178,9,269,12,56,269,84.4,76,8
ARMY,114,10,105,8,17,105,84.3,29,4
IDAHO ST,186,11,405,22,72,405,84.2,111,17
RUTGERS,278,11,350,20,67,350,84.1,99,12
SACR HEART,280,9,328,7,76,328,84.0,94,11
ALCORN ST,107,10,299,12,58,299,83.9,83,13
ARIZONA ST,110,11,409,17,77,409,83.9,113,19
MCNEESE,217,10,311,12,43,311,83.8,78,23
JAMES MAD,197,10,334,18,64,334,83.8,95,13
TEXAS TECH,315,11,567,13,125,567,83.8,161,23
LIMEST,1283,1,40,0,9,40,83.7,11,2
TULSA,320,11,433,25,71,433,83.6,119,23
C MICHIGAN,134,11,427,17,86,427,83.5,122,19
BUCKNELL,125,10,352,19,73,352,83.5,104,12
CAL,130,11,477,24,94,477,83.4,138,20
W ILLINOIS,345,11,405,27,76,405,83.3,119,16
MILES,386,1,42,3,11,42,83.3,14,0
KENNESAW,200,11,232,10,48,233,83.2,68,10
KENTUCKY,202,11,351,15,47,351,83.2,90,28
E ILLINOIS,158,10,294,13,50,294,83.2,81,18
AKRON,102,10,505,19,91,505,83.2,140,30
LA MONROE,209,11,399,9,90,399,83.1,117,18
NAVY,237,11,141,9,27,141,83.0,42,6
STETSON,302,10,458,32,83,459,82.9,136,21
MORGAN ST,235,10,302,6,63,302,82.9,86,17
INDIANA,190,11,494,31,96,494,82.9,148,21
LVLEOP,937,1,38,0,7,38,82.9,10,3
ALBANY ST,360,1,29,2,8,30,82.8,10,0
VA MILT IN,336,10,397,12,75,397,82.7,112,25
ARK STATE,113,11,406,31,66,406,82.6,119,22
GA TECH,176,11,422,16,85,422,82.6,124,23
S DAKOTA,291,10,291,1,52,291,82.6,77,24
TUSKEGEE,405,1,40,0,10,40,82.5,12,2
SO MISS,296,11,369,26,68,369,82.4,112,18
SW BAPTIST,1492,1,34,0,4,34,82.4,8,4
HOUCHR,183,11,512,30,97,512,82.1,155,28
TEXAS A&M,312,11,428,43,81,428,82.0,139,15
W MICHIGAN,347,11,380,13,77,380,81.8,114,24
BETH COOK,119,10,419,12,85,419,81.7,125,28
BOSTON COL,121,11,486,31,105,486,81.7,157,21
DOMINION,263,11,439,20,92,439,81.5,137,25
VIRGINIA,335,10,415,11,113,415,81.4,139,15
IOWA,192,11,330,24,62,330,81.2,105,19
NEW MEXICO,241,11,309,8,74,309,81.2,99,17
EANMGH,858,1,37,2,12,37,81.1,14,0
VALPO,332,10,315,16,73,315,81.1,104,15
NEVADA,239,11,411,14,91,411,81.1,130,25
ALABAMA ST,105,10,293,12,73,293,81.1,98,13
WSRAMS,1206,1,13,0,3,13,80.8,4,1
MO STATE,230,10,398,11,89,400,79.9,130,30
MHMRTI,999,1,34,0,12,34,79.4,13,1
MS VLY ST,228,9,290,16,68,291,79.3,102,18
PRESBYTERN,271,11,402,27,73,404,79.1,134,34
NEBRASKA,238,11,372,20,106,372,78.8,142,16
W NEW MEX,410,1,46,3,15,46,78.3,19,1
VA LYNCHBU,406,7,261,7,57,262,78.2,89,25
WAGNER,338,9,308,16,90,308,77.9,121,15
COLGATE,142,11,360,30,83,360,77.6,137,24
FLKNR,1270,1,33,0,13,33,77.3,14,1
NAUSTA,1453,2,54,2,13,54,76.9,20,5
COLO STATE,144,11,399,18,102,399,75.7,157,37
FLMMRL,1471,1,37,0,12,37,75.7,15,3
LANECOL,942,2,64,6,17,64,74.2,28,5
STANKN,1455,1,33,1,6,33,74.2,12,5
KEISER,1475,1,53,3,15,53,73.6,23,5
ASSMPT,1257,1,38,2,12,38,71.1,18,4
ED WATERS,372,1,24,0,8,24,70.8,11,3
WARNER,407,1,29,3,5,29,69.0,13,5
THMORE,1296,1,33,4,9,33,68.2,17,4
BARCOL,1473,1,31,3,16,31,66.1,20,1
KY STATE,378,1,10,0,5,10,55.0,7,2
