Picked At,Pick Number,Appearance,First Name,Last Name,Team,Position,Draft,Draft Entry,Draft Entry Fee,Draft Size,Draft Total Prizes,Tournament Title,Tournament,Tournament Entry Fee,Tournament Total Prizes,Tournament Size,Draft Pool Title,Draft Pool,Draft Pool Entry Fee,Draft Pool Total Prizes,Draft Pool Size,Weekly Winner Title,Weekly Winner,Weekly Winner Entry Fee,Weekly Winner Total Prizes,Weekly Winner Size
2024-03-04 14:35:31 UTC,37,cabb0b28-9a5c-4b0e-aa37-a402faaf6201,Artturi,Lehkonen,COL,LW,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:35:12 UTC,36,ac407e8d-94e4-401f-a842-2606dd5422ce,Adam,Fox,NYR,D,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:32:31 UTC,25,1294a869-13e6-46cb-baf1-d73dd817ce44,Chris,Kreider,NYR,LW,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:32:30 UTC,24,22842155-8326-4640-ace8-923e47e97b6a,Vincent,Trocheck,NYR,C,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:29:20 UTC,13,a8ee3c1a-c093-4905-87ff-338fd3e9273d,Carter,Verhaeghe,FLA,LW,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:29:15 UTC,12,6260cbb5-b87c-49b7-bdb3-36a8523724bb,Alexandar,Georgiev,COL,G,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-04 14:27:04 UTC,1,c4439f4a-8ccb-4aaf-b327-b7cb94cee0a4,Nathan,MacKinnon,COL,C,2dfdb06a-edae-484b-990c-325d0e0a9b55,db22c116-e820-413d-b4a7-10eb36d93a29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:03:39 UTC,69,7571d7bd-ce40-49c4-bbcf-eb2f20565d96,Victor,Hedman,TB,D,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:02:27 UTC,64,40a02fae-af47-4d33-a0fe-dc66beb404a3,Brayden,Point,TB,C,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:00:41 UTC,57,8ffefd3c-1dcc-4221-964b-0a05a102e51c,Stuart,Skinner,EDM,G,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:59:37 UTC,52,4db5554d-ec4b-4c59-8682-bf503ccfca16,Charlie,Coyle,BOS,C,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:58:31 UTC,45,454bf2b1-3d84-423c-be04-0864e7195e47,Brad,Marchand,BOS,LW,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:57:03 UTC,40,d0b2ad2d-51f0-41c2-8db1-7edcdb0571b2,Charlie,McAvoy,BOS,D,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:55:47 UTC,33,938c1394-166c-4f48-8cf2-bb66c73fcf85,Jeremy,Swayman,BOS,G,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:54:13 UTC,28,eaad5b3d-faec-468d-80e7-51c20bb77dfa,Aleksander,Barkov,FLA,C,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:52:35 UTC,21,100154f9-6697-479e-b964-64c4f42167bd,Zach,Hyman,EDM,LW,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:51:03 UTC,16,043bf279-bde0-4e58-bb27-f969973a7eb4,Nikita,Kucherov,TB,RW,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:49:36 UTC,9,31dd0613-0240-47a3-97f1-359bfe755fd9,Leon,Draisaitl,EDM,C,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 01:48:15 UTC,4,e764e1a7-a668-4ac9-b6d5-f54b526df216,David,Pastrnak,BOS,RW,b7368148-8a07-43ae-8d2b-6e8f1fc2a8dc,a6359291-b92b-4600-a7fa-ee8b0b5f7a41,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:13:05 UTC,69,99865f20-7a4f-4607-9028-ec0f6b380c1d,Evander,Kane,EDM,LW,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:12:06 UTC,64,3d6c0008-de22-4a50-a7bb-b63d7399578a,Mika,Zibanejad,NYR,C,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:10:49 UTC,57,dbf89074-a076-4077-add0-5aabc0199f82,Darnell,Nurse,EDM,D,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:09:48 UTC,52,61d802f9-f701-4dc5-8519-2045dfae64b6,Josh,Morrissey,WPG,D,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:08:47 UTC,45,777ccda1-cd8f-48e0-9e61-5f46d6f17b2a,Connor,Hellebuyck,WPG,G,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:07:42 UTC,40,68a3307b-6f75-4f6c-909a-225f7b6af9ed,Kyle,Connor,WPG,LW,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:06:02 UTC,33,8ffefd3c-1dcc-4221-964b-0a05a102e51c,Stuart,Skinner,EDM,G,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:04:47 UTC,28,1294a869-13e6-46cb-baf1-d73dd817ce44,Chris,Kreider,NYR,LW,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:03:11 UTC,21,22842155-8326-4640-ace8-923e47e97b6a,Vincent,Trocheck,NYR,C,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:02:14 UTC,16,eaad5b3d-faec-468d-80e7-51c20bb77dfa,Aleksander,Barkov,FLA,C,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 17:01:00 UTC,9,31dd0613-0240-47a3-97f1-359bfe755fd9,Leon,Draisaitl,EDM,C,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-03-02 16:59:14 UTC,4,7e5bd717-070e-4b3f-9dbb-7b6cc16ea458,Matthew,Tkachuk,FLA,LW,cb51c28b-2105-4a79-b74e-adc321b16864,f1422458-a2c6-4e43-87fc-fd55372899f2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:27:07 UTC,69,e6cd3b38-557c-41f9-9de4-7087f15697d6,Shea,Theodore,VGK,D,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:26:05 UTC,64,cf86d1a1-f230-4b34-a8d1-68a5fe0433f8,Adin,Hill,VGK,G,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:24:10 UTC,57,45b8be23-b9df-4e1c-b823-6f77dcbbf989,Pavel,Zacha,BOS,C,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:23:32 UTC,52,79e7763c-69db-4ade-8381-60e52fd228af,Jacob,Trouba,NYR,D,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:21:34 UTC,45,a66b7035-f82c-494d-8cfb-33345f512b49,Jack,Eichel,VGK,C,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:20:30 UTC,40,5fac1034-6fbe-4cd7-836a-ab07789f1d83,Andrei,Svechnikov,CAR,RW,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:18:33 UTC,33,1294a869-13e6-46cb-baf1-d73dd817ce44,Chris,Kreider,NYR,LW,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:17:33 UTC,28,22842155-8326-4640-ace8-923e47e97b6a,Vincent,Trocheck,NYR,C,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:15:30 UTC,21,734025d3-6374-4a6b-876a-9a7234cc0061,Igor,Shesterkin,NYR,G,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:14:38 UTC,16,c197806c-dc41-4d14-a391-498cd2f478a0,Sebastian,Aho,CAR,C,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:12:02 UTC,9,2c750d81-72c9-48ce-93a8-54f55b641ce8,Mikko,Rantanen,COL,RW,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:11:16 UTC,4,e764e1a7-a668-4ac9-b6d5-f54b526df216,David,Pastrnak,BOS,RW,e960b4a3-e0d6-406e-8075-fa0c488cc15d,690506f0-07e4-4249-b457-6dba8cc05ae2,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:54:55 UTC,70,40a02fae-af47-4d33-a0fe-dc66beb404a3,Brayden,Point,TB,C,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:53:18 UTC,63,8b33fab3-c8ff-4024-84a7-e881334c36b5,Elias,Lindholm,VAN,C,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:52:13 UTC,58,2a694bc0-1bab-4436-84d4-e1c7c2d635a2,Pyotr,Kochetkov,CAR,G,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:50:25 UTC,51,f974dcba-cfb4-46b0-9dbf-0f98c36a3ff6,Quinn,Hughes,VAN,D,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:49:09 UTC,46,d70ab492-d487-4f25-a29f-6bc737230ddf,Brock,Boeser,VAN,RW,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:46:54 UTC,39,5fac1034-6fbe-4cd7-836a-ab07789f1d83,Andrei,Svechnikov,CAR,RW,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:45:56 UTC,34,6260cbb5-b87c-49b7-bdb3-36a8523724bb,Alexandar,Georgiev,COL,G,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:43:56 UTC,27,c197806c-dc41-4d14-a391-498cd2f478a0,Sebastian,Aho,CAR,C,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:43:04 UTC,22,043bf279-bde0-4e58-bb27-f969973a7eb4,Nikita,Kucherov,TB,RW,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:41:10 UTC,15,365ae7f2-1c92-4c28-a144-7d9e7b9b229a,Cale,Makar,COL,D,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:40:13 UTC,10,2c750d81-72c9-48ce-93a8-54f55b641ce8,Mikko,Rantanen,COL,RW,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-28 02:37:34 UTC,3,c4439f4a-8ccb-4aaf-b327-b7cb94cee0a4,Nathan,MacKinnon,COL,C,ea1d87fe-52a5-494a-b94c-df4df0339073,0c3aae83-7dcd-4a69-b49a-21a27398ba29,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-27 21:36:56 UTC,70,8b33fab3-c8ff-4024-84a7-e881334c36b5,Elias,Lindholm,VAN,C,76a10b49-4f6b-4983-a9dd-785a35d7e24f,0af77ab1-6d0a-4e67-8635-1d4b400b18ab,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
2024-02-27 21:36:08 UTC,63,74b0a442-79f6-436a-b0c1-5363e6b112a1,Steven,Stamkos,TB,LW,76a10b49-4f6b-4983-a9dd-785a35d7e24f,0af77ab1-6d0a-4e67-8635-1d4b400b18ab,,6,,The Zamboni,d6bfdf8c-5a1f-44ab-b8fe-b6bb8a696378,10.0,100000.0,11160,,,,,,,,,,
