player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Daniel Jones,39395,QB,NYG,3,3.26,2.96,3.42,4.83,120,21,86.7,30,31,2.4,1.89,1,0,0.0,77.4,24,7,7.7,32,26.7,2,8,,78.1,60.5,76.7,60.2,,,0,0,35,14.3,97.2,3.1,1,0,0,0,1,0,0.0,148,4.8,76.0,50,61,9.0,3.75,2,2,3.0,57.4,35,55,7.9,88,73.3,3,25,,84.6,58.8,80.3,55.8,,66.5,1,2,95,20.0,75.3,12.5,11,16,0,8,2,4,4.2,412,6.8
Russell Wilson,7077,QB,DEN,3,2.79,2.68,3.47,3.9,120,10,70.4,54,54,7.2,1.95,0,1,1.7,64.8,35,12,7.9,56,46.7,3,16,,81.5,56.9,78.6,57.0,,,0,1,60,16.7,91.0,3.6,2,0,0,0,2,1,1.7,393,7.3,69.6,46,52,9.5,3.52,2,2,3.4,53.8,28,30,12.5,64,53.3,4,17,,82.7,64.5,79.3,64.9,,57.5,0,0,72,23.3,75.0,10.9,7,5,0,4,0,1,1.4,350,6.7
Patrick Mahomes,11765,QB,KC,3,2.71,2.57,3.45,5.8,119,16,82.5,63,64,4.5,1.8,0,0,0.0,76.6,49,13,5.8,64,53.8,3,25,,82.1,61.6,79.0,61.3,,,1,1,66,0.0,112.4,0.0,0,0,0,0,5,3,4.5,414,6.5,70.3,37,45,13.8,3.9,1,5,9.4,55.6,25,30,3.8,53,44.5,1,24,,81.6,85.1,78.7,82.5,,68.5,0,0,61,6.7,111.6,3.8,2,6,0,7,3,1,1.6,443,9.8
Jared Goff,10635,QB,DET,3,2.65,2.58,3.28,4.7,118,11,72.9,59,59,5.4,2.03,0,2,3.4,66.1,39,15,9.3,60,50.8,4,18,,81.5,61.3,78.6,60.9,,,0,1,60,6.7,98.9,1.7,1,0,0,0,4,1,1.7,371,6.3,63.3,49,52,12.7,3.3,0,1,1.8,51.9,27,23,12.9,58,49.2,4,21,,81.6,54.7,78.8,54.8,,59.8,0,1,62,13.0,86.8,5.2,3,3,0,3,3,4,6.5,377,7.3
Trevor Lawrence,77632,QB,JAX,3,2.45,2.41,2.75,5.4,116,15,88.7,62,65,3.6,1.8,2,1,1.5,80.0,52,10,5.5,65,56.0,3,25,,82.2,70.7,79.0,69.7,,,0,0,67,0.0,110.4,0.0,0,0,0,1,3,0,0.0,442,6.8,63.4,41,46,13.6,3.34,1,3,5.9,54.3,25,24,3.8,50,43.1,1,19,,81.1,67.8,78.4,68.3,,54.2,2,1,56,8.3,89.9,4.0,2,2,0,2,3,3,5.4,330,7.2
Davis Mills,52269,QB,HST,3,2.39,2.36,2.83,,114,13,68.3,63,66,7.3,1.96,2,0,0.0,57.6,38,8,11.6,67,58.8,5,16,,82.2,69.9,79.1,68.9,,,0,2,68,12.5,68.4,1.5,1,0,0,1,2,1,1.5,330,5.0,72.2,36,41,9.7,3.0,1,0,0.0,58.5,24,24,7.7,47,41.2,2,11,,31.2,60.5,78.1,58.3,,65.6,2,0,52,25.0,92.7,12.8,6,0,0,2,1,1,1.9,332,8.1
Matthew Stafford,4924,QB,LA,3,2.56,2.47,3.4,4.85,114,26,80.8,52,53,3.7,1.86,1,2,3.8,75.5,40,4,4.8,53,46.5,2,22,,80.8,63.5,78.2,63.0,,,0,2,53,0.0,102.3,0.0,0,0,0,0,4,2,3.8,355,6.7,78.3,46,49,11.4,3.23,0,4,8.0,69.4,34,28,5.6,60,52.6,2,20,,39.3,77.8,78.7,75.0,,68.8,0,3,61,32.1,68.9,15.0,9,2,0,3,0,3,4.9,406,8.3
Mac Jones,60323,QB,NE,3,2.77,2.56,2.82,5.03,111,19,66.7,36,38,4.1,1.78,1,0,0.0,60.5,23,4,4.2,40,36.0,1,4,,79.3,32.5,0.0,36.2,,,0,2,43,50.0,53.1,5.0,2,0,0,1,1,2,4.7,125,3.3,70.7,58,59,14.2,3.33,0,6,9.7,69.5,41,25,0.0,71,64.0,0,31,,82.9,72.3,79.4,72.7,,58.1,0,3,74,12.0,91.1,4.2,3,9,0,1,1,4,5.4,661,11.2
Mitchell Trubisky,11757,QB,PIT,3,2.69,2.54,4.72,4.3,110,25,66.7,54,57,6.8,1.95,1,2,3.3,59.6,34,11,5.6,57,51.8,2,13,,81.6,73.7,78.7,72.4,,,1,1,61,0.0,73.6,0.0,0,0,0,1,2,1,1.6,239,4.2,68.2,44,45,12.5,3.48,0,4,8.5,62.2,28,21,6.7,53,48.2,2,17,,81.1,65.2,78.4,64.5,,61.4,1,0,56,23.8,83.6,9.4,5,3,0,0,0,1,1.8,320,7.1
Tom Brady,698,QB,TB,3,2.22,2.17,3.18,,109,30,79.4,68,70,5.2,1.8,0,1,1.4,72.9,51,7,5.6,72,66.1,3,21,,83.0,62.2,79.5,61.8,,,0,1,75,28.6,91.1,2.8,2,0,0,2,2,1,1.3,416,5.9,54.8,31,33,16.2,3.05,1,3,8.3,48.5,16,14,5.9,37,33.9,1,11,,79.2,88.4,77.3,85.3,,63.3,0,0,41,28.6,85.2,10.8,4,0,0,1,1,0,0.0,258,7.8
Geno Smith,7820,QB,SEA,3,2.56,2.52,2.9,5.0,109,29,86.4,59,59,6.0,2.0,0,1,1.7,86.4,51,15,0.0,60,55.0,0,19,,81.6,74.4,78.7,73.1,,,0,0,61,6.7,106.3,1.7,1,0,0,0,2,2,3.3,401,6.8,71.8,39,43,9.0,3.25,1,3,6.1,65.1,28,22,0.0,49,45.0,0,15,,80.9,68.9,78.3,66.2,,65.9,0,2,55,22.7,83.1,10.2,5,1,0,3,2,4,7.3,316,7.3
Aaron Rodgers,2241,QB,GB,3,2.53,2.38,3.75,7.3,103,12,86.0,57,58,3.8,1.68,0,1,1.7,84.5,49,4,0.0,58,56.3,0,22,,81.3,89.9,78.5,87.5,,,0,0,58,0.0,122.6,0.0,0,0,0,1,4,0,0.0,458,7.9,73.3,30,36,9.1,3.63,1,3,7.9,52.8,19,26,13.6,45,43.7,3,8,,29.6,50.6,77.7,51.5,,58.3,0,2,47,30.8,49.1,17.8,8,1,0,5,0,3,6.4,226,6.3
Jacoby Brissett,10725,QB,CLV,3,2.8,2.6,2.78,5.43,101,8,81.3,48,49,5.3,1.9,1,0,0.0,73.5,36,5,7.7,50,49.5,3,17,,80.5,79.0,78.0,77.3,,,0,0,51,20.0,114.7,2.0,1,0,0,0,4,0,0.0,284,5.8,71.1,38,41,9.6,3.68,0,3,6.5,61.0,25,23,7.4,51,50.5,2,19,,81.2,70.2,78.5,68.5,,65.4,1,1,57,13.0,74.4,5.9,3,7,0,2,0,3,5.3,312,7.6
Lamar Jackson,46416,QB,BLT,3,3.18,2.84,5.52,6.44,99,3,76.3,38,40,6.9,1.84,2,2,4.9,65.0,26,3,10.3,40,40.4,3,13,,79.2,56.0,77.3,56.1,,,0,1,41,0.0,116.1,0.0,0,0,0,0,6,2,4.9,295,7.4,72.7,44,48,15.5,4.09,1,5,9.8,62.5,30,30,6.3,59,59.6,2,23,,81.7,90.1,78.8,85.0,,78.7,0,1,62,20.0,112.7,10.2,6,5,0,3,4,1,1.6,454,9.5
Baker Mayfield,46518,QB,CAR,3,2.88,2.6,3.89,5.62,98,5,73.0,37,40,3.9,1.75,3,0,0.0,65.0,26,5,3.7,42,42.9,1,9,,29.0,46.7,77.5,47.5,,,0,1,44,40.0,83.3,4.8,2,0,0,0,1,2,4.5,280,7.0,48.5,33,42,10.2,3.8,2,1,2.2,38.1,16,32,0.0,55,56.1,0,12,,81.2,49.0,78.6,48.9,,59.1,1,0,59,21.9,76.5,12.7,7,6,0,6,2,1,1.7,270,6.4
Marcus Mariota,9435,QB,ATL,3,3.14,2.9,3.73,4.91,94,2,75.9,29,30,3.5,1.83,1,0,0.0,70.0,21,4,4.5,32,34.0,1,8,,77.7,60.7,76.4,60.5,,,0,1,32,50.0,90.1,6.3,2,0,0,0,2,1,3.1,154,5.1,63.0,46,49,14.7,3.82,0,3,5.4,59.2,29,21,0.0,62,66.0,0,25,,25.3,60.1,79.2,63.9,,45.4,0,2,69,19.0,82.5,6.5,4,9,0,3,1,4,5.8,486,9.9
Ryan Tannehill,7014,QB,TEN,3,2.58,2.5,3.13,7.4,84,31,81.8,33,36,5.6,1.92,2,0,0.0,66.7,24,13,11.1,37,44.0,3,13,,28.5,52.0,77.2,52.4,,,1,1,40,7.7,101.0,2.7,1,0,0,0,3,2,5.0,235,6.5,75.7,37,43,11.7,3.1,1,2,4.2,60.5,26,18,7.1,47,56.0,2,20,,80.6,76.9,78.1,74.5,,63.9,2,2,52,16.7,73.0,6.4,3,1,0,3,0,2,3.8,412,9.6
Cooper Rush,12324,QB,DAL,3,2.34,2.3,3.13,5.2,79,9,73.0,37,38,3.9,1.82,1,0,0.0,68.4,26,7,3.7,38,48.1,1,12,,79.0,63.2,77.2,62.8,,,0,0,40,0.0,94.2,0.0,0,0,0,0,1,0,0.0,240,6.3,75.0,32,36,14.6,2.88,1,1,2.7,58.3,21,14,12.5,40,50.6,3,13,,79.2,68.9,77.3,68.8,,58.3,0,0,41,21.4,91.7,7.5,3,1,0,3,1,2,4.9,274,7.6
Justin Fields,82118,QB,CHI,3,3.33,2.81,3.48,5.51,65,6,63.2,19,20,3.7,1.74,1,0,0.0,50.0,10,2,16.7,21,32.3,2,1,,75.4,43.2,74.9,44.3,,,0,1,21,50.0,35.6,4.8,1,0,0,0,0,1,4.8,61,3.1,54.2,24,25,14.7,4.09,0,0,0.0,52.0,13,29,0.0,44,67.7,0,14,,79.8,46.5,0.0,40.3,,72.5,0,3,46,31.0,71.8,20.5,9,10,0,1,2,5,10.9,236,9.4
Jimmy Garoppolo,8697,QB,SF,2,2.4,2.3,3.4,,55,28,74.1,27,29,5.3,1.73,2,0,0.0,69.0,20,6,0.0,29,52.7,0,10,,77.7,66.4,76.4,65.7,,,0,0,32,0.0,96.9,0.0,0,0,0,0,1,0,0.0,180,6.2,60.0,20,21,13.0,3.15,1,2,8.7,52.4,11,10,8.3,26,47.3,1,6,,77.2,45.2,76.0,44.1,,63.3,0,1,29,50.0,78.5,19.2,5,0,0,0,1,2,6.9,185,8.8
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,72.4,28.6,72.9,29.4,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,76.6,64.5,75.6,68.3,,50.8,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
Dak Prescott,10769,QB,DAL,1,2.49,2.5,2.35,,31,9,61.5,13,14,4.1,1.93,0,0,0.0,50.0,7,4,12.5,15,48.4,1,2,,73.5,35.0,73.7,36.7,,,1,0,15,25.0,61.6,6.7,1,0,0,0,0,1,6.7,60,4.3,50.0,14,15,10.5,3.03,0,0,0.0,46.7,7,8,0.0,16,51.6,0,4,,74.8,42.2,74.5,43.6,,,0,1,19,12.5,33.8,6.3,1,0,0,1,0,1,5.3,74,4.9
Teddy Bridgewater,8667,QB,MIA,2,3.37,3.14,2.3,10.3,27,17,66.7,9,10,8.2,2.04,1,0,0.0,60.0,6,5,0.0,11,40.7,0,5,,71.9,51.9,72.6,52.4,,,0,1,11,20.0,75.8,9.1,1,0,0,0,1,2,18.2,72,7.2,69.2,13,15,10.9,4.29,0,0,0.0,53.3,8,9,11.1,16,59.3,1,4,,73.9,59.7,73.9,55.3,,65.9,1,0,16,0.0,80.1,0.0,0,1,0,1,0,0,0.0,121,8.1
Trace McSorley,32819,QB,ARZ,1,3.56,2.53,4.7,5.05,7,1,100.0,1,1,6.0,2.2,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,60.4,72.7,64.6,71.3,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,50.0,2,3,3.5,3.78,0,0,0.0,33.3,1,3,0.0,6,85.7,0,1,,68.9,54.9,70.6,50.2,,62.9,1,0,6,33.3,42.4,16.7,1,2,0,0,0,0,0.0,2,0.7
Malik Willis,60341,QB,TEN,1,3.7,3.18,,4.75,6,31,50.0,2,2,5.0,2.3,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,63.6,62.4,66.9,62.1,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0.0,1,2,13.0,4.4,0,0,0.0,0.0,0,2,,4,66.7,0,1,,66.9,62.3,69.2,44.1,,74.1,0,0,4,0.0,39.6,0.0,0,2,0,1,0,0,0.0,0,0.0
Jordan Love,40306,QB,GB,1,2.23,2.23,,,4,12,100.0,2,2,5.5,1.75,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,63.6,62.0,66.9,61.8,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,100.0,2,2,7.5,2.7,0,0,0.0,100.0,2,1,0.0,2,50.0,0,2,,63.6,54.7,66.9,55.1,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,13.5
Case Keenum,7323,QB,BUF,1,1.85,1.85,,,2,4,0.0,2,2,13.0,1.85,0,0,0.0,0.0,0,0,,2,100.0,0,0,,63.6,42.3,66.9,43.9,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Braden Mann,44664,P,NYJ,1,2.1,2.1,,,1,22,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,70.7,65.7,67.2,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Mack Hollins,11873,WR,LV,1,3.4,3.4,,,1,23,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-6.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,60.4,62.2,64.9,60.0,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Tyler Boyd,10689,WR,CIN,1,3.2,3.2,,,1,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,21.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,85.4,71.9,74.8,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Tommy Townsend,33007,P,KC,1,3.4,3.4,,,1,16,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,1.0,3.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,50.1,60.5,56.7,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
DeAndre Carter,9859,WR,LAC,1,0.0,,,,1,27,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jeff Driskel,10841,QB,HST,1,4.9,,,4.9,1,13,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,60.4,65.2,64.6,,,62.6,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Davante Adams,8688,WR,LV,1,3.7,,3.7,,1,23,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,60.4,55.6,64.9,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
DeeJay Dallas,55632,HB,SEA,1,3.0,3.0,,,1,29,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.4,11.4,63.5,22.2,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Kadarius Toney,61245,WR,NYG,1,7.6,,,7.6,1,21,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,,60.4,53.3,64.9,,,58.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
