player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Lamar Jackson,46416,QB,BLT,8,273,79.3,82,91,8.8,2.79,5,3,3.1,65.9,60,40,7.7,103,37.7,5,49,,29.8,87.0,80.9,81.1,,87.2,1,1,109,12.5,111.4,4.9,5,6,0,3,5,2,1.8,887,9.7,0,3,41.4,90.5,87.8,80.1,76.9,130,145,9.2,3.24,2,7,4.5,67.6,98,50,2.0,170,62.3,2,62,,76.0,88.8,82.9,85.5,,74.3,4,1,184,14.0,117.9,4.1,7,18,4,5,12,2,1.1,1212,8.4,82.0,161,172,8.0,2.5,7,7,3.8,73.8,127,0,3.8,183,67.0,5,83,,71.6,91.4,83.1,90.9,,61.6,0,2,195,,118.1,0.0,0,10,4,0,10,2,1.0,1649,9.6,4,64.7,51,64,12.3,4.23,0,3,4.3,48.4,31,90,6.1,90,33.0,2,28,,32.5,78.2,80.5,67.8,,90.5,5,0,98,13.3,108.2,13.3,12,14,0,8,7,2,2.0,450,7.0
Trevor Lawrence,77632,QB,JAX,8,271,76.6,64,65,9.9,2.35,1,4,5.7,64.6,42,27,14.3,79,29.2,7,26,,27.4,83.0,79.9,78.6,,79.2,0,0,85,33.3,97.5,11.4,9,3,0,0,2,2,2.4,489,7.5,0,15,66.1,79.4,76.2,77.3,70.7,167,178,9.7,2.71,1,9,4.9,61.8,110,51,6.8,192,70.8,8,66,,89.9,71.6,83.1,71.5,,53.0,0,4,198,13.7,92.6,3.6,7,7,1,9,9,8,4.0,1346,7.6,76.0,183,189,9.4,2.35,1,10,5.0,67.7,128,0,7.9,193,71.2,11,74,,90.0,86.0,83.2,84.6,,49.4,0,4,203,,98.8,0.0,0,2,1,4,8,6,3.0,1588,8.4,1,58.3,48,54,11.0,3.22,1,3,5.5,44.4,24,78,14.3,78,28.8,4,18,,26.9,53.8,79.7,50.1,,72.8,0,0,80,20.5,76.7,20.5,16,8,0,5,3,4,5.0,247,4.6
Deshaun Watson,11767,QB,CLV,7,270,68.7,67,71,6.1,2.74,0,3,3.9,57.7,41,44,10.9,94,34.8,5,17,,54.7,52.0,80.6,49.8,,71.4,2,1,101,43.2,66.7,20.2,19,4,0,2,1,3,3.0,301,4.2,0,8,56.9,63.1,63.4,57.6,80.9,131,145,7.5,3.21,2,5,3.2,66.2,96,74,9.4,176,65.2,10,37,,57.2,69.9,82.9,71.1,,54.8,4,2,189,18.9,85.0,8.0,14,17,0,8,4,2,1.1,847,5.8,78.0,141,142,5.7,2.49,1,2,1.4,71.1,101,0,8.2,152,56.3,9,36,,88.2,73.0,82.2,72.8,,57.9,0,3,158,,85.3,0.0,0,10,0,0,4,1,0.6,795,5.6,2,73.7,57,74,10.4,3.76,1,6,7.2,48.6,36,118,14.3,118,43.7,6,18,,28.1,51.2,81.6,50.0,,61.8,6,0,132,28.0,67.0,28.0,33,11,0,10,1,4,3.0,353,4.8
Kyler Murray,38334,QB,ARZ,8,264,70.7,75,84,8.1,2.75,4,4,4.5,60.7,51,36,3.8,94,35.6,2,33,,28.9,73.2,80.5,68.4,,85.6,0,1,99,16.7,81.5,6.4,6,4,0,5,2,3,3.0,521,6.2,0,1,58.0,81.7,78.6,76.5,76.2,143,148,8.4,2.92,2,10,6.4,70.9,105,43,3.7,170,64.4,4,51,,89.2,84.4,82.8,80.9,,74.7,1,2,179,11.6,107.3,2.9,5,15,0,2,9,3,1.7,1117,7.5,75.1,169,175,7.9,2.49,5,9,4.9,69.1,121,0,4.7,185,70.1,6,60,,89.9,80.3,83.1,78.8,,63.2,0,3,195,,98.8,0.0,0,9,0,1,8,2,1.0,1301,7.4,3,71.4,49,57,9.9,3.73,1,5,8.2,61.4,35,79,0.0,79,29.9,0,24,,27.2,79.8,79.8,70.2,,90.6,1,0,83,13.9,95.4,13.9,11,10,0,6,3,4,4.8,337,5.9
Jayden Daniels,97993,QB,WAS,8,264,73.9,69,70,9.7,2.98,0,3,4.0,70.0,49,48,3.9,95,36.0,2,40,,28.9,83.7,80.5,70.4,,92.8,0,0,100,18.8,114.0,9.5,9,15,0,1,3,2,2.0,661,9.4,1,32,56.4,85.7,81.7,77.9,82.4,125,136,7.9,3.12,3,5,3.5,72.8,99,49,3.9,169,64.0,4,60,,89.2,85.9,82.7,83.8,,70.2,0,2,178,16.3,99.4,4.7,8,24,0,8,4,3,1.7,1075,7.9,85.3,150,156,6.6,2.45,3,4,2.4,78.8,123,0,3.9,167,63.3,5,71,,69.5,90.7,82.7,89.2,,68.9,0,2,177,,105.2,0.0,0,9,0,3,4,2,1.1,1322,8.5,1,59.1,44,50,15.1,4.14,0,4,7.8,50.0,25,97,3.8,97,36.7,1,29,,54.7,74.2,80.6,57.6,,90.5,0,0,101,17.5,98.3,17.5,17,30,0,6,3,3,3.0,414,8.3
Caleb Williams,144622,QB,CHI,7,264,67.9,56,69,9.5,3.06,2,3,3.8,53.6,37,41,2.6,85,32.2,1,23,,53.2,60.7,80.4,58.8,,66.6,2,1,96,19.5,85.4,9.4,8,8,0,9,4,3,3.1,420,6.1,1,6,80.7,61.9,59.0,74.6,75.7,140,154,8.2,2.94,4,5,2.9,66.9,103,51,2.8,179,67.8,3,54,,89.9,63.3,83.1,59.3,,84.4,2,4,197,29.4,85.6,8.4,15,9,1,7,5,6,3.0,1028,6.7,77.1,157,164,7.3,2.37,4,5,2.8,71.3,117,0,3.3,172,65.2,4,56,,89.5,74.4,82.9,71.8,,73.1,0,2,185,,96.9,0.0,0,7,1,2,5,4,2.2,1192,7.3,6,59.0,39,59,13.8,4.11,2,3,4.2,39.0,23,92,0.0,92,34.8,0,21,,56.1,43.1,80.8,37.5,,78.3,4,3,108,25.0,54.1,25.0,23,10,0,14,4,5,4.6,256,4.3
Patrick Mahomes,11765,QB,KC,7,259,83.3,48,52,5.1,2.43,0,0,0.0,71.2,37,21,7.5,62,23.9,3,33,,81.9,74.9,78.9,67.9,,85.9,1,3,64,9.5,87.9,3.2,2,5,0,3,3,2,3.1,391,7.5,0,16,90.7,81.7,74.4,90.7,79.2,154,173,6.7,2.89,3,5,2.7,67.6,117,61,4.1,197,76.1,5,65,,90.1,80.7,83.4,74.3,,88.8,1,6,212,16.4,84.0,5.1,10,14,1,14,5,5,2.4,1260,7.3,82.8,157,165,5.2,2.28,3,2,1.2,74.5,123,0,5.4,177,68.3,7,68,,89.3,81.5,82.8,76.9,,83.2,0,7,182,,89.9,0.0,0,9,1,4,6,4,2.2,1239,7.5,0,71.1,45,60,10.4,3.85,0,3,4.3,51.7,31,82,3.1,82,31.7,1,30,,84.5,74.2,80.3,64.6,,90.1,2,2,94,14.6,71.0,14.6,12,10,0,13,2,3,3.2,412,6.9
Josh Allen,46601,QB,BUF,8,258,71.4,70,76,8.1,2.49,3,5,6.3,63.2,48,29,4.0,89,34.5,2,32,,45.5,74.0,80.3,70.3,,73.7,1,0,93,13.8,125.5,4.5,4,8,0,2,8,1,1.1,652,8.6,0,4,26.4,76.9,69.8,87.1,75.2,133,147,9.2,3.06,2,13,8.1,64.6,95,60,5.0,169,65.5,5,55,,23.7,71.2,82.9,67.1,,78.5,2,1,184,10.0,98.3,3.6,6,14,0,10,6,11,6.0,1114,7.6,80.4,153,158,7.0,2.29,3,10,6.0,74.1,117,0,4.9,169,65.5,6,64,,89.2,87.7,82.8,85.1,,68.6,0,1,179,,117.9,0.0,0,8,0,2,10,3,1.7,1351,8.6,1,54.0,50,65,14.5,3.94,2,8,11.3,40.0,26,89,3.7,89,34.5,1,23,,15.9,48.0,80.5,39.6,,82.0,3,0,98,11.2,82.5,11.2,10,14,0,10,4,9,9.2,415,6.4
Matthew Stafford,4924,QB,LA,7,249,75.0,72,78,7.3,2.44,3,0,0.0,67.9,53,35,1.9,84,33.7,1,31,,84.2,56.8,80.1,56.8,,,1,1,90,17.1,90.2,7.1,6,0,0,2,1,2,2.2,609,7.8,0,26,78.0,62.5,61.3,61.6,73.2,149,154,8.0,2.72,2,5,3.0,67.5,104,43,4.6,165,66.3,5,46,,68.7,64.2,82.7,63.7,58.4,,0,4,176,25.6,89.3,6.7,11,0,0,3,6,8,4.5,1062,6.9,80.1,166,171,7.3,2.42,4,4,2.2,74.3,127,0,4.5,171,68.7,6,62,,89.2,77.9,82.8,76.4,58.4,,0,1,179,,104.9,0.0,0,0,0,1,6,4,2.2,1300,7.6,1,54.5,55,61,9.3,3.08,1,1,1.4,49.2,30,78,0.0,78,31.3,0,15,,49.9,31.9,80.0,33.7,,,1,4,87,21.8,46.6,21.8,17,0,0,4,1,6,6.9,371,6.1
Gardner Minshew,41401,QB,LV,7,234,72.5,80,88,7.7,2.52,2,2,2.1,64.8,57,43,1.7,98,41.9,1,33,,29.4,55.7,80.7,56.0,,58.1,0,2,105,16.3,90.4,7.1,7,3,0,6,4,4,3.8,605,6.9,0,23,43.6,58.8,59.4,51.5,80.0,105,116,5.4,2.68,3,1,0.8,69.8,81,40,3.6,136,58.1,3,42,,59.4,61.9,82.0,62.5,,53.4,1,6,146,35.0,72.2,10.3,14,6,2,5,2,5,3.4,772,6.7,82.0,139,148,5.9,2.22,4,3,1.9,75.7,112,0,1.8,151,64.5,2,56,,62.3,74.1,82.3,73.8,,50.4,0,6,161,,84.8,0.7,1,2,2,3,3,5,3.1,1058,7.1,1,60.9,46,56,7.8,3.32,1,0,0.0,46.4,26,83,7.1,83,35.5,2,19,,27.8,34.3,80.1,34.3,,59.0,1,2,90,24.1,67.5,24.1,20,7,0,8,3,4,4.4,319,5.7
Jalen Hurts,40291,QB,PHI,7,226,75.0,68,73,7.9,2.62,2,2,2.6,65.8,48,35,5.9,88,38.9,3,32,,28.1,66.7,80.2,58.7,,90.7,0,1,92,22.9,87.9,9.1,8,6,0,3,2,4,4.3,483,6.6,0,24,41.9,70.2,60.7,84.4,81.9,105,118,9.0,3.36,2,5,4.1,71.2,84,60,2.3,138,61.1,2,46,,63.8,65.6,22.4,62.0,,80.5,0,3,143,16.7,105.2,7.2,10,9,1,10,6,8,5.6,1061,9.0,87.1,116,124,7.4,2.56,4,4,3.1,78.2,97,0,4.0,131,58.0,4,55,,87.2,90.2,81.7,85.0,,86.8,0,2,137,,113.1,0.0,0,5,1,3,5,4,2.9,1183,9.5,1,63.2,57,67,11.0,3.77,0,3,4.3,52.2,35,95,2.8,95,42.0,1,23,,24.1,33.7,0.0,28.9,,85.9,0,2,98,18.9,70.6,18.9,18,10,0,10,3,8,8.2,361,5.4
