player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Derek Carr,8671,QB,LV,13,2.8,2.7,3.53,5.48,468,23,75.5,184,195,5.3,1.97,4,3,1.5,66.2,129,37,7.2,196,41.9,10,60,,,,,90.0,55.3,83.3,55.4,,,,,1,3,207,2.7,84.9,0.5,1,0,0,6,6,4,1.9,1114,5.7,69.2,211,239,12.9,3.41,2,18,7.1,58.6,140,127,4.1,271,57.9,6,89,,,,,65.2,78.0,49.3,75.9,,,72.1,,9,7,288,15.7,93.1,7.4,20,12,0,17,14,12,4.2,2003,8.4
Russell Wilson,7077,QB,DEN,12,2.91,2.76,3.42,4.55,459,10,76.4,174,183,6.4,1.91,9,5,2.6,66.1,121,30,9.0,193,42.0,12,51,,,,,90.0,68.0,83.2,67.1,,,,,0,3,200,33.3,87.3,5.2,10,0,0,0,6,3,1.5,1144,6.3,71.9,178,210,12.5,3.64,5,13,5.6,55.7,117,131,8.6,266,58.0,11,72,,,,,65.5,63.7,84.7,62.4,,,64.9,,2,3,294,25.2,83.5,12.4,33,23,0,25,5,9,3.1,1662,7.9
Jalen Hurts,40291,QB,PHI,13,2.88,2.59,4.03,5.04,457,24,86.7,203,213,4.2,1.9,8,3,1.4,77.0,164,35,6.8,216,47.3,12,81,,,,,90.2,84.8,83.6,82.6,,,,,1,1,224,8.6,109.1,1.4,3,0,0,1,9,2,0.9,1569,7.4,69.5,151,175,13.5,3.77,1,13,6.7,57.1,100,109,4.8,240,52.5,5,78,,,,,61.7,83.7,84.2,78.0,,,83.0,,1,2,261,26.6,107.4,12.1,29,36,0,22,13,6,2.3,1584,9.1
Aaron Rodgers,2241,QB,GB,13,2.64,2.53,3.7,5.66,455,12,81.9,227,232,4.3,1.63,3,7,2.9,73.7,171,16,8.1,234,51.4,15,74,,,,,90.3,78.6,83.9,77.0,,,,,0,4,242,12.5,97.0,0.9,2,0,0,2,9,2,0.8,1547,6.7,65.5,165,190,13.9,3.74,1,20,9.6,53.2,101,104,6.5,220,48.4,7,63,,,,,59.2,70.9,83.9,68.8,,,70.8,,3,5,241,21.2,87.1,10.0,22,8,0,21,13,9,3.7,1317,6.9
Daniel Jones,39395,QB,NYG,13,3.07,2.79,3.61,4.92,454,21,83.7,135,138,3.1,1.87,2,0,0.0,73.2,101,36,10.6,143,31.5,12,44,,,,,88.0,58.1,22.7,58.7,,,,,0,1,154,13.9,90.5,3.5,5,0,0,1,3,3,1.9,770,5.6,78.4,199,231,9.2,3.63,5,5,2.0,63.2,146,167,6.4,311,68.5,10,104,,,,,44.5,75.6,85.2,70.9,,,78.4,,5,3,336,21.0,94.2,11.3,35,45,0,22,9,13,3.9,1769,7.7
Kyler Murray,38334,QB,ARZ,11,2.63,2.41,3.61,5.29,440,1,83.1,231,236,4.4,1.75,4,4,1.6,75.8,179,25,6.8,242,55.0,13,74,,,,,76.6,78.0,84.1,76.4,,,,,0,1,256,24.0,104.0,2.5,6,0,0,1,11,3,1.2,1411,6.0,65.9,126,151,12.2,3.75,5,5,3.2,53.0,80,94,3.6,195,44.3,3,54,,,,,29.1,52.5,83.4,47.6,,,75.2,,2,6,211,20.2,62.6,9.7,19,25,0,18,3,15,7.1,952,6.3
Jacoby Brissett,10725,QB,CLV,12,2.92,2.71,3.5,5.61,413,8,80.1,166,171,6.3,1.99,4,5,2.8,71.3,122,26,8.3,173,41.9,11,56,,,,,89.2,84.7,82.7,82.6,,,,,1,1,178,7.7,97.9,1.2,2,0,0,0,7,1,0.6,1031,6.0,69.4,173,195,12.6,3.59,1,13,5.9,58.5,114,111,5.0,240,58.1,6,84,,,,,33.1,72.3,84.3,65.8,,,89.8,,3,5,267,19.8,82.4,9.2,22,23,0,18,5,13,4.9,1577,8.1
Davis Mills,52269,QB,HST,11,2.53,2.43,3.25,4.75,386,13,73.8,195,202,5.3,1.93,5,5,2.4,68.3,138,48,4.2,210,54.4,6,56,,,,,90.1,68.2,83.4,67.3,,,,,1,6,213,16.7,81.1,3.8,8,0,0,1,6,3,1.4,1191,5.9,68.2,132,147,11.3,3.25,2,8,4.8,55.8,82,103,8.9,175,45.3,8,46,,,,,70.9,64.3,83.1,63.0,,,66.4,,6,6,194,19.4,74.9,11.4,20,8,0,7,5,5,2.6,1128,7.7
Lamar Jackson,46416,QB,BLT,12,3.12,2.82,4.36,5.68,377,3,86.5,148,155,4.8,1.88,6,5,3.1,72.9,113,12,11.7,156,41.4,15,51,,,,,88.5,81.2,82.4,79.4,,,,,0,3,163,8.3,102.3,0.6,1,0,0,1,9,2,1.2,1048,6.8,62.9,151,170,13.5,4.0,2,12,6.7,52.9,90,117,5.3,221,58.6,5,65,,,,,47.4,70.7,83.8,63.9,,,87.8,,3,4,235,22.2,81.3,11.8,26,25,0,14,8,7,3.0,1194,7.0
Tua Tagovailoa,60326,QB,MIA,11,2.52,2.44,2.91,5.19,371,17,77.8,189,196,7.8,1.86,2,6,2.9,69.9,137,30,6.8,200,53.9,10,86,,,,,90.0,90.5,83.4,88.6,,,,,0,0,210,13.3,119.2,2.0,4,0,0,5,13,4,1.9,1729,8.8,71.3,136,148,13.3,3.32,1,10,6.4,60.1,89,63,8.2,170,45.8,8,60,,,,,56.0,76.5,82.8,75.9,,,58.3,,2,5,179,20.6,94.3,7.6,13,9,0,9,9,9,5.0,1275,8.6
Justin Fields,82118,QB,CHI,12,3.43,2.9,4.1,5.32,352,6,76.0,96,102,2.7,1.71,5,0,0.0,67.6,69,15,5.5,105,29.8,4,19,,,,,85.7,42.0,81.0,43.0,,,,,0,2,113,20.0,76.1,2.9,3,0,0,1,2,3,2.7,471,4.6,68.9,135,151,15.1,4.18,4,12,7.3,57.6,87,146,6.5,246,69.9,6,90,,,,,29.7,81.8,48.3,66.5,,,93.1,,2,8,263,25.3,91.6,15.0,37,58,0,10,11,15,5.7,1425,9.4
Marcus Mariota,9435,QB,ATL,13,3.03,2.81,3.62,4.88,350,2,76.9,134,137,5.6,1.88,3,0,0.0,72.3,99,21,3.9,145,41.4,4,47,,,,,87.8,59.4,82.0,59.2,,,,,0,3,149,38.1,97.3,5.5,8,0,0,0,8,4,2.7,812,5.9,58.7,150,159,15.0,3.84,0,8,4.6,53.5,85,100,3.4,205,58.6,3,69,,,,,28.4,64.9,83.6,65.0,,,58.4,,1,6,220,20.0,82.5,9.8,20,26,0,8,7,11,5.0,1407,8.8
Mac Jones,60323,QB,NE,10,2.73,2.55,3.35,4.99,347,19,81.9,144,151,2.6,1.77,3,0,0.0,76.2,115,16,2.5,154,44.4,3,30,,,,,88.1,59.1,27.1,59.6,,,,,0,2,157,18.8,91.8,1.9,3,0,0,4,4,2,1.3,831,5.5,70.7,140,153,12.4,3.49,1,13,8.0,60.8,93,88,6.1,193,55.6,6,66,,,,,72.1,66.3,83.3,66.3,,,58.2,,0,6,205,26.1,80.2,11.9,23,17,0,12,3,10,4.9,1367,8.9
Ryan Tannehill,7014,QB,TEN,11,2.67,2.54,3.31,5.29,346,31,79.4,141,147,5.6,1.94,5,3,1.9,72.1,106,38,5.4,151,43.6,6,52,,,,,67.2,70.5,82.3,69.4,,,,,1,2,160,10.5,95.5,2.6,4,0,0,0,6,3,1.9,897,6.1,72.9,140,155,11.0,3.3,2,8,4.8,58.7,91,89,10.8,192,55.5,11,65,,,,,72.7,78.0,83.3,73.5,,,83.0,,5,3,206,28.1,97.6,13.0,25,12,0,8,7,6,2.9,1474,9.5
Kenny Pickett,60515,QB,PIT,10,2.97,2.7,3.69,5.27,343,25,79.9,134,135,5.9,1.98,1,4,2.8,77.0,104,12,2.8,137,39.9,3,50,,,,,87.7,61.4,82.0,61.0,,,,,0,3,147,16.7,88.2,1.5,2,0,0,0,2,5,3.4,850,6.3,68.6,140,158,9.8,3.62,2,6,3.5,55.1,87,93,9.4,206,60.1,9,52,,,,,73.8,71.8,39.6,67.3,,,80.2,,2,5,222,23.7,64.0,10.7,22,26,0,14,2,5,2.3,947,6.0
Matthew Stafford,4924,QB,LA,9,2.58,2.48,3.35,5.2,338,26,76.1,159,162,3.5,1.82,1,4,2.4,72.2,117,21,3.3,163,48.2,4,52,,,,,67.5,67.4,82.5,66.6,,,,,0,4,166,4.8,90.2,0.6,1,0,0,2,7,3,1.8,925,5.7,72.9,129,141,11.3,3.31,2,11,7.5,63.1,89,86,5.3,174,51.5,5,56,,,,,50.2,66.8,33.5,66.5,,,62.4,,0,4,180,32.6,84.4,16.1,28,5,0,10,3,9,5.0,1167,8.3
Jimmy Garoppolo,8697,QB,SF,11,2.53,2.48,3.12,4.13,328,28,80.9,157,168,4.6,1.88,9,2,1.2,73.2,123,33,3.1,171,52.1,4,68,,,,,89.1,72.3,82.7,71.1,,,,,1,1,176,9.1,110.2,1.8,3,0,0,1,8,2,1.1,1361,8.1,68.7,131,139,10.5,3.24,3,11,7.4,59.7,83,63,7.8,157,47.9,7,46,,,,,54.0,66.7,82.6,65.0,,,68.8,,2,3,171,23.8,94.3,9.6,15,3,0,3,8,7,4.1,1075,7.7
Andy Dalton,6187,QB,NO,10,2.6,2.47,3.27,5.51,327,20,80.1,161,169,6.4,1.94,4,4,2.3,73.4,124,26,3.9,173,52.9,5,68,,,,,89.1,83.9,82.7,81.7,,,,,1,4,178,15.4,109.0,2.3,4,0,0,3,12,4,2.2,1297,7.7,73.2,112,130,11.2,3.36,1,10,7.2,58.5,76,66,7.3,153,46.8,6,39,,,,,66.9,83.0,82.4,82.5,,,59.1,,4,3,162,18.2,79.5,7.8,12,11,0,13,3,2,1.2,955,7.3
Baker Mayfield,46518,QB,LA,8,2.76,2.54,4.15,5.67,276,26,71.3,115,121,5.7,1.85,6,3,2.4,64.5,78,9,4.9,124,44.9,4,28,,,,,61.1,62.9,81.5,62.4,,,,,0,2,128,33.3,85.7,2.4,3,0,0,0,4,4,3.1,749,6.2,65.7,102,119,8.6,3.57,5,2,1.5,52.9,63,70,6.0,149,54.0,4,36,,,,,88.3,50.9,82.4,51.2,,,57.7,,2,4,162,28.6,68.4,13.4,20,10,0,10,3,3,1.9,794,6.7
Dak Prescott,10769,QB,DAL,8,2.61,2.5,3.24,5.8,267,9,83.5,109,114,4.7,1.83,2,1,0.9,75.4,86,17,5.5,116,43.4,5,39,,,,,86.0,67.3,81.2,66.5,,,,,1,1,118,11.8,101.5,1.7,2,0,0,2,5,2,1.7,701,6.1,66.4,128,137,11.8,3.21,0,9,6.1,59.9,82,67,3.5,151,56.6,3,50,,,,,67.1,66.8,82.4,65.5,,,65.9,,3,8,163,10.4,84.4,4.6,7,7,0,6,9,9,5.5,1146,8.4
Carson Wentz,10636,QB,WAS,6,2.61,2.43,3.38,4.68,266,32,75.4,130,135,4.7,1.94,2,2,1.4,68.1,92,30,6.1,139,52.3,6,44,,,,,87.5,55.4,81.9,55.5,,,,,2,4,144,13.3,83.4,2.9,4,0,0,1,6,4,2.8,714,5.3,72.0,82,97,13.6,3.33,5,10,8.9,53.6,52,59,11.9,127,47.7,7,27,,,,,63.4,70.6,81.9,66.8,,,76.5,,1,2,143,32.2,85.2,15.0,19,11,0,9,4,6,4.2,775,8.0
Taylor Heinicke,9896,QB,WAS,7,2.91,2.78,3.15,5.4,236,32,80.0,75,78,5.0,1.91,2,1,1.2,76.9,60,20,0.0,80,33.9,0,26,,,,,83.7,67.2,79.8,66.4,,,,,1,1,83,10.0,100.3,2.5,2,0,0,0,3,1,1.2,498,6.4,63.7,113,132,10.4,3.45,4,4,3.0,53.8,71,77,1.4,155,65.7,1,48,,,,,44.8,38.2,82.3,39.6,,,52.9,,3,4,160,15.6,79.3,7.7,12,11,0,12,6,13,8.1,946,7.2
Zach Wilson,82096,QB,NYJ,7,3.09,2.93,3.68,5.24,218,22,79.1,86,90,5.0,1.93,3,0,0.0,71.1,64,13,5.9,92,42.2,4,33,,,,,84.6,71.4,80.4,70.3,,,,,1,2,96,15.4,92.1,2.2,2,0,0,0,3,1,1.0,625,6.9,56.6,76,98,12.3,4.0,3,3,2.9,40.8,40,68,7.0,124,56.9,3,28,,,,,61.3,30.7,81.5,29.1,,,71.7,,2,3,129,20.6,54.5,11.3,14,12,0,17,1,12,9.3,653,6.7
Mitchell Trubisky,11757,QB,PIT,6,2.77,2.64,4.21,4.23,171,25,66.7,78,82,7.6,1.98,2,2,2.3,61.0,50,13,3.8,82,48.0,2,23,,,,,84.0,65.5,80.1,64.8,,,,,1,3,88,0.0,75.1,0.0,0,0,0,1,4,2,2.3,416,5.1,71.6,74,75,13.2,3.5,0,8,10.0,66.7,50,39,5.7,89,52.0,3,34,,,,,84.6,75.1,80.3,74.9,,,55.9,,1,2,95,25.6,82.5,11.2,10,4,0,0,0,5,5.3,647,8.6
Cooper Rush,12324,QB,DAL,7,2.44,2.4,2.81,5.3,170,9,70.3,74,81,5.5,1.9,5,0,0.0,61.7,50,23,3.8,83,48.8,2,21,,,,,50.0,57.8,79.9,57.8,,,,,2,0,85,8.7,85.5,2.4,2,0,0,0,2,1,1.2,462,5.7,69.6,69,79,12.4,2.99,2,3,3.4,55.7,44,31,8.3,86,50.6,4,31,,,,,84.5,56.4,80.3,57.2,,,54.2,,1,3,94,16.1,76.4,5.8,5,2,0,7,3,7,7.4,589,7.5
Joe Flacco,4332,QB,NYJ,4,2.63,2.59,3.05,4.8,169,22,80.8,73,79,5.6,1.93,3,0,0.0,65.8,52,18,11.9,81,47.9,7,25,,,,,83.8,64.0,80.0,63.4,,,,,2,2,86,11.1,84.5,2.5,2,0,0,1,4,0,0.0,402,5.1,65.6,64,79,11.5,3.27,1,3,3.7,50.6,40,44,4.8,88,52.1,2,24,,,,,20.4,41.1,80.2,41.3,,,63.3,,5,1,91,18.2,69.6,9.1,8,1,0,9,1,7,7.7,500,6.3
Mike White,46453,QB,NYJ,3,2.51,2.48,3.18,5.0,136,22,77.0,61,67,4.4,1.93,4,1,1.5,67.2,45,3,4.3,67,49.3,2,16,,,,,82.3,59.8,79.1,59.6,,,,,1,1,68,0.0,76.7,0.0,0,0,0,1,0,2,2.9,400,6.0,61.4,57,62,11.6,3.11,0,6,9.5,56.5,35,24,0.0,68,50.0,0,26,,,,,82.3,78.8,79.2,78.5,,,55.3,,1,1,69,20.8,95.6,7.4,5,1,0,4,3,1,1.4,552,8.9
Colt McCoy,5609,QB,ARZ,3,2.46,2.19,3.49,5.44,130,1,76.3,76,76,5.7,1.83,0,2,2.5,73.7,56,13,3.4,78,60.0,2,19,,,,,83.6,67.3,79.8,66.5,,,,,0,1,82,15.4,89.0,2.6,2,0,0,0,1,0,0.0,486,6.4,78.1,32,35,8.1,3.46,0,3,7.7,60.0,21,27,16.0,51,39.2,4,14,,,,,81.0,80.4,78.3,80.8,,,60.2,,0,1,55,33.3,65.8,17.6,9,7,0,3,0,0,0.0,215,6.1
Jameis Winston,9434,QB,NO,3,2.68,2.53,3.45,5.6,127,20,79.3,58,60,7.2,1.94,2,2,3.2,73.3,44,14,4.3,63,49.6,2,17,,,,,82.0,76.2,78.9,74.7,,,,,0,1,65,21.4,100.9,4.8,3,0,0,0,3,2,3.1,403,6.7,62.5,48,53,17.9,3.41,0,5,8.5,54.7,29,28,3.3,64,50.4,1,18,,,,,43.1,57.9,79.2,58.1,,,58.1,,1,4,70,28.6,58.3,12.5,8,3,0,4,1,5,7.1,455,8.6
P.J. Walker,12134,QB,CAR,6,2.27,2.25,2.83,4.7,119,5,74.6,67,69,3.1,1.67,2,2,2.9,68.1,47,8,6.0,71,59.7,3,18,,,,,82.7,50.7,79.3,51.2,,,,,0,1,72,25.0,78.5,2.8,2,0,0,0,0,2,2.8,425,6.2,50.0,36,37,18.1,3.44,0,7,17.5,43.2,16,14,11.1,44,37.0,2,13,,,,,80.1,74.5,77.8,72.2,,,67.5,,0,2,48,28.6,77.1,9.1,4,3,0,1,3,4,8.3,306,8.3
Bailey Zappe,60396,QB,NE,4,2.77,2.69,3.27,6.9,99,19,87.5,40,43,3.0,1.94,2,0,0.0,76.7,33,6,5.7,43,43.4,2,13,,,,,80.0,76.8,77.7,75.3,,,,,0,1,47,0.0,92.5,0.0,0,0,0,1,1,0,0.0,293,6.8,73.3,45,49,11.3,3.41,1,1,1.9,65.3,32,20,3.0,56,56.6,1,24,,,,,39.3,69.6,0.0,69.0,,,66.4,,0,2,62,30.0,108.2,10.7,6,1,0,3,4,2,3.2,488,10.0
Kyle Allen,26152,QB,HST,2,2.6,2.49,2.94,5.9,84,13,74.4,39,41,4.6,1.92,2,0,0.0,65.9,27,10,6.9,42,50.0,2,10,,,,,79.8,28.2,77.6,29.0,,,,,0,1,45,10.0,83.2,2.4,1,0,0,0,2,3,6.7,198,4.8,58.8,34,36,10.4,3.28,0,1,2.6,50.0,18,16,10.0,42,50.0,2,9,,,,,28.8,36.9,77.5,39.1,,,54.2,,0,3,44,25.0,34.5,9.5,4,2,0,2,0,4,9.1,220,6.1
John Wolford,46454,QB,LA,2,3.04,2.88,3.14,4.76,74,26,78.9,19,20,3.0,2.03,1,0,0.0,75.0,15,7,0.0,20,27.0,0,5,,,,,75.4,38.2,74.9,39.7,,,,,0,0,21,0.0,89.2,0.0,0,0,0,0,0,1,4.8,118,5.9,57.5,40,42,11.1,3.41,1,2,4.7,54.8,23,26,0.0,54,73.0,0,15,,,,,33.5,42.9,78.3,44.8,,,52.5,,0,3,55,26.9,52.9,13.0,7,5,0,1,1,3,5.5,272,6.5
Brock Purdy,77672,QB,SF,3,2.66,2.56,2.6,5.85,72,28,77.1,35,35,4.9,1.9,0,1,2.7,74.3,26,9,3.7,37,51.4,1,14,,,,,79.0,63.4,77.2,63.0,,,,,0,1,40,22.2,109.7,5.4,2,0,0,0,3,2,5.0,244,7.0,71.4,28,32,7.9,3.46,1,0,0.0,59.4,19,17,5.0,35,48.6,1,12,,,,,78.9,56.4,77.1,56.2,,,60.3,,2,1,39,5.9,77.2,2.9,1,2,0,1,1,2,5.1,217,6.8
Deshaun Watson,11767,QB,CLV,2,3.07,2.93,4.33,4.98,71,8,80.0,25,28,5.1,1.97,3,0,0.0,57.1,16,3,20.0,28,39.4,4,8,,,,,77.0,47.6,75.9,48.4,,,,,0,0,28,0.0,67.4,0.0,0,0,0,0,0,1,3.6,119,4.3,68.8,32,35,11.5,3.87,0,1,2.9,62.9,22,20,0.0,42,59.2,0,13,,,,,79.6,60.1,77.5,54.5,,,77.0,,1,2,44,15.0,74.5,7.1,3,4,0,2,1,2,4.5,288,8.2
Sam Ehlinger,60555,QB,IND,2,3.08,2.75,3.4,4.99,70,14,75.0,20,20,5.5,1.91,0,0,0.0,70.0,14,6,6.7,23,32.9,1,4,,,,,76.1,36.4,75.3,38.0,,,,,0,1,24,50.0,60.2,13.0,3,0,0,0,0,1,4.2,99,5.0,66.7,30,32,8.6,3.65,1,2,6.1,56.3,18,25,10.0,47,67.1,2,9,,,,,31.2,60.0,78.0,56.8,,,66.6,,0,0,51,32.0,75.7,17.0,8,7,0,1,0,2,3.9,205,6.4
