player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Lamar Jackson,46416,QB,BLT,12,8.98,0,390,3,74.7,265,297,11.5,3.39,10,14,4.4,63.3,188,132,5.1,340,87.2,10,139,,,,,61.7,92.4,58.2,91.0,,84.0,,8,3,367,12.1,117.5,4.7,16,27,4,10,26,6,1.6,2685,9.0,76.9,216,244,9.7,3.27,10,11,4.3,64.8,158,103,4.8,278,71.3,8,103,,,,,66.4,88.2,55.0,84.2,,80.3,,6,3,294,11.7,110.7,4.3,12,22,4,8,18,3,1.0,2063,8.5,79.8,94,99,8.3,2.92,1,3,2.7,73.7,73,31,2.7,112,28.7,2,51,,,,,36.3,92.3,81.5,90.3,,84.4,,2,0,128,12.9,135.5,3.6,4,7,0,2,9,3,2.3,990,10.0,0,95.6,45,46,-3.8,1.68,1,0,0.0,93.5,43,2,0.0,50,12.8,0,15,,,,,35.4,64.4,78.3,62.1,,66.5,,0,0,55,0.0,107.2,0.0,0,2,0,0,1,0,0.0,368,8.0,1.55
Daniel Jones,39395,QB,NYG,10,-0.17,0,389,21,75.8,277,306,8.9,2.81,5,7,2.1,61.4,188,139,10.5,350,90.0,22,100,,,,,78.1,72.1,54.4,67.4,59.9,79.0,,3,6,377,20.1,79.0,8.0,28,16,4,17,8,9,2.4,1850,6.0,77.9,231,254,7.5,2.59,3,5,1.9,63.4,161,104,10.6,290,74.6,19,76,,,,,74.0,73.9,50.5,68.0,,82.3,,3,5,308,21.2,77.0,7.6,22,11,4,13,5,7,2.3,1449,5.7,76.9,78,87,7.6,3.07,2,2,2.1,63.2,55,41,8.3,99,25.4,5,34,,,,,85.5,61.9,80.9,63.1,59.9,52.6,,0,2,110,17.1,86.4,7.1,7,5,0,7,3,2,1.8,621,7.1,0,93.8,32,35,-4.4,1.77,0,0,0.0,80.0,28,6,6.7,39,10.0,2,10,,,,,79.0,63.6,77.3,63.1,,,,0,1,41,16.7,81.0,2.6,1,0,0,3,0,0,0.0,220,6.3,1.44
Kirk Cousins,7102,QB,ATL,11,-7.62,0,386,2,74.0,296,325,9.3,2.67,9,10,2.9,64.9,211,131,3.7,349,90.4,8,121,,,,,40.5,76.8,88.0,74.9,58.9,64.1,,4,9,374,16.8,96.1,6.3,22,2,4,12,17,17,4.5,2650,8.2,76.2,290,308,7.6,2.43,5,7,2.1,69.2,213,113,3.6,333,86.3,8,112,,,,,38.3,74.0,87.9,72.2,,64.1,,4,9,359,18.6,98.6,6.3,21,2,4,5,17,16,4.5,2413,7.8,80.5,41,52,10.1,3.27,4,3,5.5,61.5,32,19,3.0,53,13.7,1,17,,,,,81.2,82.7,78.5,81.2,58.9,,,0,0,57,5.3,84.9,1.9,1,0,0,7,0,1,1.8,394,7.6,0,100.0,35,35,-3.5,1.44,0,0,0.0,97.1,34,1,2.9,37,9.6,1,8,,,,,79.2,70.4,77.3,69.5,,,,0,0,42,0.0,85.4,0.0,0,0,0,0,0,0,0.0,157,4.5,-0.25
Josh Allen,46601,QB,BUF,11,2.82,0,384,4,70.3,263,291,9.8,2.98,6,26,8.3,60.1,175,127,5.4,332,86.5,10,122,,,,,29.8,85.7,71.0,76.0,,91.8,,4,5,361,9.4,97.5,3.6,12,29,1,17,17,13,3.6,2304,7.9,73.1,242,265,8.2,2.62,8,20,7.1,63.4,168,98,5.1,301,78.4,9,92,,,,,34.1,80.6,69.9,71.7,,90.6,,4,2,324,12.2,100.3,4.0,12,22,1,10,14,10,3.1,1967,7.4,77.3,66,74,6.7,3.22,0,6,7.4,66.2,49,31,3.9,83,21.6,2,37,,,,,52.1,85.1,80.2,77.7,,89.9,,0,3,90,3.2,90.8,1.2,1,7,0,8,4,3,3.3,576,7.8,0,95.6,45,48,-3.5,1.26,2,0,0.0,87.5,42,2,2.3,52,13.5,1,7,,,,,80.8,63.0,78.2,62.6,,,,0,0,53,50.0,94.4,1.9,1,0,0,1,1,0,0.0,239,5.0,0.36
Sam Darnold,29048,QB,MIN,11,8.4,0,377,18,75.1,265,288,11.2,3.23,1,22,6.9,64.6,186,136,6.5,337,89.4,13,128,,,,,43.2,81.9,41.0,79.1,55.2,77.2,,3,10,370,22.8,102.1,9.2,31,18,1,18,21,17,4.6,2516,8.7,75.6,209,229,9.0,3.02,0,11,4.4,65.1,149,101,5.7,267,70.8,9,85,,,,,44.6,72.2,35.1,70.3,,70.5,,3,7,289,24.8,86.0,9.4,25,13,1,16,9,13,4.5,1614,7.0,83.5,91,98,10.2,3.33,1,11,10.1,73.5,72,39,5.3,110,29.2,4,51,,,,,59.9,91.2,81.4,89.2,55.2,79.2,,0,3,122,15.4,137.0,5.5,6,6,0,6,12,4,3.3,1103,11.3,0,100.0,35,39,-4.0,2.1,0,0,0.0,89.7,35,4,0.0,40,10.6,0,8,,,,,79.2,67.7,77.3,68.1,,58.3,,0,0,41,0.0,88.1,0.0,0,1,0,4,0,0,0.0,201,5.2,4.21
Brock Purdy,77672,QB,SF,10,-0.61,0,367,28,72.7,271,288,10.1,3.23,6,14,4.6,64.9,187,140,5.1,344,93.7,10,136,,,,,56.5,81.8,87.9,75.8,60.0,85.6,,2,8,364,14.3,95.3,5.8,20,36,1,8,12,10,2.7,2543,8.8,75.1,233,248,9.0,2.99,4,14,5.3,66.1,164,110,6.3,293,79.8,11,111,,,,,50.6,83.0,87.5,76.8,,87.0,,2,7,311,14.5,92.7,5.5,16,25,1,8,10,9,2.9,2011,8.1,67.9,56,58,10.5,3.64,2,0,0.0,65.5,38,30,0.0,74,20.2,0,29,,,,,83.3,66.4,79.7,63.2,60.0,70.2,,0,1,79,13.3,110.0,5.4,4,12,0,0,3,1,1.3,602,10.4,0,88.9,18,18,-2.2,1.46,0,0,0.0,83.3,15,0,6.3,23,6.3,1,4,,,,,76.6,61.8,75.6,58.2,,64.4,,0,0,26,,101.4,0.0,0,1,0,0,1,0,0.0,70,3.9,2.27
Justin Herbert,28237,QB,LAC,11,13.84,0,366,27,73.6,265,285,10.5,3.01,4,21,6.9,61.4,175,117,10.3,336,91.8,20,108,,,,,29.8,87.7,88.0,86.8,,63.3,,3,1,360,23.1,99.9,8.0,27,22,2,11,13,10,2.8,2249,7.9,71.4,199,215,9.6,2.75,3,12,5.3,58.6,126,80,11.3,246,67.2,16,66,,,,,28.9,73.5,87.3,71.7,,64.4,,4,0,261,23.8,91.3,7.7,19,11,2,7,8,8,3.1,1441,6.7,82.4,91,98,8.8,3.23,3,9,8.5,72.4,71,42,5.3,120,32.8,4,48,,,,,61.9,93.8,81.6,93.8,,59.9,,0,1,132,19.0,116.2,6.7,8,11,0,4,5,2,1.5,963,9.8,0,88.0,25,28,-3.4,1.83,2,0,0.0,78.6,22,5,0.0,30,8.2,0,6,,,,,77.9,60.1,76.5,59.9,,,,1,0,33,0.0,89.7,0.0,0,0,0,0,0,0,0.0,155,5.5,3.13
Kyler Murray,38334,QB,ARZ,11,4.59,0,355,1,74.2,267,284,9.1,2.93,5,17,5.7,67.3,191,107,3.5,324,91.3,7,114,,,,,53.6,82.6,52.9,79.5,,76.6,,2,3,341,18.7,98.7,6.2,20,19,0,10,12,7,2.1,2103,7.4,74.0,204,217,8.1,2.68,4,13,5.7,67.3,146,75,3.3,246,69.3,5,81,,,,,56.8,77.0,47.8,75.7,,67.9,,1,1,258,24.0,95.4,7.3,18,11,0,8,8,5,1.9,1401,6.5,78.9,90,96,7.6,3.29,2,4,4.0,71.9,69,35,2.8,109,30.7,2,41,,,,,58.1,80.5,81.0,74.8,,83.8,,1,3,114,5.7,103.7,1.8,2,9,0,3,4,3,2.6,942,9.8,0,88.9,27,29,-3.3,2.15,1,0,0.0,82.8,24,3,0.0,31,8.7,0,8,,,,,77.6,52.0,76.3,53.1,,58.3,,0,1,31,0.0,86.8,0.0,0,1,0,1,0,1,3.2,240,8.3,3.35
Jalen Hurts,40291,QB,PHI,11,0.69,0,348,24,78.4,232,256,9.9,3.35,1,14,5.2,68.0,174,142,4.4,316,90.8,8,120,,,,,47.5,76.8,72.8,67.3,,87.0,,1,5,334,20.4,104.6,9.2,29,31,1,21,13,14,4.2,2276,8.9,76.0,192,206,8.6,3.16,2,8,3.8,68.9,142,110,2.7,261,75.0,4,91,,,,,40.2,71.1,71.1,58.8,,86.9,,0,5,271,23.6,98.3,10.0,26,27,1,11,10,12,4.4,1617,7.8,92.2,64,79,9.0,3.29,2,6,6.8,69.6,55,33,6.8,87,25.0,4,34,,,,,84.7,83.1,80.4,81.1,,65.6,,1,0,97,9.1,112.8,3.4,3,4,0,12,3,2,2.1,759,9.6,0,95.8,24,29,-3.1,1.57,3,0,0.0,79.3,23,1,0.0,32,9.2,0,5,,,,,78.1,60.9,76.6,60.6,,,,0,0,34,0.0,81.0,0.0,0,0,0,2,0,0,0.0,100,3.4,1.76
Gardner Minshew,41401,QB,LV,10,4.16,0,346,23,74.8,246,275,7.2,2.75,7,5,1.7,65.1,179,120,2.7,315,91.0,5,106,,,,,43.4,60.0,66.3,61.1,,46.1,,2,10,336,24.2,80.6,9.2,29,11,3,17,9,9,2.7,1885,6.9,75.6,209,237,6.5,2.51,8,5,1.9,65.4,155,97,1.9,268,77.5,3,89,,,,,36.1,59.8,64.3,60.9,,45.2,,2,9,288,24.7,77.7,9.0,24,7,3,15,7,8,2.8,1543,6.5,80.6,62,69,5.4,3.04,1,0,0.0,69.6,48,24,4.0,78,22.5,2,21,,,,,83.6,62.9,79.8,63.1,,57.2,,0,1,82,20.8,92.1,6.4,5,4,0,6,2,1,1.2,470,6.8,0,96.0,25,31,-3.1,1.42,2,0,0.0,77.4,24,1,0.0,31,9.0,0,4,,,,,78.1,65.6,76.6,65.1,,,,0,0,34,0.0,83.8,0.0,0,0,0,4,0,0,0.0,128,4.1,0.3
Jared Goff,10635,QB,DET,11,4.21,0,340,11,77.2,246,268,9.0,2.85,4,9,3.2,69.8,187,111,1.6,301,88.5,3,124,,,,64.7,56.1,74.1,71.3,71.1,90.7,68.9,,3,9,310,18.9,107.9,7.0,21,11,1,14,19,13,4.2,2449,9.1,76.9,173,184,6.9,2.5,2,3,1.6,71.2,131,67,1.5,209,61.5,2,73,,,,,42.8,66.1,68.3,65.2,,57.0,,2,6,218,25.4,99.5,8.1,17,7,1,6,11,7,3.2,1401,7.6,85.3,109,122,7.9,3.03,2,6,4.8,75.4,92,45,1.1,131,38.5,1,66,,,,64.7,86.9,82.0,81.7,76.4,90.7,83.1,,1,3,133,8.9,125.7,3.1,4,4,0,10,9,6,4.5,1360,11.1,0,100.0,36,38,-4.4,1.55,0,0,0.0,94.7,36,1,0.0,39,11.5,0,15,,,,,79.2,67.4,77.3,66.7,,,,0,0,41,0.0,109.6,0.0,0,0,0,2,1,0,0.0,312,8.2,3.54
