player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Derek Carr,8671,QB,LV,5,2.66,2.52,3.45,5.14,202,23,75.3,93,102,5.7,1.92,2,1,0.9,65.7,67,15,4.3,103,51.0,3,33,,,,85.7,51.7,80.9,52.1,,,,,1,1,111,6.7,91.8,1.0,1,0,0,6,5,4,3.6,557,5.5,68.6,70,82,14.8,3.43,0,5,5.7,56.1,46,49,4.2,99,49.0,2,34,,,,29.4,75.2,0.2,71.4,,,81.7,,5,3,106,20.4,82.4,10.1,10,7,0,7,3,6,5.7,720,8.8
Jared Goff,10635,QB,DET,5,2.73,2.64,3.11,5.17,198,11,74.2,93,93,6.1,2.01,0,4,4.2,67.7,63,20,8.7,94,47.5,6,31,,,,84.6,75.2,80.4,73.8,,,,,0,1,96,5.0,104.5,1.1,1,0,0,0,7,2,2.1,565,6.1,65.9,82,92,12.6,3.39,0,2,2.0,52.2,48,45,11.1,104,52.5,6,35,,,,58.1,50.1,81.1,51.9,,,50.3,,0,3,115,13.3,82.2,5.8,6,6,0,10,4,8,7.0,790,8.6
Russell Wilson,7077,QB,DEN,5,2.74,2.61,3.14,4.25,196,10,73.0,89,90,7.5,1.93,1,3,3.2,65.6,59,16,9.2,95,48.5,6,26,,,,84.9,62.9,80.5,62.4,,,,,0,1,100,31.3,92.7,5.3,5,0,0,0,3,1,1.0,637,7.1,69.0,71,80,11.8,3.5,3,4,4.4,52.5,42,44,14.3,101,51.5,7,27,,,,58.1,56.7,81.0,56.5,,,59.8,,0,2,114,25.0,71.7,10.9,11,10,0,6,1,5,4.4,617,7.7
Trevor Lawrence,77632,QB,JAX,5,2.57,2.47,3.27,5.64,192,15,86.9,99,102,3.9,1.84,2,2,1.9,73.5,75,18,12.8,102,53.1,11,37,,,,85.2,66.0,80.7,65.3,,,,,0,1,104,0.0,102.2,0.0,0,0,0,1,5,1,1.0,651,6.4,58.6,70,78,14.8,3.42,2,5,5.9,48.7,38,38,7.3,89,46.4,3,32,,,,23.3,56.7,80.4,55.9,,,64.3,,2,3,97,15.8,70.8,6.7,6,5,0,4,3,7,7.2,586,7.5
Jalen Hurts,40291,QB,PHI,5,2.89,2.53,4.01,4.94,191,24,88.8,89,96,2.5,1.9,6,0,0.0,77.1,74,17,6.3,98,51.3,5,37,,,,85.0,78.7,80.6,77.1,,,,,1,1,101,11.8,99.5,2.0,2,0,0,0,2,1,1.0,704,7.3,67.3,55,63,15.1,3.93,0,7,9.7,54.0,34,40,8.1,93,48.7,3,33,,,,85.1,80.4,80.6,79.0,,,68.1,,0,1,103,17.5,94.3,7.5,7,23,0,8,2,3,2.9,655,10.4
Aaron Rodgers,2241,QB,GB,5,2.44,2.3,3.85,6.1,181,12,81.0,100,104,4.8,1.62,3,3,2.9,77.9,81,8,0.0,105,58.0,0,40,,,,85.3,82.0,80.7,80.1,,,,,0,1,105,12.5,116.0,1.0,1,0,0,1,7,1,1.0,772,7.4,67.9,53,64,10.7,3.57,1,6,8.7,51.6,33,43,8.3,76,42.0,3,17,,,,47.6,58.8,79.7,59.5,,,54.7,,0,2,81,23.3,62.3,13.2,10,2,0,10,1,3,3.7,385,6.0
Baker Mayfield,46518,QB,CAR,5,2.71,2.52,4.07,5.62,178,5,73.6,72,77,4.9,1.79,5,2,2.5,66.2,51,7,3.8,80,44.9,2,18,,,,48.7,61.7,79.8,61.3,,,,,0,2,83,42.9,83.9,3.8,3,0,0,0,2,3,3.6,532,6.9,57.1,63,77,9.3,3.57,4,1,1.2,42.9,33,47,8.3,95,53.4,3,18,,,,84.9,48.8,80.6,49.0,,,59.1,,2,2,102,25.5,58.9,12.6,12,6,0,8,2,2,2.0,430,5.6
Davis Mills,52269,QB,HST,5,2.39,2.35,2.87,,178,13,72.6,95,100,6.1,1.96,3,0,0.0,63.0,63,22,8.7,104,58.4,6,26,,,,85.1,70.3,80.7,69.3,,,,,1,2,105,18.2,76.9,3.8,4,0,0,1,3,1,1.0,495,5.0,75.4,61,66,9.7,2.99,1,2,2.7,62.1,41,36,10.9,74,41.6,5,18,,,,48.7,69.9,79.9,67.6,,,65.6,,2,2,84,22.2,86.2,10.8,8,0,0,2,2,2,2.4,553,8.4
Jacoby Brissett,10725,QB,CLV,5,2.9,2.71,2.8,5.72,175,8,79.2,72,74,6.0,1.95,1,1,1.3,71.6,53,7,7.0,75,42.9,4,27,,,,83.2,73.7,79.6,72.4,,,,,1,0,77,14.3,103.4,1.3,1,0,0,0,4,0,0.0,419,5.7,69.3,75,85,10.7,3.62,1,5,5.4,58.8,50,41,3.8,100,57.1,2,35,,,,85.5,72.1,80.9,68.7,,,72.8,,2,3,109,9.8,71.7,4.0,4,11,0,7,1,5,4.6,641,7.5
Lamar Jackson,46416,QB,BLT,5,3.2,2.86,5.04,5.56,172,3,79.0,62,66,5.0,1.83,4,2,2.9,68.2,45,4,8.2,66,38.4,4,19,,,,82.5,57.7,79.2,57.6,,,,,0,2,70,0.0,108.0,0.0,0,0,0,0,7,2,2.9,418,6.3,72.6,73,83,14.1,4.05,1,6,6.9,60.2,50,55,5.7,106,61.6,3,33,,,,85.8,75.3,81.0,72.3,,,71.0,,0,3,113,16.4,89.9,8.5,9,14,0,9,5,4,3.5,649,7.8
Justin Fields,82118,QB,CHI,6,3.42,2.76,3.9,5.37,171,6,70.0,50,54,3.2,1.79,3,0,0.0,59.3,32,11,8.6,57,33.3,3,11,,,,81.3,37.9,78.6,39.2,,,,,0,2,59,27.3,62.1,5.3,3,0,0,1,1,2,3.4,258,4.8,60.7,56,61,16.3,4.23,1,3,4.6,50.8,31,75,8.8,114,66.7,3,39,,,,59.2,69.3,13.0,54.5,,,90.2,,2,3,121,26.7,82.1,17.5,20,33,0,2,3,7,5.8,611,10.0
Geno Smith,7820,QB,SEA,5,2.75,2.6,4.18,4.74,171,29,87.5,80,80,6.8,2.0,0,2,2.4,83.8,67,17,4.3,81,47.4,3,29,,,,83.7,86.7,79.9,84.4,,,,,0,0,84,5.9,106.1,1.2,1,0,0,0,2,2,2.4,598,7.5,72.9,70,77,11.3,3.42,2,9,10.2,66.2,51,39,0.0,90,52.6,0,30,,,,84.9,87.1,1.6,82.8,,,83.5,,0,2,101,20.5,115.0,8.9,8,5,0,5,7,5,5.0,706,9.2
Daniel Jones,39395,QB,NYG,5,3.18,2.89,3.32,4.85,168,21,83.3,48,50,2.8,1.91,2,0,0.0,74.0,37,13,7.5,52,31.0,3,13,,,,80.9,58.1,78.3,58.0,,,,,0,0,55,15.4,93.3,3.8,2,0,0,0,1,0,0.0,275,5.5,78.3,69,82,8.6,3.75,2,2,2.2,62.2,51,68,5.6,116,69.0,3,41,,,,61.3,74.0,81.5,68.3,,,77.7,,1,2,129,17.6,81.0,10.3,12,22,0,10,2,5,3.9,573,7.0
Joe Flacco,4332,QB,NYJ,3,2.63,2.59,3.04,4.8,165,22,82.9,70,76,5.4,1.91,3,0,0.0,67.1,51,18,12.1,78,47.3,7,25,,,,83.5,66.7,79.8,66.0,,,,,2,2,83,11.1,86.6,2.6,2,0,0,1,4,0,0.0,401,5.3,65.6,64,79,11.5,3.27,1,3,3.7,50.6,40,43,4.8,87,52.7,2,24,,,,23.5,45.0,80.1,45.0,,,63.3,,5,1,90,16.3,69.6,8.0,7,1,0,9,1,6,6.7,500,6.3
Marcus Mariota,9435,QB,ATL,5,3.11,2.91,3.36,4.78,148,2,72.0,50,51,4.7,1.81,1,0,0.0,66.7,34,9,5.6,55,37.2,2,14,,,,81.0,56.9,78.3,56.9,,,,,0,1,55,44.4,92.4,7.3,4,0,0,0,3,1,1.8,285,5.6,56.1,66,72,14.8,3.88,0,4,4.9,51.4,37,41,0.0,93,62.8,0,33,,,,21.3,60.8,80.6,64.0,,,46.9,,0,3,103,19.5,69.3,8.6,8,13,0,6,1,7,6.8,641,8.9
Ryan Tannehill,7014,QB,TEN,5,2.69,2.56,3.35,5.5,142,31,82.1,56,59,5.1,1.97,2,1,1.6,71.2,42,19,8.7,60,42.3,4,21,,,,41.0,60.5,78.9,60.3,,,,,1,1,64,5.3,102.4,1.7,1,0,0,0,4,2,3.1,360,6.1,77.2,57,66,11.0,3.25,1,3,4.1,60.6,40,39,9.1,81,57.0,4,28,,,,84.1,72.1,80.1,71.7,,,58.4,,3,2,89,28.2,88.3,13.6,11,4,0,5,2,2,2.2,605,9.2
Cooper Rush,12324,QB,DAL,5,2.45,2.4,2.81,5.3,127,9,74.5,55,58,4.9,1.88,2,0,0.0,67.2,39,14,4.9,60,47.2,2,17,,,,39.3,62.3,78.8,61.9,,,,,1,0,62,14.3,91.2,3.3,2,0,0,0,1,1,1.6,380,6.6,72.5,51,59,13.5,2.99,2,3,4.7,55.9,33,26,10.8,66,52.0,4,21,,,,82.6,63.9,79.3,64.4,,,54.2,,0,0,71,19.2,98.1,7.6,5,2,0,6,3,4,5.6,459,7.8
Jameis Winston,9434,QB,NO,3,2.68,2.53,3.45,5.6,127,20,79.3,58,60,7.2,1.94,2,2,3.2,73.3,44,12,4.3,63,49.6,2,17,,,,82.0,76.2,78.9,74.7,,,,,0,1,65,25.0,100.9,4.8,3,0,0,0,3,2,3.1,403,6.7,62.5,48,53,17.9,3.41,0,5,8.5,54.7,29,28,3.3,64,50.4,1,18,,,,43.1,57.9,79.2,58.1,,,58.1,,1,4,70,28.6,58.3,12.5,8,3,0,4,1,5,7.1,455,8.6
Mitchell Trubisky,11757,QB,PIT,4,2.74,2.57,4.4,4.23,127,25,64.4,59,62,7.2,1.96,1,2,3.0,58.1,36,11,5.3,62,48.8,2,14,,,,82.1,72.3,79.0,71.1,,,,,1,2,66,0.0,64.6,0.0,0,0,0,1,2,1,1.5,250,4.0,67.3,52,53,13.4,3.48,0,5,8.6,62.3,33,28,5.7,65,51.2,2,21,,,,82.6,64.9,79.3,65.4,,,55.9,,1,0,71,28.6,85.7,12.3,8,4,0,0,0,3,4.2,403,7.6
Tua Tagovailoa,60326,QB,MIA,4,2.53,2.51,3.35,,122,17,78.7,61,62,6.8,1.8,1,1,1.5,71.0,44,5,8.3,62,50.8,4,27,,,,82.2,82.9,79.0,80.9,,,,,0,0,67,0.0,117.1,0.0,0,0,0,0,4,1,1.5,511,8.2,78.0,50,53,11.7,3.34,0,4,7.3,67.9,36,27,7.7,59,48.4,3,21,,,,39.9,70.7,78.8,70.7,,,56.8,,1,3,62,22.2,101.5,10.2,6,0,0,2,4,6,9.7,524,9.9
Jimmy Garoppolo,8697,QB,SF,4,2.4,2.32,3.39,3.5,115,28,74.6,59,66,5.5,1.83,5,1,1.4,65.2,43,16,2.3,67,58.3,1,25,,,,82.6,74.2,79.3,72.9,,,,,1,0,71,6.3,105.5,1.5,1,0,0,1,3,0,0.0,538,8.2,61.5,39,41,11.7,3.19,2,4,8.9,53.7,22,14,8.3,48,41.7,2,13,,,,80.9,62.3,78.3,58.8,,,74.8,,0,1,54,42.9,85.3,12.5,6,1,0,0,2,3,5.6,319,7.8
Mac Jones,60323,QB,NE,3,2.77,2.56,2.82,5.03,111,19,66.7,36,38,4.1,1.78,1,0,0.0,60.5,23,4,4.2,40,36.0,1,4,,,,79.3,32.5,0.0,36.2,,,,,0,2,43,50.0,53.1,5.0,2,0,0,1,1,2,4.7,125,3.3,70.7,58,59,14.2,3.33,0,6,9.7,69.5,41,25,0.0,71,64.0,0,31,,,,82.9,72.3,79.4,72.7,,,58.1,,0,3,74,12.0,91.1,4.2,3,9,0,1,1,4,5.4,661,11.2
Kenny Pickett,60515,QB,PIT,2,2.84,2.63,4.03,5.43,72,25,76.7,30,31,7.8,2.0,1,1,3.1,71.0,22,4,4.3,32,44.4,1,12,,,,77.9,60.1,76.5,60.0,,,,,0,1,33,25.0,75.1,3.1,1,0,0,0,0,2,6.1,203,6.5,78.8,33,34,9.6,3.51,0,0,0.0,64.7,22,17,15.4,40,55.6,4,16,,,,79.5,75.0,0.0,72.0,,,75.6,,0,3,43,11.8,49.1,5.0,2,4,0,1,0,1,2.3,244,7.2
Zach Wilson,82096,QB,NYJ,2,3.09,3.05,3.23,4.87,64,22,79.2,24,26,4.1,1.98,1,0,0.0,65.4,17,2,10.5,26,40.6,2,10,,,,77.2,82.8,76.0,81.0,,,,,1,1,29,0.0,81.3,0.0,0,0,0,0,1,0,0.0,174,6.7,70.8,24,31,15.0,3.95,1,2,6.1,48.4,15,18,11.8,37,57.8,2,11,,,,78.9,65.7,77.1,62.4,,,70.3,,2,1,39,16.7,67.7,8.1,3,3,0,4,0,4,10.3,288,9.3
Andy Dalton,6187,QB,NO,2,2.63,2.49,4.1,5.2,56,20,76.0,25,27,9.6,1.99,0,2,7.4,66.7,18,7,5.3,27,48.2,1,11,,,,76.8,90.9,75.8,89.7,,,,,1,1,27,0.0,102.5,0.0,0,0,0,1,2,1,3.7,231,8.6,72.0,25,25,9.7,3.22,0,1,3.4,72.0,18,8,0.0,29,51.8,0,8,,,,26.7,63.4,76.5,64.4,,,56.8,,0,0,33,37.5,94.8,10.3,3,1,0,0,0,2,6.1,196,7.8
Bailey Zappe,60396,QB,NE,2,2.99,2.79,4.0,6.9,40,19,100.0,14,14,1.4,1.86,0,0,0.0,92.9,13,0,7.1,14,35.0,1,4,,,,73.5,84.2,73.7,82.2,,,,,0,1,15,,64.3,0.0,0,0,0,0,0,0,0.0,92,6.6,71.4,21,22,10.9,3.59,0,0,0.0,63.6,14,8,6.7,26,65.0,1,11,,,,26.0,67.1,76.0,63.7,,,65.6,,0,0,29,37.5,122.3,11.5,3,1,0,1,2,1,3.4,195,8.9
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,,,72.4,28.6,72.9,29.4,,,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,,,76.6,64.5,75.6,68.3,,,50.8,,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
Skylar Thompson,60417,QB,MIA,1,2.67,2.65,3.15,,35,17,83.3,18,18,6.5,1.88,0,1,5.6,77.8,14,8,6.7,18,51.4,1,6,,,,74.5,74.0,74.3,72.7,,,,,0,0,18,0.0,97.7,0.0,0,0,0,0,0,1,5.6,134,7.4,53.8,13,15,8.1,3.52,0,0,0.0,33.3,5,13,28.6,17,48.6,2,2,,,,23.4,47.4,74.9,44.1,,,65.9,,0,1,21,15.4,14.6,11.8,2,0,0,2,0,1,4.8,32,2.1
Dak Prescott,10769,QB,DAL,1,2.49,2.5,2.35,,31,9,61.5,13,14,4.1,1.93,0,0,0.0,50.0,7,4,12.5,15,48.4,1,2,,,,73.5,35.0,73.7,36.7,,,,,1,0,15,25.0,61.6,6.7,1,0,0,0,0,1,6.7,60,4.3,50.0,14,15,10.5,3.03,0,0,0.0,46.7,7,8,0.0,16,51.6,0,4,,,,74.8,42.2,74.5,43.6,,,,,0,1,19,12.5,33.8,6.3,1,0,0,1,0,1,5.3,74,4.9
Teddy Bridgewater,8667,QB,MIA,3,3.32,3.09,2.3,10.3,28,17,66.7,9,11,8.2,2.03,1,0,0.0,54.5,6,6,0.0,12,42.9,0,5,,,,72.4,51.0,72.9,51.5,,,,,0,1,12,16.7,67.2,8.3,1,0,0,1,1,2,16.7,72,6.5,69.2,13,15,10.9,4.29,0,0,0.0,53.3,8,9,11.1,16,57.1,1,4,,,,73.9,59.7,73.9,55.3,,,65.9,,1,0,16,0.0,80.1,0.0,0,1,0,1,0,0,0.0,121,8.1
Phillip Walker,12134,QB,CAR,1,2.2,1.88,3.15,,8,5,83.3,6,6,12.7,1.88,0,0,0.0,83.3,5,1,0.0,6,75.0,0,3,,,,68.9,74.9,70.6,73.5,,,,,0,0,6,0.0,108.3,0.0,0,0,0,0,0,0,0.0,60,10.0,,0,0,,3.15,0,0,,,0,2,,2,25.0,0,0,,,,63.6,55.4,66.9,56.0,,,,,0,0,2,100.0,0.0,100.0,2,0,0,0,0,0,0.0,0,
Brian Hoyer,5277,QB,NE,1,1.97,1.92,2.3,,7,19,80.0,5,5,1.0,1.78,0,0,0.0,80.0,4,2,0.0,6,85.7,0,1,,,,68.9,51.3,70.6,51.9,,,,,0,0,6,50.0,79.2,16.7,1,0,0,0,0,0,0.0,10,2.0,100.0,1,1,20.0,3.1,0,0,0.0,100.0,1,1,0.0,1,14.3,0,1,,,,60.4,76.7,64.6,74.9,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
Case Keenum,7323,QB,BUF,2,1.87,1.87,,,7,4,33.3,6,6,6.8,1.73,0,0,0.0,33.3,2,0,0.0,6,85.7,0,0,,,,68.9,27.6,70.6,28.6,,,,,0,0,6,,42.4,0.0,0,0,0,0,0,1,16.7,8,1.3,0.0,1,1,17.0,2.7,0,0,0.0,0.0,0,0,,1,14.3,0,0,,,,60.4,44.8,64.6,46.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Trace McSorley,32819,QB,ARZ,1,3.56,2.53,4.7,5.05,7,1,100.0,1,1,6.0,2.2,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,,,60.4,72.7,64.6,71.3,,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,50.0,2,3,3.5,3.78,0,0,0.0,33.3,1,3,0.0,6,85.7,0,1,,,,68.9,54.9,70.6,50.2,,,62.9,,1,0,6,33.3,42.4,16.7,1,2,0,0,0,0,0.0,2,0.7
Malik Willis,60341,QB,TEN,1,3.7,3.18,,4.75,6,31,50.0,2,2,5.0,2.3,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,,,63.6,62.4,66.9,62.1,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0.0,1,2,13.0,4.4,0,0,0.0,0.0,0,2,,4,66.7,0,1,,,,66.9,62.3,69.2,44.1,,,74.1,,0,0,4,0.0,39.6,0.0,0,2,0,1,0,0,0.0,0,0.0
Tyrod Taylor,6332,QB,NYG,1,3.3,2.27,,4.85,5,21,100.0,2,2,6.5,1.9,0,0,0.0,50.0,1,0,50.0,2,40.0,1,1,,,,63.6,74.6,66.9,73.2,,,,,0,0,2,,66.7,0.0,0,0,0,0,0,0,0.0,11,5.5,0.0,1,1,50.0,4.23,0,0,0.0,0.0,0,2,,3,60.0,0,2,,,,13.5,28.5,68.2,39.9,,,47.0,,0,1,3,0.0,0.0,0.0,0,2,0,0,0,2,66.7,0,0.0
Jordan Love,40306,QB,GB,1,2.23,2.23,,,4,12,100.0,2,2,5.5,1.75,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,,,63.6,62.0,66.9,61.8,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,100.0,2,2,7.5,2.7,0,0,0.0,100.0,2,1,0.0,2,50.0,0,2,,,,63.6,54.7,66.9,55.1,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,13.5
