player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kenny Pickett,60515,QB,PIT,1,3.21,3.14,,5.9,40,25,92.3,13,13,3.8,2.04,0,1,7.1,92.3,12,1,0.0,13,32.5,0,6,,73.2,88.4,73.5,86.1,,,0,0,14,0.0,124.4,0.0,0,0,0,0,1,0,0.0,100,7.7,77.3,22,26,6.2,3.77,1,0,0.0,53.8,14,10,17.6,27,67.5,3,7,,76.8,60.4,75.8,61.2,,58.3,0,1,27,0.0,54.0,0.0,0,1,0,3,0,2,7.4,144,5.5
Desmond Ridder,55086,QB,ATL,1,2.7,2.54,4.5,3.55,37,2,75.0,12,12,5.4,1.73,0,0,0.0,75.0,9,1,0.0,12,32.4,0,1,,72.4,56.4,72.9,56.6,,,0,0,12,0.0,84.4,0.0,0,0,0,0,0,0,0.0,57,4.8,68.4,19,21,6.8,3.16,0,1,4.3,61.9,13,9,0.0,25,67.6,0,11,,76.8,48.3,75.8,52.3,,49.0,1,0,27,22.2,85.6,8.0,2,2,0,1,0,0,0.0,161,7.7
Mac Jones,60323,QB,NE,1,3.03,2.82,4.7,,36,19,90.0,10,10,1.4,1.63,0,0,0.0,90.0,9,1,0.0,10,27.8,0,2,,72.4,61.3,72.9,61.0,,,0,0,12,0.0,94.2,0.0,0,0,0,0,0,0,0.0,66,6.6,66.7,21,22,17.9,3.56,0,4,17.4,54.5,12,15,14.3,26,72.2,2,7,,76.8,81.6,75.8,79.7,,,0,0,27,26.7,110.8,15.4,4,0,0,1,2,0,0.0,174,7.9
Trevor Lawrence,77632,QB,JAX,1,2.63,2.36,2.7,4.7,36,15,85.7,21,21,2.7,1.63,0,0,0.0,76.2,16,6,11.1,21,58.3,2,8,,75.6,67.1,75.0,66.4,,,0,0,22,0.0,104.9,0.0,0,0,0,0,0,0,0.0,198,9.4,62.5,8,10,9.3,4.03,0,1,10.0,40.0,4,8,20.0,15,41.7,1,6,,21.2,62.2,73.7,42.1,,89.0,0,0,15,12.5,48.3,6.7,1,4,0,2,0,1,6.7,31,3.1
Nick Foles,7089,QB,IND,1,2.87,2.56,4.16,,36,14,64.3,14,14,5.9,1.96,0,0,0.0,64.3,9,1,0.0,14,38.9,0,3,,73.5,58.8,73.7,58.7,,,0,0,15,0.0,76.5,0.0,0,0,0,0,0,1,6.7,70,5.0,64.3,14,15,11.3,3.45,0,0,0.0,53.3,8,13,11.1,22,61.1,1,3,,75.6,36.8,75.0,38.4,,,0,3,22,53.8,27.2,31.8,7,0,0,1,0,3,13.6,73,4.9
Justin Herbert,28237,QB,LAC,1,3.23,3.15,3.38,5.0,36,27,88.9,9,9,4.1,2.08,0,0,0.0,88.9,8,2,0.0,9,25.0,0,3,,70.9,70.3,71.9,69.4,,,0,0,9,0.0,100.5,0.0,0,0,0,0,0,0,0.0,73,8.1,80.0,20,22,9.3,3.61,0,0,0.0,72.7,16,8,0.0,27,75.0,0,7,,25.5,60.2,75.9,60.9,,58.3,1,1,28,50.0,74.4,14.8,4,1,0,1,0,2,7.1,162,7.4
Derek Carr,8671,QB,LV,1,2.84,2.64,3.13,5.45,35,23,53.3,15,17,7.9,2.05,2,0,0.0,47.1,8,5,0.0,17,48.6,0,6,,74.2,58.9,74.1,58.8,,,0,2,17,0.0,41.7,0.0,0,0,0,0,1,0,0.0,83,4.9,61.5,13,13,11.6,3.58,0,0,0.0,61.5,8,11,0.0,18,51.4,0,3,,74.5,55.0,74.3,51.8,,66.1,0,1,18,27.3,50.5,16.7,3,2,0,0,0,1,5.6,91,7.0
Russell Wilson,7077,QB,DEN,1,3.32,3.12,3.93,5.0,34,10,90.0,10,10,5.9,1.9,0,0,0.0,70.0,7,0,22.2,10,29.4,2,2,,71.9,47.3,72.6,48.2,,,0,1,11,,55.0,0.0,0,0,0,0,0,1,9.1,82,8.2,57.1,14,17,17.5,3.91,1,1,5.6,47.1,8,17,0.0,24,70.6,0,7,,76.3,58.1,75.5,54.6,,65.9,1,2,25,35.3,53.7,25.0,6,1,0,1,1,2,8.0,132,7.8
Deshaun Watson,11767,QB,CLV,1,3.4,3.29,5.1,,33,8,80.0,10,10,7.0,2.11,0,0,0.0,60.0,6,0,25.0,10,30.3,2,2,,71.9,57.5,72.6,57.6,,,0,1,11,,37.5,0.0,0,0,0,0,0,1,9.1,60,6.0,68.8,16,21,11.3,3.96,0,1,4.3,42.9,9,9,18.2,23,69.7,2,5,,76.3,72.0,75.5,70.9,,,0,0,25,22.2,52.7,8.7,2,0,0,5,0,0,0.0,75,3.6
Josh Allen,46601,QB,BUF,1,3.33,3.18,3.7,4.23,31,4,100.0,6,6,4.7,1.7,0,0,0.0,100.0,6,0,0.0,6,19.4,0,3,,70.3,86.2,71.5,83.9,,,0,0,8,,104.2,0.0,0,0,0,0,0,0,0.0,54,9.0,47.4,19,20,13.7,3.72,0,2,9.5,45.0,9,10,0.0,25,80.6,0,10,,77.0,54.7,75.9,40.3,,88.1,0,2,28,10.0,57.9,4.0,1,4,0,1,2,3,10.7,118,5.9
Patrick Mahomes,11765,QB,KC,1,3.18,2.97,3.7,5.85,31,16,83.3,12,12,0.2,1.75,0,0,0.0,75.0,9,0,10.0,12,38.7,1,4,,72.4,61.9,72.9,61.6,,,0,0,12,,133.3,0.0,0,0,0,0,2,0,0.0,84,7.0,57.1,14,16,12.5,4.08,0,2,11.1,43.8,7,7,12.5,19,61.3,1,6,,23.4,72.8,74.9,71.6,,62.1,0,0,21,14.3,75.0,5.3,1,2,0,2,0,1,4.8,140,8.8
Davis Mills,52269,QB,HST,1,3.08,2.89,4.1,5.25,31,13,100.0,9,10,7.4,1.93,1,2,18.2,90.0,9,1,0.0,10,32.3,0,3,,71.9,84.1,72.6,82.1,,,0,0,11,0.0,112.5,0.0,0,0,0,0,0,0,0.0,110,11.0,57.1,14,18,14.3,3.63,1,0,0.0,44.4,8,11,0.0,21,67.7,0,5,,24.0,29.7,75.2,38.9,,35.2,1,1,23,9.1,50.2,4.8,1,2,0,2,1,2,8.7,68,3.8
Baker Mayfield,46518,QB,LA,1,2.67,2.59,,5.0,29,26,100.0,10,10,3.4,1.77,0,1,10.0,100.0,10,1,0.0,10,34.5,0,7,,71.4,82.1,72.3,80.2,,,0,0,10,0.0,146.3,0.0,0,0,0,0,2,0,0.0,96,9.6,88.2,17,18,4.5,3.14,0,0,0.0,77.8,14,2,6.7,19,65.5,1,6,,75.1,68.1,74.7,70.0,,56.8,0,0,20,0.0,97.7,0.0,0,1,0,1,0,0,0.0,134,7.4
Justin Fields,82118,QB,CHI,1,3.09,2.7,3.3,5.9,28,6,90.9,11,13,2.3,1.92,2,0,0.0,69.2,9,3,10.0,13,46.4,1,1,,73.2,68.3,73.5,67.5,,,0,0,14,0.0,74.2,0.0,0,0,0,0,0,0,0.0,45,3.5,88.9,9,10,9.6,4.1,0,1,9.1,60.0,6,9,25.0,15,53.6,2,3,,73.9,79.8,73.9,86.6,,51.6,0,0,16,22.2,116.2,13.3,2,3,0,1,1,0,0.0,74,7.4
Malik Willis,60341,QB,TEN,1,3.56,3.4,4.28,4.6,28,31,75.0,8,9,4.9,2.12,0,0,0.0,55.6,5,3,16.7,9,32.1,1,2,,70.9,28.2,71.9,29.1,,,1,1,9,0.0,31.0,0.0,0,0,0,0,0,1,11.1,48,5.3,75.0,12,14,8.6,4.25,0,0,0.0,64.3,9,11,0.0,19,67.9,0,3,,23.3,57.7,74.7,53.3,,65.9,0,1,20,36.4,41.1,21.1,4,1,0,2,0,1,5.0,51,3.6
Tua Tagovailoa,60326,QB,MIA,1,2.77,2.74,3.25,,27,17,54.5,11,12,11.1,1.85,1,0,0.0,50.0,6,1,0.0,12,44.4,0,4,,72.8,55.7,73.2,56.0,,,0,2,13,0.0,84.0,0.0,0,0,0,0,1,1,7.7,159,13.3,83.3,12,13,10.8,3.51,0,1,7.7,76.9,10,7,0.0,15,55.6,0,6,,21.6,58.3,73.9,60.7,,56.8,0,1,16,28.6,82.5,13.3,2,0,0,1,0,3,18.8,151,11.6
Brock Purdy,77672,QB,SF,1,2.68,2.5,3.23,5.0,26,28,100.0,12,13,5.0,1.79,1,0,0.0,76.9,10,3,16.7,15,57.7,2,4,,73.5,78.4,73.7,76.8,,,0,1,15,66.7,64.3,13.3,2,0,0,0,0,0,0.0,94,7.2,71.4,7,9,15.4,3.9,1,1,10.0,55.6,5,6,0.0,11,42.3,0,4,,72.4,73.3,72.9,74.6,,57.9,0,0,12,16.7,140.0,9.1,1,1,0,1,2,0,0.0,140,15.6
Sam Darnold,29048,QB,CAR,1,2.17,2.27,,,23,5,91.7,12,13,2.4,1.66,0,0,0.0,84.6,11,1,0.0,13,56.5,0,7,,72.8,66.1,73.2,65.5,,,0,0,13,0.0,140.7,0.0,0,0,0,1,1,0,0.0,151,11.6,62.5,8,9,11.4,3.16,0,1,8.3,44.4,4,4,20.0,9,39.1,1,4,,72.4,71.9,72.9,70.8,,,0,0,12,0.0,85.0,0.0,0,0,0,1,0,0,0.0,99,11.0
Zach Wilson,82096,QB,NYJ,1,3.09,3.21,2.33,,21,22,80.0,5,6,4.6,1.94,1,0,0.0,66.7,4,2,0.0,8,38.1,0,1,,70.3,53.2,71.5,53.6,,,0,0,8,100.0,93.8,25.0,2,0,0,0,0,0,0.0,52,8.7,50.0,10,12,16.1,3.79,0,0,0.0,41.7,5,9,0.0,13,61.9,0,2,,72.8,28.2,73.2,29.1,,,0,1,13,11.1,16.0,7.7,1,0,0,2,0,2,15.4,40,3.3
Taylor Heinicke,9896,QB,WAS,1,2.91,2.88,3.1,,20,32,85.7,7,7,6.0,1.86,0,0,0.0,85.7,6,1,0.0,7,35.0,0,5,,69.6,62.9,71.1,62.6,,,0,0,7,0.0,138.4,0.0,0,0,0,0,1,0,0.0,54,7.7,80.0,10,11,17.6,3.47,0,2,16.7,63.6,7,11,12.5,13,65.0,1,5,,21.4,54.3,73.7,54.6,,,0,1,15,18.2,90.0,15.4,2,0,0,1,1,3,20.0,112,10.2
Chris Streveler,46440,QB,NYJ,1,3.35,2.79,,5.43,19,22,57.1,7,7,10.3,2.0,0,0,0.0,42.9,3,1,25.0,7,36.8,1,1,,69.6,33.4,71.1,35.7,,,0,0,7,0.0,50.3,0.0,0,0,0,0,0,1,14.3,16,2.3,100.0,7,8,8.0,4.13,0,0,0.0,87.5,7,5,0.0,12,63.2,0,4,,20.3,43.6,73.2,56.6,,40.4,1,0,13,0.0,105.2,0.0,0,4,0,0,0,1,7.7,74,9.3
Tyler Huntley,46448,QB,BLT,1,3.3,3.16,,5.7,18,3,55.6,9,9,10.3,1.97,0,1,11.1,55.6,5,0,0.0,9,50.0,0,2,,70.9,49.2,71.9,50.0,,,0,0,9,,107.2,0.0,0,0,0,0,1,1,11.1,47,5.2,83.3,6,8,15.5,4.63,0,1,12.5,50.0,4,4,20.0,9,50.0,1,3,,70.9,87.0,71.9,88.7,,57.9,0,0,9,0.0,79.2,0.0,0,1,0,2,0,0,0.0,68,8.5
Carson Wentz,10636,QB,WAS,1,2.07,2.07,,,16,32,76.9,13,13,5.5,1.89,0,1,7.7,69.2,9,5,10.0,13,81.3,1,6,,72.8,53.4,73.2,53.8,,,0,0,13,0.0,111.1,0.0,0,0,0,0,1,1,7.7,80,6.2,100.0,3,3,3.0,2.83,0,0,0.0,100.0,3,2,0.0,3,18.8,0,2,,66.9,78.3,69.2,76.7,,,0,0,4,0.0,118.8,0.0,0,0,0,0,0,0,0.0,43,14.3
Andy Dalton,6187,QB,NO,1,2.57,2.57,,,15,20,87.5,8,8,8.5,2.09,0,1,12.5,62.5,5,1,28.6,8,53.3,2,2,,70.3,84.4,71.5,82.3,,,0,1,8,0.0,35.9,0.0,0,0,0,0,0,0,0.0,41,5.1,66.7,6,7,6.7,3.13,1,0,0.0,42.9,3,3,25.0,7,46.7,1,4,,9.2,43.8,71.1,45.1,,,0,0,7,0.0,68.2,0.0,0,0,0,0,0,2,28.6,51,7.3
Brett Rypien,46487,QB,DEN,1,2.24,2.24,,,8,10,50.0,6,6,10.8,2.07,0,1,16.7,50.0,3,1,0.0,6,75.0,0,2,,68.9,44.5,70.6,45.7,,,0,1,6,0.0,22.2,0.0,0,0,0,0,0,1,16.7,26,4.3,50.0,2,2,2.0,2.75,0,0,0.0,50.0,1,0,0.0,2,25.0,0,1,,63.6,62.2,66.9,61.9,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,19,9.5
Jeff Driskel,10841,QB,HST,1,3.05,3.05,,,4,13,100.0,1,1,7.0,1.9,0,0,0.0,100.0,1,0,0.0,1,25.0,0,1,,60.4,54.9,64.6,55.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,2,3,5.5,3.43,0,0,0.0,66.7,2,1,0.0,3,75.0,0,1,,65.5,74.6,68.2,73.2,,,0,0,3,0.0,95.1,0.0,0,0,0,1,0,0,0.0,27,9.0
Nathan Peterman,11926,QB,CHI,1,3.8,3.8,,,4,6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,75.0,4,4,17.8,3.8,0,0,0.0,75.0,3,0,0.0,4,100.0,0,2,,66.9,70.9,69.2,69.9,,,0,1,4,,51.0,0.0,0,0,0,0,0,0,0.0,25,6.3
Andy Lee,1906,P,ARZ,1,2.0,2.0,,,1,1,100.0,1,1,0.0,2.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.4,60.8,65.7,60.3,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
