team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GEORGETOWN,172,4,171,8,13,171,92.7,23,2
S ALABAMA,288,4,155,4,11,155,92.6,19,4
JVILLE ST,196,5,120,7,5,120,92.5,15,3
DUKE,154,4,126,4,11,126,92.5,17,2
S DIEGO ST,284,5,125,4,11,125,92.4,17,2
SACRAMENTO,279,3,118,1,11,118,92.4,15,3
CAMPBELL,131,3,111,0,13,111,92.3,15,2
WM & MARY,348,4,109,5,12,109,92.2,17,0
NOTRE DAME,258,4,133,7,12,133,92.1,20,1
UTEP,330,5,206,5,16,206,92.0,27,6
CLEMSON,140,4,162,2,20,162,92.0,24,2
USF,327,4,124,6,10,124,91.9,18,2
STTHOM,1129,3,93,2,13,94,91.9,15,0
LOUISVILLE,210,4,141,4,11,141,91.8,19,4
KYCRST,1474,1,55,2,3,56,91.8,7,2
TARLETON,401,4,145,5,13,145,91.7,21,3
OLE MISS,226,4,114,8,11,114,91.7,19,0
TENNESSEE,307,4,151,3,20,151,91.7,24,1
UVAWIS,1320,1,48,1,7,48,91.7,8,0
MIAMI OH,221,4,125,5,14,125,91.6,20,1
UTAH,328,4,131,1,19,131,91.6,21,1
UTAH ST,329,5,182,6,17,182,91.5,27,4
ELON,162,4,136,2,15,136,91.5,20,3
ROB MORRIS,277,3,123,4,9,123,91.5,17,4
PENN,267,3,130,5,17,130,91.5,22,0
LSU,211,4,181,0,19,181,91.4,25,6
WAKE,339,4,154,3,16,154,91.2,23,4
MONMOUTH,231,4,136,2,16,136,91.2,21,3
SE MO ST,293,4,175,4,23,175,91.1,29,2
OKLAHOMA,261,4,135,4,16,135,91.1,22,2
ARKANSAS,111,4,118,2,17,120,91.1,20,1
NC A&T,246,4,127,1,14,127,90.9,19,4
UMASS,216,4,93,2,15,93,90.9,17,0
INWSLY,1451,1,49,0,5,49,90.8,7,2
KANSAS,198,4,103,3,16,103,90.8,19,0
W VIRGINIA,343,4,157,4,21,157,90.8,27,2
MARYLAND,215,4,151,1,23,151,90.7,26,2
TCU,305,3,97,3,9,97,90.7,15,3
MERCER,219,4,112,3,14,112,90.6,19,2
E CAROLINA,156,4,160,4,20,160,90.6,27,3
NICHOLLS,243,4,159,6,22,159,90.6,29,1
ST FRANCIS,299,4,152,6,21,152,90.5,28,1
KANSAS ST,199,4,125,4,18,125,90.4,23,1
APP STATE,108,4,146,9,13,146,90.4,25,3
HARVARD,179,2,78,5,6,78,90.4,13,2
VA TECH,337,4,145,5,17,145,90.3,25,3
OREGON ST,265,4,119,7,14,119,90.3,22,1
FAU,165,5,170,4,25,170,90.3,31,2
NC CENT,247,4,128,1,18,128,90.2,22,3
ILLINOIS,187,4,153,2,12,153,90.2,22,8
USC,326,4,151,0,28,151,90.1,29,1
HOWARD,184,4,147,3,14,147,90.1,23,6
TAYLOR,402,1,20,2,2,20,90.0,4,0
WASHINGTON,340,5,212,5,32,212,89.9,40,3
TEXAS,311,4,132,4,17,132,89.8,24,3
E KENTUCKY,159,4,189,0,29,189,89.7,34,5
MISSOURI,229,4,139,4,21,139,89.6,27,2
MO S&T,387,1,24,1,4,24,89.6,5,0
DRAKE,153,4,158,2,23,158,89.6,29,4
LA LAFAYET,207,4,148,8,17,148,89.5,28,3
TULANE,319,5,162,3,19,162,89.5,28,6
DUQUESNE,155,4,138,1,22,138,89.5,26,3
PRVIEW A&M,270,3,76,3,11,76,89.5,15,1
SYRACUSE,304,4,151,4,24,151,89.4,30,2
HOLY CROSS,181,4,113,1,17,113,89.4,21,3
CHARLES SO,135,4,192,8,27,193,89.3,38,3
DELTAST,841,1,37,1,7,37,89.2,8,0
PITTSBURGH,268,4,125,4,17,125,89.2,24,3
OKLA STATE,262,3,129,8,18,129,89.1,27,1
N IOWA,255,4,142,5,22,142,89.1,29,2
LIBERTY,206,4,163,4,26,163,89.0,33,3
GARD-WEBB,171,4,177,5,26,177,89.0,35,4
MISS STATE,227,4,209,10,22,209,89.0,39,7
TENN MARTN,310,4,135,3,25,135,88.9,29,1
CAL POLY,129,3,156,6,21,156,88.8,31,4
NEW HAMP,240,4,142,0,26,142,88.7,29,3
HAWAII,180,5,214,4,35,214,88.6,44,5
E TENN ST,157,4,132,6,16,132,88.6,26,4
MIAMI FL,220,4,161,8,21,161,88.5,33,4
IOWA STATE,193,4,161,4,29,161,88.5,35,2
ARKAPB,112,4,143,3,24,143,88.5,30,3
VANDERBILT,333,5,156,1,25,156,88.5,31,5
DELAWARE,151,4,174,0,30,174,88.5,35,5
TULSA,320,4,181,10,24,181,88.4,38,4
FORDHAM,168,4,172,7,27,172,88.4,37,3
BOISE ST,120,5,163,6,28,163,88.3,36,2
CHARLOTTE,136,5,217,6,31,217,88.2,44,7
HAMPTON,178,4,114,3,18,114,88.2,24,3
MICHIGAN,222,4,110,8,10,110,88.2,22,4
LNDNWD,949,3,148,2,27,148,88.2,32,3
E ILLINOIS,158,3,109,2,10,109,88.1,19,7
RHODE ISLD,274,4,134,6,10,134,88.1,24,8
TEXAS ST,314,4,175,6,22,175,88.0,35,7
CONCMI,1472,1,46,1,6,46,88.0,9,2
UAB,321,3,70,2,7,70,87.9,13,4
BUFFALO,126,4,170,8,19,170,87.9,34,7
LOUCHR,958,1,33,0,6,33,87.9,7,1
SAN DIEGO,283,4,136,6,21,136,87.9,30,3
W CAROLINA,344,4,189,5,29,189,87.8,40,6
STANFORD,300,3,111,4,11,111,87.8,21,6
RICHMOND,276,4,180,5,31,180,87.8,40,4
ILL STATE,188,3,94,6,5,94,87.8,17,6
N CAROLINA,245,4,155,4,24,155,87.7,33,5
UNLV,325,5,199,7,34,199,87.7,45,4
UCF,323,4,138,3,17,138,87.7,27,7
NEW MEX ST,242,5,133,9,20,133,87.6,31,2
COAST CAR,141,4,117,1,24,117,87.6,27,2
CENT CT ST,133,4,113,1,21,113,87.6,25,3
TENN TECH,309,3,109,2,19,109,87.6,24,3
MORGAN ST,235,3,96,3,17,96,87.5,22,2
ARMY,114,3,32,4,2,32,87.5,7,1
NAVY,237,3,40,2,6,40,87.5,9,1
BUCKNELL,125,3,111,3,21,111,87.4,26,2
ABILENE CH,100,3,118,4,20,118,87.3,27,3
C MICHIGAN,134,4,193,11,26,193,87.3,43,6
BROWN,123,2,114,6,19,114,87.3,27,2
YNGTOWN ST,353,3,82,3,14,82,87.2,19,2
MARIST,213,3,125,2,24,125,87.2,29,3
TEXAS A&M,312,4,117,8,16,117,87.2,27,3
MEMPHIS,218,4,147,2,22,147,87.1,31,7
N ARIZONA,252,4,171,6,32,171,87.1,41,3
PRINCETON,272,2,85,1,15,85,87.1,19,3
KENT STATE,201,4,100,2,20,100,87.0,24,2
N DAKOTA,249,4,154,1,25,155,87.0,33,7
ARIZONA,109,4,177,7,35,177,87.0,44,2
JAMES MAD,197,3,99,8,10,99,86.9,22,4
HOUSTON,182,5,199,3,31,199,86.9,43,9
CORNELL,147,2,57,2,7,57,86.8,12,3
PSTEAG,1476,1,38,0,8,38,86.8,9,1
IDAHO,185,4,135,4,24,135,86.7,32,4
BLMSBG,766,1,15,0,2,15,86.7,3,1
AUBURN,115,4,139,2,27,139,86.7,33,4
LA TECH,208,4,165,13,19,165,86.7,38,6
WASH STATE,341,4,175,6,29,175,86.6,41,6
MARSHALL,214,4,142,2,18,142,86.6,29,9
CITADEL,139,3,41,0,7,42,86.6,9,2
CHADST,809,1,37,0,10,37,86.5,10,0
OHIO,259,4,182,8,30,182,86.3,44,6
MOREHEAD,234,4,159,7,21,159,86.2,36,8
S ILLINOIS,295,4,163,4,29,163,86.2,39,6
VA LYNCHBU,406,3,127,4,17,128,86.2,28,7
LAMAR,204,4,152,6,32,152,86.2,40,2
TUSKEGEE,405,1,40,0,9,40,86.2,10,1
TEMPLE,306,4,119,5,24,119,86.1,31,2
S CAROLINA,289,5,190,6,37,190,86.1,48,5
STF AUSTIN,301,4,143,0,24,143,86.0,32,8
COLORADO,143,4,154,2,33,154,86.0,39,4
E MICHIGAN,160,4,143,4,24,143,86.0,34,6
CINCINNATI,138,4,161,8,19,161,86.0,36,9
SOUTHERN U,297,3,92,3,15,92,85.9,22,4
VILLANOVA,334,4,92,4,14,92,85.9,22,4
PENN STATE,266,4,163,5,31,163,85.9,41,5
FRESNO ST,169,3,135,2,24,135,85.9,32,6
TROY,318,4,174,5,28,174,85.9,41,8
STETSON,302,4,193,10,25,194,85.8,45,10
ARK STATE,113,4,158,10,25,158,85.8,40,5
LA MONROE,209,4,127,5,25,127,85.8,33,3
DAYTON,150,3,98,3,11,98,85.7,21,7
FL A&M,164,4,171,7,30,171,85.7,43,6
LINCOK,1452,2,63,1,17,63,85.7,18,0
KENTUCKY,202,4,140,4,18,140,85.7,31,9
BOWL GREEN,122,4,170,10,35,170,85.6,47,2
LIUSHAR,1298,4,146,8,26,146,85.6,38,4
SCAR STATE,290,4,120,7,20,120,85.4,31,4
UTSA,331,5,236,4,53,236,85.4,63,6
GRAMBLING,177,4,134,3,30,134,85.4,36,3
TOWSON,317,4,150,4,20,150,85.3,34,10
IDAHO ST,186,4,162,9,27,162,85.2,42,6
MARS HILL,383,1,54,1,15,54,85.2,16,0
GA STATE,175,4,132,11,20,132,85.2,35,4
LEHIGH,205,4,132,6,21,132,85.2,33,6
AUSTINPEAY,116,5,189,5,31,189,85.2,46,10
FLORIDA ST,167,4,124,10,27,124,85.1,37,0
BRYANT,124,4,178,13,22,178,85.1,44,9
N GREENVLE,390,1,37,5,4,37,85.1,10,1
MIDDLE TN,224,5,197,9,34,198,85.0,51,8
ALAB A&M,104,4,179,9,31,179,84.9,47,7
PORTLAND,269,3,106,4,24,106,84.9,30,2
NORFOLK,244,4,106,4,18,106,84.9,27,5
MITECH,980,1,33,1,7,33,84.8,9,1
LINCOLN,380,1,36,1,8,36,84.7,10,1
E WASHGTON,161,3,116,4,26,116,84.5,33,3
MAINE,212,3,126,11,18,126,84.5,34,5
SO MISS,296,4,109,9,21,109,84.4,32,2
INDIANA ST,191,3,89,2,14,89,84.3,22,6
N ALABAMA,389,4,130,7,22,130,84.2,35,6
GA TECH,176,4,145,7,19,145,84.1,36,10
ALCORN ST,107,4,110,5,20,110,84.1,30,5
LIMEST,1283,1,40,0,9,40,83.7,11,2
N COLORADO,253,4,175,6,38,175,83.4,51,7
TOLEDO,316,4,148,5,38,148,83.4,46,3
VIRGINIA,335,4,172,7,42,172,83.4,53,4
NEVADA,239,5,156,7,29,156,83.3,44,8
NEBRASKA,238,4,147,1,32,147,83.3,41,8
SM HOUSTON,281,3,105,3,26,105,83.3,32,3
MILES,386,1,42,3,11,42,83.3,14,0
DELWARE ST,152,4,101,4,20,101,83.2,29,5
SE LA,294,4,137,2,24,137,83.2,36,10
S JOSE ST,285,3,130,4,32,130,83.1,40,4
LVLEOP,937,1,38,0,7,38,82.9,10,3
TEXAS TECH,315,4,221,4,56,221,82.8,68,8
ALBANY ST,360,1,29,2,8,30,82.8,10,0
INDIANA,190,4,215,16,43,215,82.6,67,8
RICE,275,4,155,7,33,155,82.6,47,7
S DAK ST,292,4,117,4,29,117,82.5,37,4
AKRON,102,4,205,10,34,205,82.4,58,14
S DAKOTA,291,4,133,1,24,133,82.3,36,11
BOSTON COL,121,4,168,16,28,168,82.1,52,8
MERRIMACK,385,4,148,5,32,148,82.1,45,8
PRESBYTERN,271,4,133,5,33,133,82.0,43,5
IOWA,192,4,108,8,23,108,81.9,35,4
CHATTNOOGA,137,4,105,12,14,105,81.9,32,6
SACR HEART,280,4,157,3,36,157,81.8,48,9
MO STATE,230,4,163,1,33,163,81.6,47,13
UTAHTC,1285,4,237,17,51,237,81.4,78,10
SAMFORD,282,4,139,11,27,139,81.3,45,7
DARTMOUTH,148,3,64,3,19,64,81.2,23,1
CENT ARK,132,4,149,4,26,149,81.2,43,13
ALBANY,106,4,154,6,36,154,81.2,50,8
EANMGH,858,1,37,2,12,37,81.1,14,0
CAL,130,4,159,5,31,159,81.1,48,12
BETH COOK,119,3,105,2,24,105,81.0,33,7
WSRAMS,1206,1,13,0,3,13,80.8,4,1
ARIZONA ST,110,4,130,8,24,130,80.8,41,9
RUTGERS,278,4,125,10,28,125,80.8,43,5
HOUCHR,183,3,129,12,20,129,80.6,41,9
W ILLINOIS,345,4,166,14,41,166,80.4,60,5
FIU,166,3,158,11,47,158,80.4,60,2
VA MILT IN,336,3,114,3,22,114,80.3,35,10
DOMINION,263,4,147,8,32,147,80.3,49,9
MS VLY ST,228,4,124,7,28,125,80.2,42,7
MCNEESE,217,4,123,7,16,123,80.1,36,13
TENN STATE,308,3,102,4,19,102,79.9,32,9
VALPO,332,4,148,7,43,148,79.7,55,5
STNY BROOK,303,3,91,3,22,91,79.7,31,6
NWSTATE,257,4,205,15,45,205,79.5,72,12
MHMRTI,999,1,34,0,12,34,79.4,13,1
LAFAYETTE,203,4,137,7,21,137,78.8,43,15
MURRAY ST,236,3,78,4,17,78,78.8,27,6
NEW MEXICO,241,5,126,4,28,126,78.6,43,11
TEXAS STHN,313,4,123,6,35,123,78.5,47,6
W MICHIGAN,347,4,136,5,38,136,78.3,51,8
ALABAMA ST,105,3,94,5,32,94,78.2,39,2
KENNESAW,200,3,49,4,12,49,77.6,19,3
WOFFORD,350,4,117,5,34,117,77.4,46,7
NAUSTA,1453,2,54,2,13,54,76.9,20,5
FLMMRL,1471,1,37,0,12,37,75.7,15,3
WAGNER,338,3,100,10,29,100,75.5,44,5
COLO STATE,144,4,148,6,32,148,74.3,57,19
STANKN,1455,1,33,1,6,33,74.2,12,5
KEISER,1475,1,53,3,15,53,73.6,23,5
LANECOL,942,1,31,2,7,31,72.6,13,4
ASSMPT,1257,1,38,2,12,38,71.1,18,4
COLGATE,142,4,118,9,34,118,69.9,57,14
WARNER,407,1,29,3,5,29,69.0,13,5
THMORE,1296,1,33,4,9,33,68.2,17,4
BARCOL,1473,1,31,3,16,31,66.1,20,1
KY STATE,378,1,10,0,5,10,55.0,7,2
