player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Danny Longman,77071,P,BOSTON COL,9,48,48,3.98,39.42,40.44,5.4,0,0,6,26,121,61.8,13,76,7,0,18.8,49,9,48,191.05,1892,0,1941
Mackenzie Morgan,77587,P,TEMPLE,8,47,47,3.56,39.36,40.4,3.6,0,0,19,16,306,59.0,12,55,3,0,17.0,29,8,47,167.52,1850,1,1899
Andrew Osteen,77590,P,UCF,3,12,12,3.82,34.5,39.75,5.8,1,0,3,2,323,68.4,3,50,1,0,33.3,23,4,13,45.86,414,2,477
Issac Power,77593,P,BAYLOR,9,25,25,3.97,39.68,42.4,3.1,0,0,3,10,118,67.3,11,59,1,0,36.0,28,9,25,99.33,992,2,1060
Ryan Bujcevski,77594,P,SMU,9,30,30,3.82,40.63,44.27,8.2,0,0,4,16,287,76.6,9,64,1,0,20.0,49,6,30,114.59,1219,3,1328
Nick Mihalic,77602,P,W MICHIGAN,10,51,51,3.93,37.65,40.88,6.2,1,0,5,24,347,60.1,8,56,2,0,33.3,105,17,52,200.25,1920,3,2085
Cameron Rising,77663,QB,UTAH,1,1,1,3.05,10.0,30.0,,0,0,0,0,328,60.0,0,30,0,0,0.0,0,0,1,3.05,10,1,30
Brennan Armstrong,77696,QB,VIRGINIA,2,2,2,2.87,19.0,29.0,,0,0,1,0,335,61.0,1,32,0,0,0.0,0,0,2,5.74,38,1,58
Mike Rivers,78436,P,TROY,9,42,42,3.88,39.02,42.14,5.9,0,0,5,15,318,72.4,21,56,6,0,28.6,71,12,42,163.07,1639,3,1770
Anthony Beck II,78452,P,GA SOUTHRN,10,36,36,3.74,37.39,44.22,11.6,0,0,10,6,174,65.3,15,58,2,0,44.4,186,16,36,134.61,1346,3,1592
Chance Nolan,78493,QB,OREGON ST,1,1,1,2.76,40.0,40.0,,0,0,1,0,265,60.0,1,40,0,0,0.0,0,0,1,2.76,40,0,40
Timmy Bleekrode,79417,P,NEBRASKA,1,1,1,4.3,43.0,51.0,8.0,0,0,0,0,238,60.0,0,51,0,0,100.0,8,1,1,4.3,43,0,51
Colin McCreary,79434,P,USF,7,21,21,3.93,37.43,41.71,35.0,0,0,3,14,327,60.2,4,54,1,1,9.5,70,2,21,82.59,786,1,876
Michael Turk,82012,P,OKLAHOMA,9,42,42,4.16,41.62,45.74,1.6,0,0,7,13,261,81.2,14,60,6,0,19.0,13,8,42,174.66,1748,8,1921
Reid Bauer,82014,P,ARKANSAS,4,12,12,3.78,42.67,45.33,3.0,1,0,4,1,111,64.8,5,62,2,0,33.3,12,4,13,45.41,512,1,544
Carson King,82024,P,FRESNO ST,9,31,31,3.59,38.23,41.74,8.6,0,0,7,8,169,62.0,10,64,6,0,25.8,69,8,31,111.24,1185,2,1294
Rhys Byrns,82027,P,LA LAFAYET,10,42,42,3.75,39.9,43.83,6.5,0,0,10,11,207,69.2,11,60,4,0,31.0,85,13,42,157.44,1676,4,1841
George Caratan,82030,P,UCONN,10,58,58,3.8,35.64,39.48,10.7,0,0,11,22,146,60.4,18,55,5,0,32.8,203,19,58,220.52,2067,1,2290
William Przystup,82031,P,ARK STATE,5,12,12,3.88,40.0,45.5,9.4,0,0,1,0,113,69.7,3,61,4,0,58.3,66,7,12,46.56,480,0,546
Luke Loecher,82041,P,OREGON ST,8,27,27,3.87,40.81,46.19,15.0,0,0,6,9,265,77.1,10,64,3,0,25.9,105,7,27,104.37,1102,2,1247
Adam Korsak,82044,P,RUTGERS,8,48,48,3.64,43.29,43.98,-1.8,0,0,17,23,278,68.3,23,77,2,0,8.3,-7,4,48,174.69,2078,2,2111
Paxton Brooks,82049,P,TENNESSEE,8,21,21,4.19,38.38,39.33,0.0,1,0,7,8,307,68.7,7,51,4,0,4.8,0,1,22,87.93,806,1,826
Clayton Stewart,82051,P,WYOMING,9,50,50,4.04,38.36,44.78,9.5,0,0,8,12,351,67.6,15,67,5,0,34.0,161,17,50,202.13,1918,8,2239
Kyle Greenwell,82052,P,UAB,9,31,31,3.95,38.71,44.94,10.3,0,0,8,8,321,65.8,10,60,1,0,29.0,93,9,31,122.59,1200,5,1393
Jason Bean,83529,QB,KANSAS,1,1,1,2.42,41.0,41.0,,0,0,1,0,198,60.0,1,41,0,0,0.0,0,0,1,2.42,41,0,41
Brenden Brady,83795,HB,UTSA,1,1,1,3.22,39.0,39.0,,0,0,1,0,331,60.0,1,39,0,0,0.0,0,0,1,3.22,39,0,39
Aaron Rodriguez,86345,P,NEW MEXICO,9,59,59,3.75,39.8,44.05,7.4,1,0,8,22,241,50.5,20,63,2,0,39.0,171,23,60,221.53,2348,4,2599
Michael Hayes,97151,P,GA STATE,9,42,42,3.65,40.57,43.69,5.4,2,0,7,14,175,56.7,13,57,2,0,40.5,91,17,44,153.48,1704,2,1835
Luke Pawlak,97267,K,TOLEDO,1,1,1,3.19,19.0,19.0,,0,0,1,0,316,60.0,1,19,0,0,0.0,0,0,1,3.19,19,0,19
Jackson Baltar,97389,P,BUFFALO,3,13,13,3.37,34.69,40.15,12.8,0,0,3,2,126,50.3,3,52,3,0,30.8,51,4,13,43.81,451,1,522
Daton Montiel,97392,P,FIU,9,50,50,3.68,39.5,42.04,7.4,0,0,11,23,166,70.7,20,64,4,0,18.0,67,9,50,184.03,1975,3,2102
Jack Brooks,97588,P,S ALABAMA,9,44,44,3.59,37.14,42.14,12.0,0,0,10,9,288,74.8,17,58,8,0,34.1,180,15,44,157.87,1634,2,1854
Ivan Mora,97589,P,WAKE,9,30,30,4.14,39.87,42.47,11.6,1,0,5,14,339,74.2,12,55,5,0,16.7,58,5,31,124.33,1196,1,1274
Cole Snyder,97617,QB,BUFFALO,1,1,1,3.65,36.0,56.0,,0,0,0,0,126,60.0,0,56,0,0,0.0,0,0,1,3.65,36,1,56
Bo Nix,97790,QB,OREGON,2,2,2,2.53,33.5,33.5,,0,0,2,0,264,61.0,1,34,0,0,0.0,0,0,2,5.05,67,0,67
Lucas Dean,97981,P,UTSA,9,28,28,3.88,41.25,45.07,6.7,0,0,3,7,331,78.6,12,76,8,0,25.0,47,7,28,108.59,1155,3,1262
Collin Schlee,98025,QB,KENT STATE,2,3,3,3.96,38.0,40.67,8.0,0,0,2,0,201,63.3,1,52,0,0,33.3,8,1,3,11.88,114,0,122
Ryan Sanborn,98199,P,STANFORD,9,39,39,3.92,39.62,42.15,6.2,1,0,5,15,300,76.5,14,53,3,0,41.0,99,16,40,152.97,1545,0,1644
Tom Hutton,98200,P,OKLA STATE,8,46,46,4.01,38.24,43.24,11.1,1,0,10,12,262,74.5,18,53,4,0,41.3,210,19,47,184.39,1759,1,1989
Porter Wilson,98463,P,DUKE,9,30,30,4.15,39.93,43.67,5.2,0,0,4,11,154,69.9,10,64,2,0,33.3,52,10,30,124.6,1198,3,1310
Kyle Ostendorp,98795,P,ARIZONA,9,25,25,3.63,39.08,46.0,10.2,0,0,5,1,109,71.2,8,64,4,0,52.0,133,13,26,90.76,977,2,1150
Lou Hedley,98796,P,MIAMI FL,7,32,32,4.0,42.13,44.03,3.0,0,0,10,9,220,79.0,17,59,4,0,21.9,21,7,32,128.1,1348,2,1409
Noah Rauschenberg,99361,K,BAYLOR,1,1,1,3.62,14.0,14.0,,0,0,0,0,118,60.0,0,14,1,0,0.0,0,0,1,3.62,14,0,14
Austin McNamara,99363,P,TEXAS TECH,9,33,33,4.17,38.3,44.88,15.7,0,0,4,12,315,81.3,13,65,4,0,30.3,157,10,33,137.77,1264,3,1481
Jordy Sandy,99462,P,TCU,9,32,32,4.2,37.09,39.5,8.5,0,0,8,18,305,73.0,8,59,1,0,6.3,17,2,32,134.35,1187,3,1264
Ty Zentner,99465,P,KANSAS ST,9,41,41,4.26,41.27,43.1,7.0,0,0,13,20,199,79.0,19,66,1,0,12.2,35,5,41,174.74,1692,2,1767
Aidan Swanson,99859,P,CLEMSON,9,40,40,3.55,37.48,41.8,9.6,1,0,7,9,140,52.1,12,67,7,0,40.0,153,16,41,142.03,1499,1,1672
Ben Kiernan,99871,P,N CAROLINA,9,28,28,3.69,43.32,48.18,7.4,0,0,6,6,245,61.7,10,70,1,0,46.4,96,13,28,103.21,1213,2,1349
Nicholas Barr-Mira,100480,K,UCLA,8,15,15,3.78,40.87,43.33,7.4,1,0,0,7,324,66.3,7,51,3,0,33.3,37,5,16,56.66,613,0,650
Andrew Boyle,100482,K,OREGON,1,2,2,3.28,36.0,36.0,,0,0,0,1,264,59.3,1,37,1,0,0.0,0,0,2,6.56,72,0,72
Matthew Hayball,100813,P,VANDERBILT,9,46,46,3.66,39.8,46.22,13.8,0,0,10,8,333,76.7,16,65,7,0,43.5,275,20,46,168.37,1831,1,2126
Kyle Ulbrich,100815,P,MIDDLE TN,9,47,47,3.55,41.32,46.3,7.6,1,0,11,10,224,64.4,21,72,5,0,31.9,114,15,48,166.72,1942,6,2176
Alex Bales,100970,K,OREGON,1,2,2,3.53,32.5,32.5,,0,0,1,0,264,58.5,0,43,1,0,0.0,0,0,2,7.06,65,0,65
Adam Barry,101046,P,OREGON,6,10,10,3.72,39.7,39.7,0.0,0,0,1,8,264,60.7,4,58,0,0,10.0,0,1,10,37.23,397,0,397
Michael O'Shaughnessy,101607,P,OHIO STATE,1,1,1,3.13,21.0,41.0,,0,0,0,0,260,60.0,0,41,0,0,0.0,0,0,1,3.13,21,1,41
Anthony Pecorella,101608,P,MARYLAND,3,4,4,3.68,37.75,37.75,,0,0,2,1,215,61.4,3,41,1,0,0.0,0,0,4,14.72,151,0,151
Colton Spangler,101609,P,MARYLAND,9,35,35,3.63,42.4,46.23,5.3,0,0,9,8,215,63.4,11,63,1,0,40.0,74,14,35,127.13,1484,3,1618
Tom Foley,101612,P,N ILLINOIS,10,36,36,3.89,39.0,41.72,7.1,0,0,8,14,254,60.6,14,61,2,0,30.6,78,11,36,140.08,1404,1,1502
Jack Bouwmeester,101613,P,UTAH,9,26,26,3.9,38.23,39.27,1.4,0,0,1,16,328,65.3,10,48,3,0,19.2,7,5,26,101.5,994,1,1021
Chase Wyatt,101615,P,BALL ST,1,1,1,3.84,16.0,16.0,,0,0,0,0,117,60.0,0,16,1,0,0.0,0,0,1,3.84,16,0,16
Josh Carlson,102852,P,NEW MEX ST,8,44,44,4.0,40.16,40.05,-0.5,0,0,4,26,242,60.2,13,54,4,0,22.7,-5,10,44,175.99,1767,0,1762
Seamus O'Kelly,102853,P,TEXAS ST,9,54,54,3.73,38.96,41.81,9.0,0,0,12,28,314,63.6,11,68,3,0,11.1,54,6,54,201.5,2104,5,2258
Jay Bramblett,102854,P,LSU,8,32,32,4.12,38.72,44.78,13.4,0,0,4,10,211,79.6,14,66,5,0,31.3,134,10,32,131.68,1239,3,1433
Sam Clark,104755,P,JAMES MAD,8,39,39,3.76,39.38,42.79,9.3,1,0,9,14,197,67.6,13,65,4,0,25.6,93,10,40,146.68,1536,2,1669
Brian Buschini,105308,P,NEBRASKA,9,49,49,4.05,41.02,44.86,10.7,1,0,10,19,238,67.6,12,65,5,0,24.5,128,12,50,198.47,2010,3,2198
Nik Constantinou,105801,P,TEXAS A&M,9,46,46,4.2,41.59,42.74,4.8,0,0,8,20,312,91.1,22,57,7,0,23.9,53,11,46,193.34,1913,0,1966
Jon Sot,108908,P,NOTRE DAME,9,39,39,3.92,40.85,43.69,8.9,0,0,7,21,258,57.6,20,75,1,0,20.5,71,8,39,152.74,1593,2,1704
Noah Gettman,108915,P,AKRON,10,52,52,3.7,36.85,40.62,7.2,0,0,7,15,102,57.1,13,58,8,0,36.5,136,19,52,192.52,1916,3,2112
Mason Hunt,121462,P,SO MISS,9,54,54,4.21,39.7,43.15,5.8,0,0,14,21,296,86.0,25,59,4,0,14.8,46,8,54,227.08,2144,7,2330
Ryan Hanson,121522,P,ARK STATE,8,37,37,3.82,41.11,43.57,5.9,1,0,11,8,113,77.3,18,68,5,0,32.4,71,12,38,141.44,1521,1,1612
Billy Boehlke,121556,P,ARMY,8,21,21,3.36,38.57,38.76,2.0,0,0,7,9,114,57.2,5,55,3,0,9.5,4,2,21,70.59,810,0,814
Joshua Sloan,122037,P,UTEP,10,39,39,3.89,39.21,43.77,8.4,0,0,3,13,330,74.3,14,64,6,0,35.9,118,14,39,151.52,1529,3,1707
Ryan Rehkow,122074,P,BYU,10,30,30,4.14,41.03,44.53,7.2,0,0,7,9,128,71.5,11,64,3,0,30.0,65,9,30,124.09,1231,2,1336
Alex Mastromanno,122406,P,FLORIDA ST,8,24,24,3.93,38.17,41.88,3.6,0,0,5,5,167,70.0,10,53,3,0,33.3,29,8,24,94.26,916,3,1005
Jalon Daniels,122555,QB,KANSAS,1,1,1,2.96,33.0,33.0,,0,0,1,0,198,60.0,1,33,0,0,0.0,0,0,1,2.96,33,0,33
Reis Vernon,122581,P,KANSAS,8,25,25,3.66,36.0,39.72,5.5,0,0,5,8,198,70.6,9,60,3,0,24.0,33,6,25,91.59,900,3,993
Cam Guess,123009,P,PITTSBURGH,3,12,12,3.5,33.08,35.5,9.7,0,0,2,4,268,40.1,3,46,3,0,25.0,29,3,12,41.99,397,0,426
James Williams,123059,P,SYRACUSE,1,0,0,0.0,0.0,0.0,,1,0,0,0,304,60.0,0,0,0,0,0.0,0,0,1,0.0,0,0,0
Lachlan Wilson,123268,P,TULSA,10,50,50,3.72,39.82,44.4,11.5,1,0,17,9,320,71.8,25,74,4,0,40.0,229,20,51,185.83,1991,0,2220
Peter Moore,123358,P,VA TECH,9,60,60,4.07,40.22,41.3,3.1,1,0,17,25,337,66.6,23,67,8,0,13.3,25,8,61,244.21,2413,2,2478
Daniel Sparks,123492,P,VIRGINIA,9,39,39,3.97,36.77,44.69,14.3,2,0,7,9,335,79.5,13,59,3,0,41.0,229,16,41,154.88,1434,4,1743
Laine Wilkins,123686,P,HOUSTON,8,28,28,3.93,42.75,45.57,3.5,0,0,9,5,182,65.9,8,67,1,0,39.3,39,11,28,109.91,1197,2,1276
Luke Larsen,123823,P,E CAROLINA,9,27,27,3.6,35.59,39.74,8.7,1,0,3,12,156,62.5,10,55,3,0,22.2,52,6,28,97.27,961,3,1073
Kade Loggins,123859,K,GA STATE,1,1,1,4.37,42.0,42.0,,0,0,1,0,175,60.0,1,42,0,0,0.0,0,0,1,4.37,42,0,42
Kai Kroeger,124245,P,S CAROLINA,8,38,38,3.8,41.32,45.08,3.6,0,0,10,7,289,64.8,20,79,4,0,31.6,43,12,38,144.4,1570,5,1713
Jeremy Crawshaw,124372,P,FLORIDA,8,23,23,3.94,43.09,46.0,6.7,0,0,4,9,163,75.2,11,62,2,0,30.4,47,7,23,90.68,991,1,1058
Oscar Chapman,124403,P,AUBURN,9,43,43,4.05,42.16,43.93,6.2,0,0,8,20,115,73.4,15,61,5,0,20.9,56,9,43,174.0,1813,1,1889
Matthew Shipley,128212,K,HAWAII,10,50,50,3.8,36.4,41.4,9.3,0,0,9,14,180,64.9,14,63,7,0,28.0,130,14,50,190.23,1820,6,2070
Matt Freem,128228,P,NEVADA,7,35,35,3.66,39.34,42.17,9.0,0,0,10,10,239,63.0,10,70,4,0,31.4,99,11,35,128.09,1377,0,1476
Travis Benham,128320,P,S JOSE ST,8,26,26,3.82,34.77,39.96,8.8,0,0,6,8,285,64.7,11,57,3,0,15.4,35,4,26,99.44,904,5,1039
Stephen Kotsanlee,128385,P,UTAH ST,9,49,49,3.77,39.73,44.27,7.5,1,0,13,9,329,68.4,18,60,9,0,22.4,82,11,50,184.65,1947,7,2169
Hugh Robertson,129425,P,ILLINOIS,9,40,40,3.69,36.55,37.5,-0.4,0,0,10,19,187,48.9,13,52,4,0,12.5,-2,5,40,147.66,1462,2,1500
Tory Taylor,129481,P,IOWA,9,56,56,4.1,41.14,45.59,3.5,0,0,12,14,192,80.4,25,70,6,0,25.0,49,14,56,229.38,2304,10,2553
Mark Crawford,129645,P,MINNESOTA,8,29,29,3.72,37.38,39.83,2.8,0,0,7,14,225,69.2,12,53,1,0,13.8,11,4,29,107.92,1084,3,1155
Hunter Renner,129734,P,NWESTERN,2,9,9,2.78,36.67,38.0,12.0,0,0,6,1,256,45.8,2,49,1,0,11.1,12,1,9,24.99,330,0,342
Brendan Cropsey,129808,P,PURDUE,2,2,2,3.0,44.0,44.0,,0,0,1,1,273,60.0,0,47,0,0,0.0,0,0,2,5.99,88,0,88
Andy Vujnovich,129934,P,WISCONSIN,9,39,39,3.9,39.46,43.56,6.7,0,0,8,8,349,70.0,17,64,5,0,38.5,100,15,39,152.24,1539,3,1699
Lucas Borrow,130327,P,BALL ST,10,59,59,3.7,37.66,41.12,7.4,0,0,12,21,117,73.2,25,64,7,0,23.7,104,14,59,218.17,2222,5,2426
Luke Elzinga,130433,P,C MICHIGAN,10,44,44,3.94,39.23,43.52,9.9,0,0,7,14,134,75.6,18,65,8,0,25.0,109,11,44,173.41,1726,4,1915
Dom Dzioban,130519,P,MIAMI OH,10,58,58,3.52,40.02,42.28,4.8,0,0,16,12,221,58.7,22,67,9,0,32.8,91,19,58,203.95,2321,2,2452
Jack Wilson,130609,P,OHIO,9,23,23,3.34,34.78,37.17,3.8,0,0,6,7,259,56.4,11,54,4,0,17.4,15,4,23,76.9,800,2,855
Riley Moore,130657,K,UMASS,1,1,1,3.65,10.0,10.0,,0,0,0,0,216,60.0,0,10,1,0,0.0,0,0,1,3.65,10,0,10
Jamieson Sheahan,131666,P,CAL,9,48,48,3.66,39.71,44.83,7.7,0,0,7,15,130,72.7,16,65,2,0,39.6,146,19,48,175.76,1906,5,2152
Josh Green,131733,P,OREGON ST,1,1,1,3.62,25.0,45.0,,0,0,0,0,265,60.0,0,45,0,0,0.0,0,0,1,3.62,25,1,45
Luke Akers,131788,P,NWESTERN,9,34,34,3.94,38.41,42.32,8.1,1,0,11,11,256,69.9,14,56,0,0,26.5,73,9,35,134.09,1306,3,1439
Jayden de Laura,131928,QB,ARIZONA,2,2,2,3.59,31.5,41.5,,0,0,1,0,109,61.0,1,48,0,0,0.0,0,0,2,7.18,63,1,83
David Shanahan,143930,P,GA TECH,9,57,57,3.5,33.0,44.11,17.9,5,0,10,8,176,58.1,10,57,4,0,56.1,573,32,62,199.7,1881,3,2514
Cole Maynard,143970,P,N CAROLINA,1,1,1,3.03,14.0,14.0,,0,0,0,0,245,60.0,0,14,1,0,0.0,0,0,1,3.03,14,0,14
Caden Noonkester,144000,P,NC STATE,1,3,3,3.8,43.0,45.33,7.0,0,0,1,1,248,64.4,1,55,0,0,33.3,7,1,3,11.41,129,0,136
Caleb Junko,144026,K,PITTSBURGH,2,3,3,3.7,41.33,44.0,4.0,0,0,0,1,268,59.5,2,46,0,0,66.7,8,2,3,11.1,124,0,132
Mark Vassett,144176,P,LOUISVILLE,9,35,35,3.89,40.23,44.71,5.7,0,0,3,6,210,68.3,13,55,6,0,48.6,97,17,35,136.24,1408,3,1565
Mason Fletcher,144219,P,CINCINNATI,9,41,41,3.83,45.66,47.56,4.1,0,0,10,16,138,70.1,23,84,0,0,34.1,58,14,41,156.88,1872,1,1950
Kellen Grave de Peralta,144309,P,NAVY,4,7,7,4.15,38.0,43.71,,0,0,1,3,237,70.0,4,68,1,0,0.0,0,0,7,29.03,266,2,306
Riley Riethman,144340,P,NAVY,9,26,26,3.47,43.04,44.96,3.0,0,0,3,8,237,59.5,8,66,4,0,38.5,30,10,26,90.16,1119,1,1169
Andrew Stokes,144499,P,USF,4,13,13,3.84,40.69,41.23,1.8,0,0,2,4,327,60.4,6,52,3,0,30.8,7,4,13,49.95,529,0,536
Logan Ward,144675,K,OKLA STATE,2,4,4,4.3,42.0,50.5,7.0,0,0,0,1,262,66.1,1,63,0,0,50.0,14,2,4,17.21,168,1,202
Isaac Pearson,144741,P,TEXAS,1,1,1,2.8,15.0,15.0,,0,0,0,0,311,60.0,0,15,1,0,0.0,0,0,1,2.8,15,0,15
James Evans,144846,P,INDIANA,9,55,55,3.88,40.76,44.8,8.7,1,0,12,14,190,65.1,24,69,6,0,38.2,182,21,56,213.57,2242,2,2464
Tommy Doman,144944,P,MICHIGAN,1,1,1,4.59,41.0,41.0,,0,0,0,1,222,60.0,1,41,0,0,0.0,0,0,1,4.59,41,0,41
Jesse Mirco,145081,P,OHIO STATE,9,31,31,3.8,42.39,46.81,7.4,0,0,10,9,260,85.5,15,77,2,0,16.1,37,5,31,117.74,1314,5,1451
Gabriel Nwosu,145105,P,PENN STATE,1,2,2,2.72,34.0,34.0,,0,0,2,0,266,58.9,0,36,0,0,0.0,0,0,2,5.43,68,0,68
Jack Ansell,145125,P,PURDUE,9,35,35,3.68,36.57,42.09,7.2,0,0,8,8,273,61.0,9,67,1,0,37.1,93,13,35,128.63,1280,5,1473
Austin McCready,145261,P,LA TECH,8,29,29,3.72,36.38,39.86,13.5,0,0,6,14,208,61.7,4,57,2,0,20.7,81,6,29,107.82,1055,1,1156
John McConnell,145294,P,MARSHALL,9,48,48,3.4,35.67,39.42,8.9,0,0,12,19,214,45.5,20,64,3,0,18.8,80,9,48,163.31,1712,5,1892
Ethan Duane,145392,P,DOMINION,9,53,53,3.72,39.51,41.94,4.9,0,0,16,15,263,64.9,23,59,5,0,26.4,69,14,53,197.1,2094,3,2223
Bailey Rice,145570,P,CHARLOTTE,10,37,37,3.81,41.81,43.08,3.0,0,0,9,15,136,64.1,15,55,3,0,24.3,27,9,37,141.05,1547,1,1594
Mitchell Tomasek,145765,P,E MICHIGAN,10,37,37,3.12,38.3,44.86,6.8,0,0,7,1,160,64.2,13,63,5,0,48.6,123,18,37,115.59,1417,6,1660
Josh Smith,145784,P,KENT STATE,7,30,30,3.54,38.93,41.07,5.8,1,0,5,10,201,57.6,10,53,4,0,36.7,64,11,31,106.11,1168,0,1232
Ethan Hampton,145858,QB,N ILLINOIS,1,1,1,3.12,31.0,51.0,,0,0,0,0,254,60.0,0,51,0,0,0.0,0,0,1,3.12,31,1,51
Will Ferrin,145985,K,BOISE ST,1,2,2,3.6,35.5,35.5,0.0,0,0,0,1,120,56.8,0,36,0,0,50.0,0,1,2,7.19,71,0,71
Jack Browning,146137,P,S DIEGO ST,9,54,54,4.0,42.2,46.0,6.0,1,0,9,13,284,86.6,27,61,5,0,44.4,145,24,55,215.75,2279,3,2484
Eddie Czaplicki,146282,K,ARIZONA ST,9,38,38,4.06,37.84,44.37,14.5,0,0,6,12,110,74.0,13,72,4,0,34.2,188,13,38,154.41,1438,3,1686
Jace Feely,146284,K,ARIZONA ST,1,1,1,5.14,37.0,37.0,,0,0,0,1,110,60.0,0,37,0,0,0.0,0,0,1,5.14,37,0,37
Nick Haberer,146532,P,WASH STATE,9,40,40,4.14,39.95,41.7,4.5,0,0,5,21,341,76.6,16,62,2,0,27.5,50,11,40,165.55,1598,1,1668
Will Hutchinson,146570,P,MIAMI FL,1,3,3,4.7,47.0,46.33,-1.0,0,0,0,1,220,65.8,2,54,0,0,66.7,-2,2,3,14.09,141,0,139
James Burnip,146586,P,ALABAMA,9,31,31,4.17,39.97,42.29,6.5,1,0,4,11,103,78.8,12,58,7,0,25.8,52,8,32,129.3,1239,1,1311
Wilson Berry,146754,P,KENTUCKY,1,1,1,3.33,28.0,35.0,7.0,0,0,0,0,202,60.0,1,35,0,0,100.0,7,1,1,3.33,28,0,35
Marshall Nichols,146864,P,UNLV,9,47,47,3.81,38.79,42.13,6.9,3,0,5,16,325,67.4,14,56,7,0,36.2,117,17,50,178.91,1823,2,1980
Jack Stonehouse,146897,P,MISSOURI,7,33,33,4.05,38.55,42.48,8.8,0,0,7,12,229,69.5,13,68,3,0,24.2,70,8,33,133.61,1272,3,1402
Mack West,147107,P,COAST CAR,3,3,3,3.6,21.67,21.67,,0,0,1,1,141,55.0,2,33,1,0,0.0,0,0,3,10.79,65,0,65
Walker Bradberry,147136,P,GA SOUTHRN,1,1,1,4.55,30.0,30.0,,0,0,0,0,174,60.0,0,30,1,0,0.0,0,0,1,4.55,30,0,30
Matthew Rhodes,147369,P,ARMY,1,1,1,3.55,7.0,7.0,,0,0,0,0,114,60.0,0,7,1,0,0.0,0,0,1,3.55,7,0,7
CJ Kolodziey,147443,P,UMASS,9,61,61,3.55,33.36,37.16,6.6,0,0,16,17,216,39.6,17,55,3,0,32.8,132,20,61,216.55,2035,5,2267
Conor Hunt,149321,P,RICE,9,31,31,3.87,37.45,41.55,7.3,0,0,0,11,275,65.9,7,57,6,0,38.7,87,12,31,119.94,1161,2,1288
Brendan Farrell,151065,K,VIRGINIA,1,3,3,3.21,28.67,29.67,3.0,0,0,0,1,335,57.3,0,36,1,0,33.3,3,1,3,9.62,86,0,89
Daniel Trejo,153060,P,TEXAS,9,32,32,3.71,40.72,42.09,3.4,0,0,8,12,311,64.0,10,61,4,0,21.9,24,7,32,118.65,1303,1,1347
