team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
FLORIDA ST,167,9,303,15,62,303,85.0,84,7
OHIO,259,10,386,16,84,386,85.0,108,8
TROY,318,9,340,12,52,340,85.0,83,19
LIUSHAR,1298,8,279,16,50,279,84.9,75,9
LAFAYETTE,203,9,299,11,39,300,84.9,70,20
IDAHO ST,186,9,347,19,54,347,84.9,89,16
MITECH,980,1,33,1,7,33,84.8,9,1
ARMY,114,8,92,8,12,92,84.8,24,4
LEHIGH,205,9,336,9,69,336,84.8,90,12
LINCOLN,380,1,36,1,8,36,84.7,10,1
N COLORADO,253,9,389,18,79,389,84.7,108,11
TEXAS STHN,313,8,247,7,53,248,84.6,68,8
TENN STATE,308,8,268,6,43,268,84.5,66,17
GRAMBLING,177,8,287,3,66,287,84.5,79,10
KENNESAW,200,9,192,7,39,192,84.4,53,7
FRESNO ST,169,9,347,11,71,347,84.4,95,13
JAMES MAD,197,8,276,17,53,276,84.4,78,8
C MICHIGAN,134,10,412,17,78,412,84.3,112,17
MERRIMACK,385,9,256,9,46,256,84.2,68,13
WOFFORD,350,9,289,12,58,289,84.1,81,11
SACR HEART,280,9,328,7,75,328,84.1,93,11
RICE,275,9,313,12,64,313,84.0,88,12
HAMPTON,178,8,237,11,51,237,84.0,69,7
LA MONROE,209,9,321,7,72,321,84.0,91,12
ARIZONA ST,110,9,332,16,59,332,83.9,91,16
ALCORN ST,107,8,257,11,50,257,83.9,72,11
E MICHIGAN,160,10,334,13,60,335,83.7,91,18
LIMEST,1283,1,40,0,9,40,83.7,11,2
RUTGERS,278,9,270,16,50,270,83.7,77,11
SO MISS,296,9,283,18,51,283,83.6,81,12
MIDDLE TN,224,9,383,13,86,384,83.4,113,14
TULSA,320,10,406,23,67,406,83.3,113,23
AKRON,102,10,506,19,90,506,83.3,139,30
MILES,386,1,42,3,11,42,83.3,14,0
INDIANA,190,9,446,30,85,446,83.1,133,18
STETSON,302,8,373,29,58,374,83.0,107,20
LVLEOP,937,1,38,0,7,38,82.9,10,3
HOUCHR,183,8,372,25,64,372,82.9,108,19
ALBANY ST,360,1,29,2,8,30,82.8,10,0
E ILLINOIS,158,8,233,9,37,233,82.8,63,17
TEXAS TECH,315,9,495,11,116,495,82.7,149,22
MO STATE,230,8,310,4,54,310,82.6,83,25
KENTUCKY,202,9,288,12,40,288,82.6,76,24
TUSKEGEE,405,1,40,0,10,40,82.5,12,2
VA MILT IN,336,9,354,10,68,354,82.5,101,23
SW BAPTIST,1492,1,34,0,4,34,82.4,8,4
ARK STATE,113,9,344,24,62,344,82.3,104,18
W MICHIGAN,347,10,358,12,67,358,82.3,103,24
W ILLINOIS,345,9,346,24,71,346,82.2,109,14
CAL,130,9,396,21,81,396,82.1,122,20
VIRGINIA,335,9,374,8,104,374,82.1,123,11
MCNEESE,217,8,260,12,35,260,82.1,70,23
ALABAMA ST,105,8,243,10,64,243,81.5,82,8
TEXAS A&M,312,9,357,38,73,357,81.4,122,11
BOSTON COL,121,9,395,25,86,395,81.4,129,18
VALPO,332,9,299,12,70,299,81.3,97,15
NEVADA,239,9,329,11,75,329,81.2,105,19
BETH COOK,119,8,338,11,67,338,81.1,103,25
EANMGH,858,1,37,2,12,37,81.1,14,0
GA TECH,176,9,347,15,73,347,81.0,110,22
IOWA,192,9,274,23,53,274,81.0,90,14
DOMINION,263,9,356,19,76,356,81.0,115,20
WSRAMS,1206,1,13,0,3,13,80.8,4,1
S DAKOTA,291,8,236,1,48,236,80.3,71,22
NEW MEXICO,241,9,252,6,65,252,80.0,86,15
NEBRASKA,238,9,315,18,84,315,79.7,115,13
MHMRTI,999,1,34,0,12,34,79.4,13,1
WAGNER,338,8,271,14,77,271,79.2,102,11
VA LYNCHBU,406,6,227,4,48,228,78.9,74,22
COLGATE,142,9,276,22,61,276,78.4,101,18
W NEW MEX,410,1,46,3,15,46,78.3,19,1
MS VLY ST,228,8,250,13,62,251,77.8,93,18
FLKNR,1270,1,33,0,13,33,77.3,14,1
PRESBYTERN,271,9,314,22,66,316,77.1,116,28
NAUSTA,1453,2,54,2,13,54,76.9,20,5
COLO STATE,144,9,326,17,77,326,76.4,124,30
FLMMRL,1471,1,37,0,12,37,75.7,15,3
LANECOL,942,2,64,6,17,64,74.2,28,5
STANKN,1455,1,33,1,6,33,74.2,12,5
KEISER,1475,1,53,3,15,53,73.6,23,5
ASSMPT,1257,1,38,2,12,38,71.1,18,4
ED WATERS,372,1,24,0,8,24,70.8,11,3
WARNER,407,1,29,3,5,29,69.0,13,5
THMORE,1296,1,33,4,9,33,68.2,17,4
BARCOL,1473,1,31,3,16,31,66.1,20,1
KY STATE,378,1,10,0,5,10,55.0,7,2
