player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Garrett Bradbury,46013,C,MIN,15,100.0,0,18,63.2,48.9,72.1,6,23,537,100.0,100.0,96.6,6,33,4,980,980,0,0,980,583,583,0,0,397,0
Blake Brandel,46282,G,MIN,15,100.0,0,18,57.4,65.6,58.9,5,19,537,100.0,100.0,96.6,10,30,6,980,0,980,0,980,583,583,0,0,397,0
Daniel Faalele,81734,G,BLT,15,100.0,1,3,59.9,65.8,57.1,2,25,486,100.0,100.0,97.0,6,28,1,977,0,0,0,977,523,523,977,0,454,0
Jake Matthews,8641,T,ATL,15,100.0,2,2,76.7,83.8,67.2,4,17,511,100.0,100.0,97.0,8,26,5,976,0,0,975,976,553,553,0,0,423,0
Liam Eichenberg,41851,G,MIA,15,100.0,1,17,52.6,50.8,57.8,3,19,564,100.0,100.0,97.7,9,24,2,976,0,0,0,976,603,603,975,0,373,0
Mike Onwenu,27357,G,NE,15,100.0,0,19,64.5,71.3,57.1,6,21,574,100.0,100.0,97.3,5,29,2,975,0,0,0,975,622,622,646,329,353,0
Ted Karras,10855,C,CIN,15,100.0,1,7,61.6,76.3,51.6,6,12,616,100.0,100.0,98.2,2,20,2,972,972,0,0,972,659,659,0,0,313,0
Alex Cappa,66578,G,CIN,15,100.0,1,7,52.0,44.2,54.4,5,32,615,100.0,100.0,96.3,2,41,4,968,0,0,0,968,658,658,968,0,310,0
Kevin Dotson,46735,G,LA,15,100.0,0,26,82.0,64.4,84.4,6,13,516,100.0,100.0,97.6,2,22,3,966,0,0,0,966,551,551,966,0,415,0
Peter Skoronski,129737,G,TEN,15,100.0,1,31,60.2,75.0,55.4,6,17,546,100.0,100.0,97.3,8,26,3,964,0,964,0,964,586,586,0,0,378,0
Quinn Meinerz,112915,G,DEN,15,100.0,1,10,86.0,80.1,83.1,4,5,572,100.0,100.0,99.0,3,10,1,964,0,0,0,964,608,608,963,0,356,0
Matthew Bergeron,99658,G,ATL,15,100.0,2,2,68.5,69.1,69.6,9,17,495,100.0,100.0,97.0,10,28,2,963,0,962,0,963,535,535,0,0,428,0
Brian O'Neill,46854,T,MIN,15,100.0,0,18,81.9,82.1,77.7,0,13,525,100.0,100.0,98.4,5,15,2,963,0,0,0,963,570,570,0,959,393,4
Ben Powers,41482,G,DEN,15,100.0,1,10,62.3,64.6,59.8,3,14,576,100.0,100.0,98.2,6,19,2,963,0,962,0,963,612,612,0,0,351,0
JC Latham,146596,T,TEN,15,99.9,0,31,62.1,68.5,56.8,10,22,545,99.8,99.8,96.0,9,38,6,963,0,0,958,964,585,586,0,0,378,4
Tyler Linderbaum,82291,C,BLT,15,100.0,1,3,79.4,66.7,84.6,3,8,485,100.0,100.0,98.9,9,11,0,961,961,0,0,961,522,522,0,0,439,0
Ronnie Stanley,10640,T,BLT,15,100.0,1,3,68.4,77.6,60.1,4,28,483,100.0,100.0,96.3,12,34,2,959,0,0,933,959,520,520,0,0,439,24
Chris Lindstrom,46692,G,ATL,15,100.0,0,2,93.0,64.4,94.6,7,21,503,100.0,100.0,97.0,8,29,1,956,0,0,0,956,544,544,956,0,412,0
Trevor Penning,59963,T,NO,15,100.0,2,20,58.9,47.6,69.2,3,38,533,100.0,100.0,95.2,11,46,5,955,0,0,0,955,568,568,0,954,387,1
Robert Jones,100786,G,MIA,15,100.0,0,17,56.9,53.3,58.1,3,16,545,100.0,100.0,97.5,7,23,4,950,0,949,0,950,585,585,0,0,365,0
Kolton Miller,47013,T,LV,15,100.0,2,23,81.1,83.8,71.2,5,17,592,100.0,100.0,97.0,7,29,7,947,0,0,946,947,640,640,0,0,307,1
Rasheed Walker,81798,T,GB,15,100.0,1,12,66.2,81.4,49.8,1,25,462,100.0,100.0,96.8,8,28,2,946,0,1,945,946,492,492,0,0,454,0
Laremy Tunsil,10647,T,HST,15,100.0,2,13,76.6,87.5,74.3,3,14,569,100.0,100.0,98.2,17,19,2,945,0,0,945,945,599,599,0,0,346,0
Garett Bolles,11775,T,DEN,15,100.0,4,10,78.0,88.5,70.9,2,14,561,100.0,100.0,98.4,16,17,1,944,0,0,938,944,597,597,0,0,347,5
Taliese Fuaga,131732,T,NO,15,100.0,0,20,65.7,60.1,71.0,9,23,527,100.0,100.0,96.0,8,37,5,944,0,0,944,944,562,562,0,0,382,0
Elgton Jenkins,46298,G,GB,15,100.0,0,12,62.7,82.2,58.3,2,12,462,100.0,100.0,98.3,9,15,1,942,72,868,0,942,492,492,0,2,450,0
O'Cyrus Torrence,102821,G,BUF,15,100.0,0,4,56.9,63.3,53.7,2,32,516,100.0,100.0,96.7,6,34,0,941,0,0,0,941,554,554,940,1,387,0
Graham Glasgow,10729,G,DET,14,100.0,1,11,55.9,54.5,56.2,7,22,493,100.0,100.0,96.2,6,33,4,941,52,888,1,941,511,511,0,0,430,0
Zach Tom,55443,T,GB,15,100.0,3,12,87.4,82.3,89.6,2,15,462,100.0,100.0,97.7,6,19,2,941,0,1,0,941,492,492,1,939,449,0
Joe Tippmann,101568,C,NYJ,15,100.0,0,22,75.7,67.5,77.4,3,12,589,100.0,100.0,98.2,3,18,3,940,940,0,0,940,628,628,0,0,312,0
Hjalte Froholdt,44959,C,ARZ,15,100.0,0,1,73.4,65.8,74.4,3,13,525,100.0,100.0,98.1,8,18,2,939,939,0,0,939,561,561,0,0,378,0
Dominick Puni,163815,G,SF,15,100.0,1,28,83.3,68.3,84.4,0,27,528,100.0,100.0,96.9,5,30,3,938,0,0,0,938,558,558,938,0,380,0
Colton McKivitz,29314,T,SF,15,100.0,0,28,70.2,70.0,68.4,6,26,528,100.0,100.0,96.8,6,33,1,936,0,0,0,936,558,558,0,936,378,0
Landon Dickerson,41712,G,PHI,15,100.0,3,24,79.8,72.2,79.5,4,18,447,100.0,100.0,96.4,6,27,5,935,7,928,0,935,473,473,0,0,462,0
Jake Brendel,11117,C,SF,15,100.0,1,28,63.3,48.9,72.1,3,21,528,100.0,100.0,97.5,10,25,1,935,935,0,0,935,558,558,0,0,377,0
Ethan Pocic,11813,C,CLV,14,100.0,0,8,62.8,65.9,62.0,5,19,614,100.0,100.0,97.6,4,27,3,935,908,27,0,935,655,655,0,0,280,0
Broderick Jones,124025,T,PIT,15,100.0,2,25,55.6,52.1,61.8,8,20,476,100.0,100.0,95.0,10,38,10,935,0,0,0,935,504,504,0,930,431,5
Shaq Mason,9564,G,HST,15,100.0,0,13,62.3,65.2,57.7,5,21,554,100.0,100.0,96.2,3,34,8,931,0,0,0,931,586,586,931,0,345,0
Evan Brown,38709,G,ARZ,15,100.0,0,1,67.3,74.1,60.4,0,17,512,100.0,100.0,97.9,2,19,2,931,0,931,0,931,547,547,0,0,384,0
Patrick Mekari,46219,G,BLT,15,100.0,2,3,60.3,69.5,59.1,0,25,460,100.0,100.0,97.1,14,26,1,929,6,753,1,929,495,495,0,169,434,0
Quenton Nelson,12954,G,IND,15,100.0,0,14,82.6,79.2,84.4,7,8,485,100.0,100.0,97.8,10,18,3,928,0,928,0,928,520,520,0,0,408,0
Frank Ragnow,39137,C,DET,14,100.0,0,11,85.3,59.6,91.1,7,11,493,100.0,100.0,97.8,6,20,2,921,921,0,0,921,509,509,0,0,412,0
Tytus Howard,25472,T,HST,14,100.0,1,13,71.1,75.4,60.7,1,28,553,100.0,100.0,96.7,2,33,4,921,0,109,0,921,586,586,0,812,335,0
Graham Barton,122367,C,TB,14,100.0,2,30,55.9,62.8,56.3,2,19,539,100.0,100.0,97.9,12,22,1,920,920,0,0,920,572,572,0,0,348,0
Tyler Biadasz,41178,C,WAS,14,100.0,1,32,68.6,64.6,68.4,0,12,512,100.0,100.0,98.6,2,13,1,919,919,0,0,919,548,548,0,0,371,0
Cooper Beebe,99434,C,DAL,14,100.0,0,9,65.0,62.1,64.9,5,8,567,100.0,100.0,98.3,3,16,3,919,919,0,0,919,618,618,0,0,301,0
Robert Hunt,46139,G,CAR,15,100.0,1,5,69.8,61.1,73.0,7,18,552,100.0,100.0,97.0,5,29,4,919,0,0,0,919,587,587,919,0,332,0
Tyler Smith,98385,G,DAL,14,100.0,4,9,75.3,76.5,73.6,3,15,560,100.0,100.0,98.0,8,20,2,915,0,811,104,915,610,610,0,0,305,0
David Edwards,35941,G,BUF,15,100.0,0,4,63.0,62.9,61.8,2,22,513,100.0,100.0,97.7,5,24,0,913,0,910,0,913,551,551,0,3,362,0
Kevin Zeitler,7032,G,DET,14,100.0,0,11,89.2,73.8,88.6,4,8,486,100.0,100.0,97.7,1,17,5,913,0,0,0,913,504,504,913,0,409,0
Bradley Bozeman,27934,C,LAC,15,100.0,2,27,58.3,47.6,62.2,4,18,507,100.0,100.0,97.0,3,26,4,912,912,0,0,912,546,546,0,0,366,0
Cordell Volson,30614,G,CIN,14,100.0,1,7,58.3,51.3,63.1,10,24,572,100.0,100.0,96.2,7,39,5,910,0,910,0,910,610,610,0,0,300,0
Zion Johnson,99681,G,LAC,15,100.0,0,27,67.6,60.0,69.4,13,14,498,100.0,100.0,96.3,4,32,5,902,0,902,0,902,537,537,0,0,365,0
Dion Dawkins,11818,T,BUF,15,100.0,0,4,71.6,82.1,66.2,2,15,513,100.0,100.0,97.8,13,20,3,901,0,0,901,901,551,551,0,0,350,0
Kaleb McGary,46912,T,ATL,14,100.0,0,2,73.6,65.6,75.9,8,11,459,100.0,100.0,96.8,2,24,5,899,0,0,0,899,493,493,0,898,406,0
Connor McGovern,41714,C,BUF,15,100.0,0,4,72.1,68.8,71.6,0,22,509,100.0,100.0,97.8,2,22,0,899,899,0,0,899,545,545,0,0,354,0
Darnell Wright,98480,T,CHI,14,100.0,2,6,78.5,75.5,80.2,3,15,531,100.0,100.0,97.2,7,24,6,898,0,0,0,898,582,582,0,897,316,1
Brandon Scherff,9438,G,JAX,15,100.0,1,15,63.7,74.0,56.1,1,15,538,100.0,100.0,98.5,2,16,0,898,0,0,0,898,571,571,898,0,327,0
Mitch Morse,9482,C,JAX,15,100.0,0,15,59.3,59.3,58.2,2,7,538,100.0,100.0,98.6,3,12,3,894,894,0,0,894,571,571,0,0,323,0
John Simpson,41715,G,NYJ,15,100.0,1,22,80.1,75.2,81.0,6,9,561,100.0,100.0,98.5,5,16,1,893,0,893,0,893,598,598,0,0,295,0
Matt Pryor,46647,G,CHI,13,100.0,2,6,69.4,80.4,64.4,0,14,529,100.0,100.0,97.5,7,20,6,882,0,49,1,882,579,579,772,59,303,1
Tristan Wirfs,64818,T,TB,14,100.0,1,30,85.3,93.1,70.6,1,10,527,100.0,100.0,99.0,7,11,0,881,0,1,879,881,559,559,0,0,322,1
Josh Myers,59992,C,GB,14,100.0,0,12,54.5,64.1,51.3,4,20,421,100.0,100.0,97.1,4,24,0,879,879,0,0,879,448,448,0,0,431,0
Lane Johnson,7786,T,PHI,14,100.0,0,24,84.6,87.6,79.3,1,9,402,100.0,100.0,98.8,6,10,0,878,0,0,3,878,429,429,0,873,449,2
DJ Glaze,129511,T,LV,13,100.0,0,23,65.3,61.5,67.9,8,33,544,100.0,100.0,95.7,8,44,3,870,0,0,0,870,589,589,0,870,281,0
Paris Johnson Jr.,129749,T,ARZ,14,100.0,1,1,80.8,78.1,73.8,2,17,483,100.0,100.0,97.2,7,23,4,865,0,0,864,865,515,515,0,0,350,1
Cam Robinson,11789,T,MIN,15,100.0,2,18,64.1,72.6,57.9,6,28,508,100.0,100.0,95.5,11,40,6,862,0,0,860,862,538,538,0,0,324,2
Spencer Brown,42296,T,BUF,14,100.0,3,4,72.4,75.2,78.2,3,13,466,100.0,100.0,98.1,15,17,1,860,0,0,1,860,500,500,1,858,360,0
Beaux Limmer,99067,C,LA,14,100.0,1,26,58.9,41.4,67.5,4,15,440,100.0,100.0,97.6,8,20,1,859,859,0,0,859,474,474,0,0,385,0
Joe Alt,147481,T,LAC,14,100.0,0,27,78.5,77.2,75.6,1,12,478,100.0,100.0,97.4,7,19,6,856,0,0,3,856,515,515,0,852,341,1
Mekhi Becton,59818,G,PHI,14,100.0,0,24,77.0,63.9,77.0,2,20,403,100.0,100.0,96.5,4,25,3,851,0,0,0,851,429,429,851,0,422,0
Jon Runyan,36661,G,NYG,13,100.0,2,21,56.1,62.6,52.3,4,23,500,100.0,100.0,96.9,5,29,2,842,0,841,0,842,541,541,0,0,301,1
Dillon Radunz,30551,G,TEN,14,100.0,0,31,56.1,62.0,53.6,2,15,477,100.0,100.0,97.0,5,23,6,841,0,0,0,841,514,514,841,0,327,0
Zach Frazier,123419,C,PIT,13,100.0,2,25,75.5,63.5,78.1,2,8,429,100.0,100.0,98.6,4,11,1,839,839,0,0,839,459,459,0,0,380,0
Alaric Jackson,40972,T,LA,13,100.0,1,26,79.0,79.2,77.9,4,13,433,100.0,100.0,97.3,7,20,3,836,0,0,836,836,466,466,0,0,370,0
Sean Rhyan,72009,G,GB,15,100.0,0,12,59.5,66.0,57.1,7,13,409,100.0,100.0,96.8,5,23,3,834,4,7,1,834,432,432,822,0,402,0
Rashawn Slater,59971,T,LAC,14,100.0,3,27,91.1,90.1,83.7,5,12,467,100.0,100.0,97.5,6,20,3,834,0,0,828,834,504,504,0,0,330,6
Andrew Wylie,12333,T,WAS,13,99.8,1,32,61.3,65.0,54.9,3,22,463,99.8,99.6,97.3,5,25,0,829,0,0,0,831,490,492,0,817,339,13
Damien Lewis,81532,G,CAR,14,100.0,2,5,76.3,71.0,77.9,2,14,507,100.0,100.0,97.4,5,21,5,828,0,828,0,828,539,539,0,0,289,0
Jackson Powers-Johnson,146550,C,LV,13,100.0,0,23,60.2,65.7,68.1,2,18,516,100.0,100.0,97.7,14,22,2,828,421,378,0,828,557,557,29,0,271,0
Juice Scruggs,81800,C,HST,12,100.0,0,13,63.3,64.8,63.6,3,13,481,100.0,100.0,97.3,6,21,5,818,568,250,0,818,511,511,0,0,307,0
Jermaine Eluemunor,11914,T,NYG,13,100.0,3,21,65.1,69.0,62.7,9,15,481,100.0,100.0,96.7,9,28,4,816,0,0,205,816,524,524,0,610,292,1
Anton Harrison,122929,T,JAX,14,100.0,0,15,62.6,64.5,55.5,4,20,489,100.0,100.0,96.7,4,28,4,816,0,0,5,816,519,519,0,811,297,0
Mason McCormick,78326,G,PIT,13,100.0,0,25,55.5,60.1,52.4,2,14,423,100.0,100.0,97.6,2,18,2,813,0,82,0,813,446,446,718,0,367,13
Roger Rosengarten,131912,T,BLT,14,100.0,1,3,67.4,69.1,61.3,0,23,404,100.0,100.0,96.2,4,27,4,800,0,0,8,800,432,432,0,792,368,0
Ikem Ekwonu,98286,T,CAR,13,100.0,1,5,72.1,66.0,82.9,5,25,485,100.0,100.0,95.9,12,35,5,795,0,0,793,795,516,516,0,0,279,2
Amarius Mims,146719,T,CIN,13,99.9,1,7,59.0,60.9,55.5,5,23,496,99.8,99.8,96.4,4,32,4,790,0,0,0,791,533,534,0,790,257,1
Alijah Vera-Tucker,57107,G,NYJ,13,100.0,1,22,75.8,72.9,74.7,4,6,503,100.0,100.0,98.2,5,14,4,789,0,0,0,789,535,535,789,0,254,0
Ezra Cleveland,41973,G,JAX,13,100.0,0,15,69.5,72.6,63.6,3,11,466,100.0,100.0,97.6,0,18,4,786,0,786,0,786,496,496,0,0,290,0
Taylor Moton,11819,T,CAR,13,100.0,1,5,75.0,78.6,64.0,2,11,467,100.0,100.0,98.4,1,14,1,779,0,0,0,779,497,497,0,779,282,0
Trey Pipkins III,91462,G,LAC,14,100.0,2,27,58.2,45.6,65.6,2,21,452,100.0,100.0,96.3,4,28,5,776,0,0,15,776,488,488,705,55,288,1
Aaron Banks,59983,G,SF,13,100.0,1,28,65.4,60.5,68.9,4,20,447,100.0,100.0,97.1,5,25,1,775,0,775,0,775,471,471,0,0,304,0
Demontrey Jacobs,56619,T,NE,13,100.0,1,19,36.6,38.9,43.0,7,32,458,100.0,100.0,94.0,10,47,8,765,0,0,138,765,499,499,0,627,266,0
Luke Goedeke,77548,T,TB,11,100.0,0,30,73.9,74.7,74.2,0,14,431,100.0,100.0,97.9,6,16,2,761,0,0,0,761,463,463,1,760,298,0
Dylan Parham,60953,G,LV,13,100.0,0,23,74.6,64.9,77.0,2,28,478,100.0,100.0,95.8,2,35,5,757,0,0,0,757,517,517,757,0,240,0
Taylor Decker,10650,T,DET,12,99.9,1,11,76.7,76.8,70.1,3,15,401,99.8,99.8,96.3,3,24,6,754,0,0,752,755,415,416,0,0,339,3
Wyatt Teller,46131,G,CLV,11,100.0,1,8,63.6,59.5,66.2,3,17,486,100.0,100.0,97.5,5,22,2,747,0,0,0,747,518,518,747,0,229,0
Teven Jenkins,41534,G,CHI,14,100.0,1,6,75.4,75.8,74.3,1,12,455,100.0,100.0,97.7,4,17,4,738,0,738,0,738,495,495,0,0,243,0
Jordan Mailata,66916,T,PHI,11,100.0,1,24,95.7,91.8,94.4,0,12,362,100.0,100.0,98.1,4,13,1,736,0,0,733,736,383,383,0,0,353,3
Braden Smith,46794,T,IND,12,99.9,5,14,66.2,67.8,75.6,2,18,402,99.8,99.8,96.5,12,24,4,730,0,0,0,731,431,432,0,729,299,2
Vederian Lowe,59741,T,NE,12,99.9,2,19,53.3,65.2,44.6,3,22,415,99.8,99.8,95.8,11,30,5,728,0,0,729,729,451,452,0,0,277,0
Terron Armstead,7856,T,MIA,13,100.0,0,17,92.1,89.1,88.4,1,9,410,100.0,100.0,98.5,1,11,1,724,0,0,724,724,431,431,0,0,293,0
Braxton Jones,60092,T,CHI,12,100.0,2,6,77.4,80.8,70.2,2,19,427,100.0,100.0,96.4,7,26,5,719,0,0,718,719,471,471,0,0,248,1
Mike McGlinchey,46275,T,DEN,11,100.0,1,10,72.3,72.2,71.6,1,14,436,100.0,100.0,97.6,6,18,3,715,0,0,0,715,459,459,0,714,256,0
Isaac Seumalo,10713,G,PIT,11,100.0,1,25,67.3,61.6,70.2,1,20,366,100.0,100.0,96.9,5,22,1,702,0,702,0,702,386,386,0,0,316,0
Bernhard Raimann,77948,T,IND,12,100.0,2,14,86.6,83.9,81.0,1,11,362,100.0,100.0,97.5,4,15,3,701,0,0,701,701,383,383,0,0,318,0
Wanya Morris,98247,T,KC,13,99.9,3,16,51.9,55.2,52.0,7,21,403,99.8,99.8,95.3,10,33,5,696,0,0,674,697,428,429,0,20,268,3
Morgan Moses,8701,T,NYJ,13,100.0,2,22,66.8,71.7,64.9,2,10,419,100.0,100.0,98.3,8,13,1,695,0,0,0,695,451,451,0,695,244,0
Luke Wattenberg,41024,C,DEN,11,100.0,2,10,61.0,81.0,53.6,2,3,414,100.0,100.0,99.2,6,6,1,688,688,0,0,688,440,440,0,0,248,0
Cesar Ruiz,59857,G,NO,11,100.0,0,20,63.8,63.4,61.5,2,7,358,100.0,100.0,98.5,1,10,1,687,0,0,0,687,382,382,687,0,305,0
Michael Jordan,28021,G,NE,12,100.0,0,19,51.4,60.4,44.8,3,17,405,100.0,100.0,96.8,2,23,3,684,0,683,0,684,441,441,0,0,243,1
Rob Havenstein,9490,T,LA,11,100.0,1,26,74.1,66.9,78.3,5,12,336,100.0,100.0,96.6,5,20,3,683,0,0,0,683,361,361,0,683,322,0
Jack Conklin,10642,T,CLV,10,100.0,0,8,68.4,69.3,63.3,2,24,431,100.0,100.0,95.8,2,31,5,680,0,0,0,680,460,460,0,680,220,0
Ben Brown,59869,C,NE,10,100.0,0,19,52.8,47.3,59.7,2,10,403,100.0,100.0,97.5,5,16,4,667,667,0,0,667,440,440,0,0,227,0
Brandon Coleman,123068,T,WAS,14,100.0,2,32,64.1,64.5,63.4,2,15,367,100.0,100.0,95.8,4,24,7,666,0,0,656,666,395,395,0,1,271,9
Trent Williams,5529,T,SF,10,100.0,1,28,85.6,84.5,81.4,3,13,358,100.0,100.0,97.5,5,17,1,649,0,0,649,649,381,381,0,0,268,0
Zack Martin,8651,G,DAL,10,100.0,1,9,65.6,62.0,63.3,1,18,408,100.0,100.0,96.4,1,24,5,638,0,0,0,638,447,447,638,0,191,0
Nicholas Petit-Frere,82003,T,TEN,11,100.0,2,31,46.5,42.8,55.9,5,26,347,100.0,100.0,92.7,10,41,10,621,0,0,2,621,373,373,0,614,248,5
Connor Williams,46216,C,SEA,9,100.0,0,29,63.9,62.3,71.0,3,6,385,100.0,100.0,98.3,8,11,2,618,618,0,0,618,427,427,0,0,191,0
Tyler Guyton,123076,T,DAL,12,100.0,4,9,49.4,59.1,52.2,6,13,374,100.0,100.0,96.1,16,24,5,611,0,0,609,611,409,409,0,0,202,2
Kelvin Beachum,7229,T,ARZ,13,99.8,0,1,63.6,76.9,52.9,0,7,306,99.7,99.7,97.9,4,10,3,602,0,0,74,603,321,322,0,519,281,10
Tyron Smith,6161,T,NYJ,10,100.0,3,22,73.7,72.3,72.4,4,13,365,100.0,100.0,96.3,6,22,5,592,0,0,592,592,386,386,0,0,206,0
Ed Ingram,59819,G,MIN,9,100.0,0,18,54.0,49.1,58.1,3,16,306,100.0,100.0,95.3,3,24,5,580,0,0,0,580,332,332,580,0,248,0
Anthony Bradford,99103,G,SEA,11,100.0,0,29,50.1,53.0,57.7,1,20,358,100.0,100.0,95.7,10,26,5,578,0,0,0,578,392,392,578,0,186,0
Ryan Neuzil,41123,C,ATL,10,100.0,0,2,58.5,63.6,60.5,2,7,321,100.0,100.0,98.3,7,10,1,578,577,0,0,578,346,346,0,0,232,0
Andre James,47058,C,LV,9,100.0,0,23,54.3,64.5,49.2,1,11,345,100.0,100.0,97.7,2,14,2,574,574,0,0,574,372,372,0,0,202,0
Jordan Meredith,60235,G,LV,9,100.0,0,23,80.8,75.7,78.4,1,8,374,100.0,100.0,98.8,3,9,0,574,0,365,0,574,399,399,209,0,175,0
Lucas Patrick,11435,G,NO,10,100.0,0,20,64.6,60.3,66.3,0,10,308,100.0,100.0,98.4,6,10,0,562,88,474,0,562,330,330,0,0,232,0
Kenyon Green,99052,G,HST,9,100.0,1,13,39.4,40.9,45.2,4,18,325,100.0,100.0,95.1,7,27,5,561,0,561,0,561,347,347,0,0,214,0
Daniel Brunskill,34807,C,TEN,14,100.0,0,31,51.8,50.8,53.7,4,5,299,100.0,100.0,98.5,3,9,0,553,401,0,1,553,320,320,107,0,233,39
Austin Jackson,60816,T,MIA,8,100.0,2,17,60.0,60.1,64.3,3,9,293,100.0,100.0,96.9,6,15,3,542,0,0,0,542,312,312,0,541,230,0
Cody Ford,39805,T,CIN,12,99.6,0,7,52.5,50.0,52.8,7,22,330,99.4,99.4,94.7,2,32,3,536,0,62,431,538,355,357,0,20,181,25
Olumuyiwa Fashanu,129777,T,NYJ,11,100.0,0,22,61.2,59.4,61.4,4,18,348,100.0,100.0,96.6,7,23,1,534,0,0,336,534,372,372,37,159,162,2
Dawand Jones,101550,T,CLV,9,100.0,0,8,46.4,57.6,45.8,7,11,340,100.0,100.0,96.2,8,22,4,511,0,0,176,511,364,364,1,334,147,0
Walker Little,52287,T,JAX,13,100.0,0,15,72.8,73.5,72.3,5,6,297,100.0,100.0,97.5,4,13,2,508,0,0,468,508,316,316,0,27,192,13
Lloyd Cushenberry III,41924,C,TEN,8,100.0,0,31,55.4,57.2,54.9,1,13,279,100.0,100.0,97.5,3,14,0,499,499,0,0,499,299,299,0,0,200,0
Layden Robinson,99057,G,NE,10,100.0,1,19,44.7,42.5,48.5,5,17,273,100.0,100.0,94.5,4,26,4,485,0,196,0,485,291,291,288,0,194,1
Orlando Brown Jr.,46227,T,CIN,9,100.0,0,7,58.7,71.4,48.2,3,7,307,100.0,100.0,97.4,6,13,3,473,0,0,471,473,325,325,0,0,148,2
