player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Matt Ryan,4317,QB,IND,8,2.6,2.49,3.38,4.79,356,14,85.5,179,190,5.1,1.98,4,1,0.5,76.3,145,35,5.2,193,54.2,8,67,,,,72.0,72.1,38.6,71.5,,,,,2,4,203,8.6,96.7,1.6,3,0,0,5,6,5,2.5,1333,7.0,71.3,115,134,8.1,3.33,4,1,0.7,59.0,79,79,3.7,163,45.8,3,49,,,,23.4,47.1,82.6,46.7,,,64.8,,1,5,174,27.8,73.8,13.5,22,7,0,14,4,9,5.2,905,6.8
Derek Carr,8671,QB,LV,9,2.73,2.63,3.59,5.14,337,23,74.5,145,154,5.3,1.97,2,1,0.6,66.9,103,30,4.6,155,46.0,5,47,,,,88.6,54.2,82.5,54.3,,,,,1,1,166,3.3,91.9,0.6,1,0,0,6,6,4,2.4,881,5.7,68.8,138,156,13.1,3.4,1,11,6.7,57.7,90,88,5.3,181,53.7,5,59,,,,52.1,73.1,33.4,70.2,,,81.7,,5,4,192,20.5,87.4,9.9,18,7,0,12,7,9,4.7,1235,7.9
Jared Goff,10635,QB,DET,9,2.72,2.6,3.39,5.31,325,11,80.3,147,152,5.1,1.97,4,5,3.2,73.0,111,27,5.9,153,47.1,7,53,,,,88.1,77.8,82.2,76.2,,,,,1,1,156,3.7,107.2,0.7,1,0,0,0,8,3,1.9,1076,7.1,68.9,132,148,11.7,3.38,1,5,3.0,54.7,81,77,11.0,172,52.9,10,60,,,,32.5,48.8,83.0,50.0,,,52.5,,1,6,192,18.2,80.4,8.1,14,10,0,14,7,13,6.8,1201,8.1
Davis Mills,52269,QB,HST,9,2.49,2.41,3.1,4.82,324,13,73.1,167,173,5.5,1.93,4,4,2.3,67.1,116,44,4.9,180,55.6,6,47,,,,89.2,69.7,82.8,68.7,,,,,1,5,182,15.9,82.2,3.9,7,0,0,1,6,2,1.1,1025,5.9,68.8,109,122,10.6,3.2,2,6,4.3,55.7,68,85,9.3,143,44.1,7,38,,,,66.6,60.7,82.3,60.2,,,61.4,,6,4,161,18.8,81.0,11.2,16,5,0,5,5,5,3.1,950,7.8
Jacoby Brissett,10725,QB,CLV,9,2.93,2.72,3.59,5.6,324,8,79.8,129,133,6.7,1.99,3,4,2.9,70.7,94,19,8.7,135,41.7,9,46,,,,87.3,85.1,81.8,82.9,,,,,1,1,140,10.5,98.4,1.5,2,0,0,0,6,1,0.7,816,6.1,69.9,136,154,11.8,3.6,1,8,4.7,59.1,91,84,4.2,189,58.3,4,62,,,,27.8,61.6,83.3,56.8,,,80.5,,2,4,206,20.2,78.9,9.0,17,18,0,15,2,13,6.3,1258,8.2
Matthew Stafford,4924,QB,LA,8,2.57,2.47,3.37,4.95,318,26,76.5,149,152,3.2,1.81,1,2,1.3,73.0,111,20,2.6,153,48.1,3,49,,,,66.0,62.5,82.2,62.1,,,,,0,4,156,5.0,89.2,0.7,1,0,0,2,6,3,1.9,878,5.8,73.6,121,133,11.0,3.3,2,10,7.2,63.2,84,82,5.6,164,51.6,5,52,,,,47.9,64.4,30.6,63.6,,,68.7,,0,4,169,32.9,80.2,16.5,27,4,0,10,2,9,5.3,1055,7.9
Jalen Hurts,40291,QB,PHI,9,2.83,2.54,3.72,5.01,315,24,88.3,145,154,3.6,1.89,7,1,0.6,76.6,118,32,7.8,157,49.8,10,62,,,,88.4,84.0,82.3,82.0,,,,,1,1,161,9.4,109.0,1.9,3,0,0,1,7,1,0.6,1131,7.3,68.8,96,111,13.8,3.78,0,9,7.3,55.9,62,74,6.1,157,49.8,4,54,,,,68.2,82.2,82.6,80.1,,,69.7,,1,2,171,24.3,102.7,11.5,18,28,0,14,7,5,2.9,1081,9.7
Russell Wilson,7077,QB,DEN,8,2.87,2.75,3.21,4.38,313,10,71.7,127,130,7.0,1.92,3,3,2.2,63.1,82,21,9.9,138,44.1,9,36,,,,87.6,59.8,81.9,59.5,,,,,0,2,145,38.1,84.0,5.8,8,0,0,0,4,3,2.1,797,6.1,69.0,116,139,13.2,3.62,5,7,4.6,52.5,73,85,8.8,175,55.9,7,48,,,,52.2,58.7,83.1,57.9,,,62.1,,2,3,194,24.7,79.5,12.0,21,15,0,16,3,8,4.1,1184,8.5
Daniel Jones,39395,QB,NYG,9,3.16,2.85,3.61,4.93,299,21,82.9,82,84,3.3,1.87,2,0,0.0,73.8,62,19,8.8,87,29.1,6,24,,,,84.6,55.1,80.4,55.2,,,,,0,0,96,15.8,94.0,3.4,3,0,0,0,2,1,1.0,454,5.4,76.1,134,153,8.5,3.69,4,3,1.8,61.4,94,114,7.8,212,70.9,8,73,,,,29.0,71.2,83.7,65.7,,,78.6,,2,2,229,21.1,92.0,11.3,24,35,0,13,6,9,3.9,1142,7.5
Lamar Jackson,46416,QB,BLT,9,3.18,2.86,4.56,5.91,296,3,83.9,112,119,5.0,1.86,6,4,3.2,73.1,87,8,7.4,119,40.2,7,44,,,,86.4,74.8,81.3,73.4,,,,,0,2,124,0.0,110.7,0.0,0,0,0,1,9,2,1.6,843,7.1,62.6,123,137,13.5,4.06,2,10,6.9,53.3,73,92,5.2,177,59.8,4,50,,,,37.8,63.3,82.9,59.4,,,74.8,,1,4,188,21.7,79.5,11.3,20,20,0,11,7,7,3.7,925,6.8
Justin Fields,82118,QB,CHI,10,3.43,2.83,4.17,5.44,292,6,74.1,81,87,2.8,1.72,5,0,0.0,64.4,56,14,6.7,90,30.8,4,16,,,,84.7,36.0,80.5,37.4,,,,,0,2,98,21.4,73.8,3.3,3,0,0,1,2,3,3.1,418,4.8,65.7,108,120,15.2,4.2,2,7,5.4,55.0,66,122,7.0,202,69.2,5,74,,,,27.6,77.6,41.1,62.0,,,92.6,,2,5,216,27.0,95.5,16.3,33,49,0,8,10,13,6.0,1071,8.9
Marcus Mariota,9435,QB,ATL,10,3.09,2.86,3.62,4.88,277,2,79.0,100,103,5.3,1.87,3,0,0.0,74.8,77,18,2.5,111,40.1,2,35,,,,85.8,63.8,81.0,63.3,,,,,0,1,113,44.4,107.1,7.2,8,0,0,0,7,3,2.7,596,5.8,57.1,119,126,15.5,3.9,0,7,5.0,52.4,66,83,2.9,166,59.9,2,59,,,,26.4,63.6,82.8,62.9,,,62.0,,0,6,181,21.7,77.2,10.8,18,22,0,7,5,11,6.1,1151,9.1
Carson Wentz,10636,QB,WAS,6,2.61,2.43,3.38,4.68,266,32,75.4,130,135,4.7,1.94,2,2,1.4,68.1,92,30,6.1,139,52.3,6,44,,,,87.5,55.4,81.9,55.5,,,,,2,4,144,13.3,83.4,2.9,4,0,0,1,6,4,2.8,714,5.3,72.0,82,97,13.6,3.33,5,10,8.9,53.6,52,59,11.9,127,47.7,7,27,,,,63.4,70.6,81.9,66.8,,,76.5,,1,2,143,32.2,85.2,15.0,19,11,0,9,4,6,4.2,775,8.0
Tua Tagovailoa,60326,QB,MIA,8,2.51,2.44,3.09,5.15,263,17,80.7,135,139,7.6,1.85,1,5,3.4,73.4,102,18,6.4,140,53.2,7,63,,,,87.7,92.6,82.0,91.5,,,,,0,0,147,5.6,126.5,0.7,1,0,0,3,11,2,1.4,1231,8.9,79.2,101,109,12.0,3.29,1,8,6.9,67.9,74,41,7.5,122,46.4,6,47,,,,62.2,83.0,81.5,83.8,,,47.5,,2,3,130,17.1,108.1,5.7,7,6,0,5,7,8,6.2,1034,9.5
Jimmy Garoppolo,8697,QB,SF,8,2.5,2.43,3.16,4.13,256,28,81.3,128,138,4.6,1.87,8,2,1.4,73.2,101,27,2.9,140,54.7,3,54,,,,87.6,74.8,81.9,73.4,,,,,1,1,145,7.4,109.3,1.4,2,0,0,1,6,2,1.4,1150,8.3,66.3,92,99,11.7,3.26,3,10,9.3,57.6,57,43,6.6,116,45.3,4,33,,,,43.6,63.4,81.5,61.6,,,68.8,,1,3,128,32.6,87.1,12.1,14,3,0,3,5,6,4.7,780,7.9
Andy Dalton,6187,QB,NO,7,2.58,2.48,3.22,5.03,233,20,80.5,113,120,6.8,1.96,3,3,2.4,73.3,88,19,3.3,122,52.4,3,47,,,,86.4,82.9,81.4,80.9,,,,,1,4,125,10.5,109.9,1.6,2,0,0,3,10,4,3.2,946,7.9,70.7,82,97,11.2,3.26,1,4,3.9,54.6,53,46,8.6,111,47.6,5,28,,,,59.0,72.9,81.2,71.9,,,62.2,,4,3,118,17.4,64.5,7.2,8,6,0,10,1,2,1.7,613,6.3
Kenny Pickett,60515,QB,PIT,6,2.87,2.58,3.74,5.11,230,25,79.4,97,98,6.0,1.95,1,3,2.8,76.5,75,9,2.6,99,43.0,2,37,,,,85.4,63.1,80.8,62.6,,,,,0,3,107,11.1,86.3,1.0,1,0,0,0,2,3,2.8,621,6.3,70.9,86,96,9.3,3.57,1,2,1.9,57.3,55,62,9.8,131,57.0,6,32,,,,63.9,61.5,19.1,56.6,,,78.6,,0,5,144,27.4,51.6,13.0,17,18,0,9,0,5,3.5,540,5.6
Ryan Tannehill,7014,QB,TEN,7,2.64,2.54,3.21,5.34,202,31,78.8,85,90,5.4,1.96,4,2,2.1,67.8,61,29,9.0,92,45.5,6,31,,,,54.0,62.2,80.4,61.8,,,,,1,1,96,6.9,97.4,2.2,2,0,0,0,5,3,3.1,539,6.0,75.3,81,91,10.2,3.25,1,3,3.0,58.2,53,52,13.1,109,54.0,8,36,,,,86.2,68.6,81.2,67.1,,,65.6,,4,2,120,25.0,89.7,11.9,13,5,0,5,3,4,3.3,813,8.9
Mac Jones,60323,QB,NE,6,2.75,2.5,3.52,4.81,198,19,73.3,75,79,3.7,1.77,1,0,0.0,68.4,54,11,1.8,81,40.9,1,11,,,,83.7,40.1,0.0,42.4,,,,,0,2,84,18.2,73.5,2.5,2,0,0,3,2,2,2.4,314,4.0,71.1,83,89,12.4,3.43,1,7,7.4,64.0,57,50,3.4,117,59.1,2,43,,,,60.1,59.1,81.3,57.1,,,66.5,,0,5,123,26.0,78.2,11.1,13,15,0,5,2,8,6.5,826,9.3
Baker Mayfield,46518,QB,CAR,6,2.67,2.49,4.07,5.62,197,5,71.8,85,90,5.3,1.81,5,2,2.2,65.6,59,7,3.3,93,47.2,2,22,,,,53.2,58.7,80.4,58.6,,,,,0,2,96,42.9,86.3,3.2,3,0,0,0,3,4,4.2,598,6.6,60.9,69,83,9.0,3.54,4,1,1.1,47.0,39,47,7.1,101,51.3,3,22,,,,85.4,51.9,80.9,52.1,,,59.1,,2,2,109,25.5,69.3,11.9,12,6,0,8,3,2,1.8,519,6.3
Zach Wilson,82096,QB,NYJ,6,3.07,2.93,3.73,5.12,189,22,81.3,80,83,4.4,1.91,2,0,0.0,74.7,62,13,4.6,85,45.0,3,32,,,,84.1,74.4,80.1,73.1,,,,,1,2,89,15.4,95.8,2.4,2,0,0,0,3,1,1.1,586,7.1,57.8,64,84,12.9,4.05,3,3,3.4,40.5,34,54,8.1,103,54.5,3,25,,,,56.3,36.7,80.8,34.0,,,71.5,,2,3,107,18.5,55.5,9.7,10,9,0,15,1,10,9.3,616,7.3
Cooper Rush,12324,QB,DAL,6,2.44,2.4,2.81,5.3,165,9,69.4,72,78,5.5,1.89,4,0,0.0,61.5,48,21,4.0,80,48.5,2,20,,,,48.9,57.9,79.8,57.8,,,,,2,0,82,9.5,85.6,2.5,2,0,0,0,2,1,1.2,443,5.7,68.7,67,77,12.9,2.99,2,3,3.5,54.5,42,31,8.7,84,50.9,4,30,,,,84.3,56.1,80.2,56.9,,,54.2,,1,3,92,16.1,75.5,6.0,5,2,0,7,3,7,7.6,577,7.5
Joe Flacco,4332,QB,NYJ,3,2.63,2.59,3.04,4.8,165,22,82.9,70,76,5.4,1.91,3,0,0.0,67.1,51,18,12.1,78,47.3,7,25,,,,83.6,66.7,79.8,66.0,,,,,2,2,83,11.1,86.6,2.6,2,0,0,1,4,0,0.0,401,5.3,65.6,64,79,11.5,3.27,1,3,3.7,50.6,40,43,4.8,87,52.7,2,24,,,,23.5,45.0,80.1,45.0,,,63.3,,5,1,90,16.3,69.6,8.0,7,1,0,9,1,6,6.7,500,6.3
Mitchell Trubisky,11757,QB,PIT,5,2.74,2.58,4.29,4.23,140,25,66.2,65,69,7.3,1.97,2,2,2.7,59.4,41,13,4.7,69,49.3,2,16,,,,82.8,73.1,79.4,71.9,,,,,1,2,73,0.0,73.4,0.0,0,0,0,1,3,1,1.4,321,4.7,68.4,57,58,13.5,3.49,0,5,7.9,63.8,37,30,5.1,71,50.7,2,25,,,,83.2,67.7,79.6,68.0,,,55.9,,1,0,77,30.0,88.7,12.7,9,4,0,0,0,3,3.9,466,8.0
Taylor Heinicke,9896,QB,WAS,4,2.94,2.75,3.28,5.52,138,32,80.0,45,46,5.4,1.98,1,1,2.1,78.3,36,13,0.0,47,34.1,0,14,,,,80.1,70.7,77.8,69.7,,,,,0,1,48,7.7,98.4,2.1,1,0,0,0,2,1,2.1,290,6.3,62.9,62,73,9.7,3.48,4,2,2.7,53.4,39,45,0.0,90,65.2,0,29,,,,51.9,37.0,80.3,37.8,,,55.3,,1,3,94,17.8,74.6,8.9,8,9,0,6,3,9,9.6,550,7.5
Dak Prescott,10769,QB,DAL,4,2.56,2.51,3.34,4.5,135,9,81.8,55,58,4.6,1.85,1,0,0.0,72.4,42,8,6.7,60,44.4,3,21,,,,81.6,67.1,78.9,66.3,,,,,1,0,61,25.0,100.4,3.3,2,0,0,1,2,1,1.6,369,6.4,65.6,61,69,11.9,3.13,0,4,5.3,56.5,39,31,2.5,75,55.6,1,23,,,,83.6,62.9,79.8,62.9,,,58.3,,3,4,82,16.1,73.8,6.7,5,1,0,5,4,5,6.1,487,7.1
Jameis Winston,9434,QB,NO,3,2.68,2.53,3.45,5.6,127,20,79.3,58,60,7.2,1.94,2,2,3.2,73.3,44,12,4.3,63,49.6,2,17,,,,82.0,76.2,78.9,74.7,,,,,0,1,65,25.0,100.9,4.8,3,0,0,0,3,2,3.1,403,6.7,62.5,48,53,17.9,3.41,0,5,8.5,54.7,29,28,3.3,64,50.4,1,18,,,,43.1,57.9,79.2,58.1,,,58.1,,1,4,70,28.6,58.3,12.5,8,3,0,4,1,5,7.1,455,8.6
P.J. Walker,12134,QB,CAR,6,2.27,2.25,2.83,4.7,119,5,74.6,67,69,3.1,1.67,2,2,2.9,68.1,47,8,6.0,71,59.7,3,18,,,,82.7,50.7,79.3,51.2,,,,,0,1,72,25.0,78.5,2.8,2,0,0,0,0,2,2.8,425,6.2,50.0,36,37,18.1,3.44,0,7,17.5,43.2,16,14,11.1,44,37.0,2,13,,,,80.1,74.5,77.8,72.2,,,67.5,,0,2,48,28.6,77.1,9.1,4,3,0,1,3,4,8.3,306,8.3
Bailey Zappe,60396,QB,NE,4,2.77,2.69,3.27,6.9,99,19,87.5,40,43,3.0,1.94,2,0,0.0,76.7,33,6,5.7,43,43.4,2,13,,,,80.0,76.8,77.7,75.3,,,,,0,1,47,0.0,92.5,0.0,0,0,0,1,1,0,0.0,293,6.8,73.3,45,49,11.3,3.41,1,1,1.9,65.3,32,20,3.0,56,56.6,1,24,,,,39.3,69.6,0.0,69.0,,,66.4,,0,2,62,30.0,108.2,10.7,6,1,0,3,4,2,3.2,488,10.0
Sam Ehlinger,60555,QB,IND,2,3.08,2.75,3.4,4.99,70,14,75.0,20,20,5.5,1.91,0,0,0.0,70.0,14,6,6.7,23,32.9,1,4,,,,76.1,36.4,75.3,38.0,,,,,0,1,24,50.0,60.2,13.0,3,0,0,0,0,1,4.2,99,5.0,66.7,30,32,8.6,3.65,1,2,6.1,56.3,18,25,10.0,47,67.1,2,9,,,,31.2,60.0,78.0,56.8,,,66.6,,0,0,51,32.0,75.7,17.0,8,7,0,1,0,2,3.9,205,6.4
Teddy Bridgewater,8667,QB,MIA,4,3.06,2.9,3.22,7.55,68,17,80.0,25,27,7.4,1.95,1,0,0.0,70.4,19,9,5.0,28,41.2,1,14,,,,77.4,77.4,76.1,75.9,,,,,0,2,30,11.1,96.2,3.6,1,0,0,1,2,2,6.7,270,10.0,65.5,29,33,11.5,3.84,0,0,0.0,54.5,18,26,5.3,40,58.8,1,11,,,,79.0,64.0,0.0,61.5,,,75.6,,2,1,40,19.2,76.8,12.5,5,2,0,2,1,2,5.0,252,7.6
Skylar Thompson,60417,QB,MIA,3,2.66,2.61,2.93,4.2,51,17,87.5,24,26,5.8,1.9,1,1,3.6,69.2,18,10,14.3,26,51.0,3,7,,,,77.0,78.9,75.9,77.3,,,,,1,0,28,0.0,88.9,0.0,0,0,0,0,0,1,3.6,182,7.0,57.9,19,21,10.6,3.45,0,1,4.0,42.9,9,17,18.2,25,49.0,2,6,,,,26.0,63.5,76.1,58.5,,,74.4,,0,1,30,17.6,35.8,12.0,3,1,0,2,0,1,3.3,90,4.3
Brett Rypien,46487,QB,DEN,1,2.74,2.7,4.2,3.1,48,10,70.0,20,20,5.7,2.0,0,0,0.0,60.0,12,2,14.3,20,41.7,2,3,,,,75.4,63.7,74.9,63.3,,,,,0,0,21,0.0,70.2,0.0,0,0,0,0,0,0,0.0,87,4.4,50.0,24,26,15.3,3.27,0,0,0.0,46.2,12,14,0.0,28,58.3,0,7,,,,25.7,31.7,76.0,35.0,,,55.7,,0,1,29,7.1,46.6,3.6,1,1,0,2,0,3,10.3,138,5.3
Malik Willis,60341,QB,TEN,3,3.61,3.09,5.4,4.45,42,31,61.5,13,13,9.5,1.89,0,2,14.3,53.8,7,4,12.5,13,31.0,1,4,,,,73.2,71.7,73.5,70.7,,,,,0,0,14,0.0,76.4,0.0,0,0,0,0,0,0,0.0,92,7.1,41.7,12,17,9.8,4.39,0,1,5.6,29.4,5,17,0.0,29,69.0,0,3,,,,77.4,34.3,76.1,28.2,,,71.0,,0,1,30,35.3,15.1,20.7,6,6,0,5,0,1,3.3,49,2.9
Colt McCoy,5609,QB,ARZ,1,2.16,2.03,2.95,5.5,40,1,80.6,31,31,5.8,1.78,0,2,6.3,77.4,24,6,4.0,32,80.0,1,9,,,,77.9,79.3,76.5,77.7,,,,,0,0,33,16.7,105.8,3.1,1,0,0,0,1,0,0.0,212,6.8,75.0,4,6,8.8,3.7,0,0,0.0,33.3,2,4,33.3,8,20.0,1,3,,,,70.9,67.8,71.9,64.1,,,63.1,,0,0,9,25.0,47.2,12.5,1,1,0,2,0,0,0.0,25,4.2
John Wolford,46454,QB,LA,1,2.81,2.78,3.23,,39,26,84.6,13,14,3.8,1.99,1,0,0.0,78.6,11,5,0.0,14,35.9,0,4,,,,73.2,30.3,73.5,32.4,,,,,0,0,14,0.0,93.2,0.0,0,0,0,0,0,1,7.1,89,6.4,61.9,21,22,8.6,3.27,1,1,4.3,59.1,13,15,0.0,25,64.1,0,8,,,,76.3,55.5,75.6,55.7,,,,,0,1,26,20.0,70.8,12.0,3,0,0,0,1,0,0.0,123,5.6
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,,,72.4,28.6,72.9,29.4,,,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,,,76.6,64.5,75.6,68.3,,,50.8,,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
